No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
98.0,294,208,0,0,-86,17,17,5,0,0,0.0,0.0,0.17346938775510204,0.17346938775510204,0.0,0.05102040816326531,6
99.0,297,211,0,0,-86,17,17,5,0,0,0.0,0.0,0.1717171717171717,0.1717171717171717,0.0,0.050505050505050504,6
100.0,300,211,0,0,-89,17,17,6,0,0,0.0,0.0,0.17,0.17,0.0,0.06,6
101.0,303,213,0,0,-90,17,17,6,0,0,0.0,0.0,0.16831683168316833,0.16831683168316833,0.0,0.0594059405940594,6
102.0,306,213,0,0,-93,17,17,6,0,0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.058823529411764705,6
103.0,309,213,0,0,-96,17,17,6,0,0,0.0,0.0,0.1650485436893204,0.1650485436893204,0.0,0.05825242718446602,6
104.0,312,213,0,0,-99,17,17,6,0,0,0.0,0.0,0.16346153846153846,0.16346153846153846,0.0,0.057692307692307696,6
105.0,315,213,0,0,-102,18,17,6,0,0,0.0,0.0,0.17142857142857143,0.1619047619047619,0.0,0.05714285714285714,6
106.0,318,221,0,0,-97,18,17,7,0,0,0.0,0.0,0.16981132075471697,0.16037735849056603,0.0,0.0660377358490566,6
107.0,321,223,0,0,-98,18,17,7,0,0,0.0,0.0,0.16822429906542055,0.1588785046728972,0.0,0.06542056074766354,6
108.0,322,223,1,0,-99,18,17,7,0,0,0.009259259259259259,0.0,0.16666666666666666,0.1574074074074074,0.0,0.06481481481481481,6
109.0,341,335,1,0,-6,18,17,7,0,0,0.009174311926605505,0.0,0.1651376146788991,0.1559633027522936,0.0,0.06422018348623854,6
110.0,344,335,1,0,-9,19,17,7,0,0,0.00909090909090909,0.0,0.17272727272727273,0.15454545454545454,0.0,0.06363636363636363,6
111.0,347,343,1,0,-4,19,17,7,0,0,0.009009009009009009,0.0,0.17117117117117117,0.15315315315315314,0.0,0.06306306306306306,6
112.0,350,343,1,0,-7,19,17,7,0,0,0.008928571428571428,0.0,0.16964285714285715,0.15178571428571427,0.0,0.0625,6
113.0,353,343,1,0,-10,19,17,7,0,0,0.008849557522123894,0.0,0.168141592920354,0.1504424778761062,0.0,0.061946902654867256,6
114.0,356,343,1,0,-13,20,17,7,0,0,0.008771929824561403,0.0,0.17543859649122806,0.14912280701754385,0.0,0.06140350877192982,6
115.0,359,351,1,0,-8,20,17,7,0,0,0.008695652173913044,0.0,0.17391304347826086,0.14782608695652175,0.0,0.06086956521739131,6
116.0,362,351,1,0,-11,20,17,7,0,0,0.008620689655172414,0.0,0.1724137931034483,0.14655172413793102,0.0,0.0603448275862069,6
117.0,365,351,1,0,-14,20,17,7,0,0,0.008547008547008548,0.0,0.17094017094017094,0.1452991452991453,0.0,0.05982905982905983,6
118.0,368,351,1,0,-17,21,17,7,0,0,0.00847457627118644,0.0,0.17796610169491525,0.1440677966101695,0.0,0.059322033898305086,6
119.0,371,359,1,0,-12,21,17,7,0,0,0.008403361344537815,0.0,0.17647058823529413,0.14285714285714285,0.0,0.058823529411764705,6
120.0,374,359,1,0,-15,21,17,7,0,0,0.008333333333333333,0.0,0.175,0.14166666666666666,0.0,0.058333333333333334,6
121.0,377,359,1,0,-18,22,17,7,0,0,0.008264462809917356,0.0,0.18181818181818182,0.14049586776859505,0.0,0.05785123966942149,6
122.0,380,367,1,0,-13,22,17,7,0,0,0.00819672131147541,0.0,0.18032786885245902,0.13934426229508196,0.0,0.05737704918032787,6
123.0,383,367,1,0,-16,22,17,7,0,0,0.008130081300813009,0.0,0.17886178861788618,0.13821138211382114,0.0,0.056910569105691054,6
124.0,386,367,1,0,-19,22,17,7,0,0,0.008064516129032258,0.0,0.1774193548387097,0.13709677419354838,0.0,0.056451612903225805,6
125.0,389,367,1,0,-22,22,17,7,0,0,0.008,0.0,0.176,0.136,0.0,0.056,6
126.0,392,367,1,0,-25,22,17,7,0,0,0.007936507936507936,0.0,0.1746031746031746,0.1349206349206349,0.0,0.05555555555555555,6
127.0,395,367,1,0,-28,22,18,7,0,0,0.007874015748031496,0.0,0.1732283464566929,0.14173228346456693,0.0,0.05511811023622047,6
128.0,398,370,1,0,-28,23,18,7,0,0,0.0078125,0.0,0.1796875,0.140625,0.0,0.0546875,6
129.0,401,378,1,0,-23,23,19,7,0,0,0.007751937984496124,0.0,0.17829457364341086,0.14728682170542637,0.0,0.05426356589147287,6
130.0,404,381,1,0,-23,23,19,7,0,0,0.007692307692307693,0.0,0.17692307692307693,0.14615384615384616,0.0,0.05384615384615385,6
131.0,407,381,1,0,-26,24,19,7,0,0,0.007633587786259542,0.0,0.183206106870229,0.1450381679389313,0.0,0.05343511450381679,6
132.0,410,389,1,0,-21,24,19,7,0,0,0.007575757575757576,0.0,0.18181818181818182,0.14393939393939395,0.0,0.05303030303030303,6
133.0,413,389,1,0,-24,24,19,7,0,0,0.007518796992481203,0.0,0.18045112781954886,0.14285714285714285,0.0,0.05263157894736842,6
134.0,416,389,1,0,-27,24,19,7,0,0,0.007462686567164179,0.0,0.1791044776119403,0.1417910447761194,0.0,0.05223880597014925,6
135.0,419,389,1,0,-30,24,19,7,0,0,0.007407407407407408,0.0,0.17777777777777778,0.14074074074074075,0.0,0.05185185185185185,6
136.0,422,389,1,0,-33,24,19,7,0,0,0.007352941176470588,0.0,0.17647058823529413,0.13970588235294118,0.0,0.051470588235294115,6
137.0,425,389,1,0,-36,24,19,7,0,0,0.0072992700729927005,0.0,0.17518248175182483,0.1386861313868613,0.0,0.051094890510948905,6
138.0,428,389,1,0,-39,24,19,7,0,0,0.007246376811594203,0.0,0.17391304347826086,0.13768115942028986,0.0,0.050724637681159424,6
139.0,431,389,1,0,-42,24,19,7,0,0,0.007194244604316547,0.0,0.17266187050359713,0.1366906474820144,0.0,0.050359712230215826,6
140.0,434,389,1,0,-45,24,20,7,0,0,0.007142857142857143,0.0,0.17142857142857143,0.14285714285714285,0.0,0.05,6
141.0,437,392,1,0,-45,24,20,7,0,0,0.0070921985815602835,0.0,0.1702127659574468,0.14184397163120568,0.0,0.04964539007092199,6
142.0,440,392,1,0,-48,24,21,7,0,0,0.007042253521126761,0.0,0.16901408450704225,0.14788732394366197,0.0,0.04929577464788732,6
143.0,443,395,1,0,-48,24,21,7,0,0,0.006993006993006993,0.0,0.16783216783216784,0.14685314685314685,0.0,0.04895104895104895,6
144.0,446,395,1,0,-51,24,22,7,0,0,0.006944444444444444,0.0,0.16666666666666666,0.1527777777777778,0.0,0.04861111111111111,6
145.0,449,398,1,0,-51,24,22,7,0,0,0.006896551724137931,0.0,0.16551724137931034,0.15172413793103448,0.0,0.04827586206896552,6
146.0,452,398,1,0,-54,25,22,7,0,0,0.00684931506849315,0.0,0.17123287671232876,0.1506849315068493,0.0,0.04794520547945205,6
147.0,455,406,1,0,-49,25,22,7,0,0,0.006802721088435374,0.0,0.17006802721088435,0.14965986394557823,0.0,0.047619047619047616,6
148.0,458,406,1,0,-52,25,23,7,0,0,0.006756756756756757,0.0,0.16891891891891891,0.1554054054054054,0.0,0.0472972972972973,6
149.0,461,409,1,0,-52,25,23,8,0,0,0.006711409395973154,0.0,0.16778523489932887,0.15436241610738255,0.0,0.053691275167785234,6
150.0,464,411,1,0,-53,26,23,8,0,0,0.006666666666666667,0.0,0.17333333333333334,0.15333333333333332,0.0,0.05333333333333334,6
151.0,467,419,1,0,-48,26,23,8,0,0,0.006622516556291391,0.0,0.17218543046357615,0.152317880794702,0.0,0.052980132450331126,6
152.0,470,419,1,0,-51,26,23,8,0,0,0.006578947368421052,0.0,0.17105263157894737,0.1513157894736842,0.0,0.05263157894736842,6
153.0,473,419,1,0,-54,26,23,8,0,0,0.006535947712418301,0.0,0.16993464052287582,0.1503267973856209,0.0,0.05228758169934641,6
154.0,476,419,1,0,-57,26,24,8,0,0,0.006493506493506494,0.0,0.16883116883116883,0.15584415584415584,0.0,0.05194805194805195,6
155.0,479,422,1,0,-57,26,24,8,0,0,0.0064516129032258064,0.0,0.16774193548387098,0.15483870967741936,0.0,0.05161290322580645,6
156.0,482,422,1,0,-60,26,24,8,0,0,0.00641025641025641,0.0,0.16666666666666666,0.15384615384615385,0.0,0.05128205128205128,6
157.0,485,422,1,0,-63,26,24,8,0,0,0.006369426751592357,0.0,0.16560509554140126,0.15286624203821655,0.0,0.050955414012738856,6
158.0,488,422,1,0,-66,27,24,8,0,0,0.006329113924050633,0.0,0.17088607594936708,0.1518987341772152,0.0,0.05063291139240506,6
159.0,491,430,1,0,-61,27,25,8,0,0,0.006289308176100629,0.0,0.16981132075471697,0.15723270440251572,0.0,0.050314465408805034,6
160.0,494,433,1,0,-61,27,25,8,0,0,0.00625,0.0,0.16875,0.15625,0.0,0.05,6
161.0,497,433,1,0,-64,27,25,8,0,0,0.006211180124223602,0.0,0.16770186335403728,0.15527950310559005,0.0,0.049689440993788817,6
162.0,500,433,1,0,-67,27,25,8,0,0,0.006172839506172839,0.0,0.16666666666666666,0.15432098765432098,0.0,0.04938271604938271,6
163.0,503,433,1,0,-70,27,25,8,0,0,0.006134969325153374,0.0,0.1656441717791411,0.15337423312883436,0.0,0.049079754601226995,6
164.0,506,433,1,0,-73,27,25,8,0,0,0.006097560975609756,0.0,0.16463414634146342,0.1524390243902439,0.0,0.04878048780487805,6
165.0,509,433,1,0,-76,27,25,8,0,0,0.006060606060606061,0.0,0.16363636363636364,0.15151515151515152,0.0,0.048484848484848485,6
166.0,512,433,1,0,-79,27,25,8,0,0,0.006024096385542169,0.0,0.16265060240963855,0.15060240963855423,0.0,0.04819277108433735,6
167.0,515,433,1,0,-82,27,26,8,0,0,0.005988023952095809,0.0,0.16167664670658682,0.15568862275449102,0.0,0.04790419161676647,6
168.0,518,436,1,0,-82,27,27,8,0,0,0.005952380952380952,0.0,0.16071428571428573,0.16071428571428573,0.0,0.047619047619047616,6
169.0,521,439,1,0,-82,27,27,8,0,0,0.005917159763313609,0.0,0.15976331360946747,0.15976331360946747,0.0,0.047337278106508875,6
170.0,524,439,1,0,-85,27,27,8,0,0,0.0058823529411764705,0.0,0.1588235294117647,0.1588235294117647,0.0,0.047058823529411764,6
171.0,527,439,1,0,-88,27,27,8,0,0,0.005847953216374269,0.0,0.15789473684210525,0.15789473684210525,0.0,0.04678362573099415,6
172.0,530,439,1,0,-91,27,27,8,0,0,0.005813953488372093,0.0,0.1569767441860465,0.1569767441860465,0.0,0.046511627906976744,6
173.0,533,439,1,0,-94,27,27,8,0,0,0.005780346820809248,0.0,0.15606936416184972,0.15606936416184972,0.0,0.046242774566473986,6
174.0,536,439,1,0,-97,27,27,8,0,0,0.005747126436781609,0.0,0.15517241379310345,0.15517241379310345,0.0,0.04597701149425287,6
175.0,539,439,1,0,-100,27,27,8,0,0,0.005714285714285714,0.0,0.15428571428571428,0.15428571428571428,0.0,0.045714285714285714,6
176.0,542,439,1,0,-103,27,27,8,0,0,0.005681818181818182,0.0,0.1534090909090909,0.1534090909090909,0.0,0.045454545454545456,6
177.0,545,439,1,0,-106,27,28,8,0,0,0.005649717514124294,0.0,0.15254237288135594,0.15819209039548024,0.0,0.04519774011299435,6
178.0,548,442,1,0,-106,28,28,8,0,0,0.0056179775280898875,0.0,0.15730337078651685,0.15730337078651685,0.0,0.0449438202247191,6
179.0,551,450,1,0,-101,28,28,8,0,0,0.00558659217877095,0.0,0.1564245810055866,0.1564245810055866,0.0,0.0446927374301676,6
180.0,554,450,1,0,-104,28,29,8,0,0,0.005555555555555556,0.0,0.15555555555555556,0.16111111111111112,0.0,0.044444444444444446,6
181.0,557,453,1,0,-104,28,29,8,0,0,0.0055248618784530384,0.0,0.15469613259668508,0.16022099447513813,0.0,0.04419889502762431,6
182.0,560,453,1,0,-107,28,29,8,0,0,0.005494505494505495,0.0,0.15384615384615385,0.15934065934065933,0.0,0.04395604395604396,6
183.0,563,453,1,0,-110,28,29,8,0,0,0.00546448087431694,0.0,0.15300546448087432,0.15846994535519127,0.0,0.04371584699453552,6
184.0,566,453,1,0,-113,28,29,8,0,0,0.005434782608695652,0.0,0.15217391304347827,0.15760869565217392,0.0,0.043478260869565216,6
185.0,569,453,1,0,-116,28,30,8,0,0,0.005405405405405406,0.0,0.15135135135135136,0.16216216216216217,0.0,0.043243243243243246,6
186.0,572,456,1,0,-116,28,31,8,0,0,0.005376344086021506,0.0,0.15053763440860216,0.16666666666666666,0.0,0.043010752688172046,6
187.0,575,459,1,0,-116,28,32,8,0,0,0.0053475935828877,0.0,0.1497326203208556,0.1711229946524064,0.0,0.0427807486631016,6
188.0,578,462,1,0,-116,28,32,8,0,0,0.005319148936170213,0.0,0.14893617021276595,0.1702127659574468,0.0,0.0425531914893617,6
189.0,581,462,1,0,-119,28,32,8,0,0,0.005291005291005291,0.0,0.14814814814814814,0.1693121693121693,0.0,0.042328042328042326,6
190.0,584,462,1,0,-122,28,32,8,0,0,0.005263157894736842,0.0,0.14736842105263157,0.16842105263157894,0.0,0.042105263157894736,6
191.0,587,462,1,0,-125,29,32,8,0,0,0.005235602094240838,0.0,0.1518324607329843,0.16753926701570682,0.0,0.041884816753926704,6
192.0,590,470,1,0,-120,29,32,8,0,0,0.005208333333333333,0.0,0.15104166666666666,0.16666666666666666,0.0,0.041666666666666664,6
193.0,593,470,1,0,-123,29,32,8,0,0,0.0051813471502590676,0.0,0.15025906735751296,0.16580310880829016,0.0,0.04145077720207254,6
194.0,596,470,1,0,-126,29,33,8,0,0,0.005154639175257732,0.0,0.14948453608247422,0.17010309278350516,0.0,0.041237113402061855,6
195.0,599,473,1,0,-126,29,33,8,0,0,0.005128205128205128,0.0,0.14871794871794872,0.16923076923076924,0.0,0.041025641025641026,6
196.0,602,473,1,0,-129,29,33,8,0,0,0.00510204081632653,0.0,0.14795918367346939,0.1683673469387755,0.0,0.04081632653061224,6
197.0,605,473,1,0,-132,30,33,8,0,0,0.005076142131979695,0.0,0.15228426395939088,0.16751269035532995,0.0,0.04060913705583756,6
198.0,608,481,1,0,-127,30,33,8,0,0,0.005050505050505051,0.0,0.15151515151515152,0.16666666666666666,0.0,0.04040404040404041,6
199.0,611,481,1,0,-130,30,33,8,0,0,0.005025125628140704,0.0,0.1507537688442211,0.1658291457286432,0.0,0.04020100502512563,6
200.0,614,481,1,0,-133,30,33,8,0,0,0.005,0.0,0.15,0.165,0.0,0.04,6
201.0,617,481,1,0,-136,30,34,8,0,0,0.004975124378109453,0.0,0.14925373134328357,0.1691542288557214,0.0,0.03980099502487562,6
202.0,620,484,1,0,-136,30,34,8,0,0,0.0049504950495049506,0.0,0.1485148514851485,0.16831683168316833,0.0,0.039603960396039604,6
203.0,623,484,1,0,-139,30,34,8,0,0,0.0049261083743842365,0.0,0.1477832512315271,0.16748768472906403,0.0,0.03940886699507389,6
204.0,626,484,1,0,-142,30,34,8,0,0,0.004901960784313725,0.0,0.14705882352941177,0.16666666666666666,0.0,0.0392156862745098,6
205.0,629,484,1,0,-145,30,34,8,0,0,0.004878048780487805,0.0,0.14634146341463414,0.16585365853658537,0.0,0.03902439024390244,6
