No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
25.0,115,337,0,1,222,5,3,1,0,0,0.0,0.04,0.2,0.12,0.0,0.04,5
26.0,118,345,0,1,227,5,4,1,0,0,0.0,0.038461538461538464,0.19230769230769232,0.15384615384615385,0.0,0.038461538461538464,5
27.0,121,348,0,1,227,5,4,1,0,0,0.0,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.0,0.037037037037037035,5
28.0,124,348,0,1,224,5,4,1,0,0,0.0,0.03571428571428571,0.17857142857142858,0.14285714285714285,0.0,0.03571428571428571,5
29.0,127,348,0,1,221,5,4,1,0,0,0.0,0.034482758620689655,0.1724137931034483,0.13793103448275862,0.0,0.034482758620689655,5
30.0,130,348,0,1,218,5,4,1,0,0,0.0,0.03333333333333333,0.16666666666666666,0.13333333333333333,0.0,0.03333333333333333,5
31.0,133,348,0,1,215,5,4,1,0,0,0.0,0.03225806451612903,0.16129032258064516,0.12903225806451613,0.0,0.03225806451612903,5
32.0,136,348,0,1,212,5,5,1,0,0,0.0,0.03125,0.15625,0.15625,0.0,0.03125,5
33.0,139,351,0,1,212,5,5,1,0,0,0.0,0.030303030303030304,0.15151515151515152,0.15151515151515152,0.0,0.030303030303030304,5
34.0,142,351,0,1,209,6,5,1,0,0,0.0,0.029411764705882353,0.17647058823529413,0.14705882352941177,0.0,0.029411764705882353,5
35.0,145,359,0,1,214,6,6,1,0,0,0.0,0.02857142857142857,0.17142857142857143,0.17142857142857143,0.0,0.02857142857142857,5
36.0,148,362,0,1,214,6,6,1,0,0,0.0,0.027777777777777776,0.16666666666666666,0.16666666666666666,0.0,0.027777777777777776,5
37.0,151,362,0,1,211,6,6,1,0,0,0.0,0.02702702702702703,0.16216216216216217,0.16216216216216217,0.0,0.02702702702702703,5
38.0,154,362,0,1,208,6,7,1,0,0,0.0,0.02631578947368421,0.15789473684210525,0.18421052631578946,0.0,0.02631578947368421,5
39.0,157,365,0,1,208,6,7,1,0,0,0.0,0.02564102564102564,0.15384615384615385,0.1794871794871795,0.0,0.02564102564102564,5
40.0,160,365,0,1,205,6,7,1,0,0,0.0,0.025,0.15,0.175,0.0,0.025,5
41.0,163,365,0,1,202,7,7,1,0,0,0.0,0.024390243902439025,0.17073170731707318,0.17073170731707318,0.0,0.024390243902439025,5
42.0,166,373,0,1,207,7,7,1,0,0,0.0,0.023809523809523808,0.16666666666666666,0.16666666666666666,0.0,0.023809523809523808,5
43.0,169,373,0,1,204,7,7,1,0,0,0.0,0.023255813953488372,0.16279069767441862,0.16279069767441862,0.0,0.023255813953488372,5
44.0,172,373,0,1,201,7,7,2,0,0,0.0,0.022727272727272728,0.1590909090909091,0.1590909090909091,0.0,0.045454545454545456,5
45.0,175,375,0,1,200,7,7,2,0,0,0.0,0.022222222222222223,0.15555555555555556,0.15555555555555556,0.0,0.044444444444444446,5
46.0,178,375,0,1,197,7,7,2,0,0,0.0,0.021739130434782608,0.15217391304347827,0.15217391304347827,0.0,0.043478260869565216,5
47.0,181,375,0,1,194,7,7,2,0,0,0.0,0.02127659574468085,0.14893617021276595,0.14893617021276595,0.0,0.0425531914893617,5
48.0,184,375,0,1,191,7,8,2,0,0,0.0,0.020833333333333332,0.14583333333333334,0.16666666666666666,0.0,0.041666666666666664,5
49.0,187,378,0,1,191,7,8,2,0,0,0.0,0.02040816326530612,0.14285714285714285,0.16326530612244897,0.0,0.04081632653061224,5
50.0,190,378,0,1,188,7,8,2,0,0,0.0,0.02,0.14,0.16,0.0,0.04,5
51.0,193,378,0,1,185,7,8,2,0,0,0.0,0.0196078431372549,0.13725490196078433,0.1568627450980392,0.0,0.0392156862745098,5
52.0,196,378,0,1,182,7,8,2,0,0,0.0,0.019230769230769232,0.1346153846153846,0.15384615384615385,0.0,0.038461538461538464,5
53.0,199,378,0,1,179,7,8,2,0,0,0.0,0.018867924528301886,0.1320754716981132,0.1509433962264151,0.0,0.03773584905660377,5
54.0,202,378,0,1,176,7,8,2,0,0,0.0,0.018518518518518517,0.12962962962962962,0.14814814814814814,0.0,0.037037037037037035,5
55.0,205,378,0,1,173,7,8,2,0,0,0.0,0.01818181818181818,0.12727272727272726,0.14545454545454545,0.0,0.03636363636363636,5
56.0,208,378,0,1,170,7,8,2,0,0,0.0,0.017857142857142856,0.125,0.14285714285714285,0.0,0.03571428571428571,5
57.0,211,378,0,1,167,7,8,2,0,0,0.0,0.017543859649122806,0.12280701754385964,0.14035087719298245,0.0,0.03508771929824561,5
58.0,214,378,0,1,164,7,8,2,0,0,0.0,0.017241379310344827,0.1206896551724138,0.13793103448275862,0.0,0.034482758620689655,5
59.0,217,378,0,1,161,7,9,2,0,0,0.0,0.01694915254237288,0.11864406779661017,0.15254237288135594,0.0,0.03389830508474576,5
60.0,220,381,0,1,161,7,9,3,0,0,0.0,0.016666666666666666,0.11666666666666667,0.15,0.0,0.05,5
61.0,223,383,0,1,160,7,9,3,0,0,0.0,0.01639344262295082,0.11475409836065574,0.14754098360655737,0.0,0.04918032786885246,5
62.0,226,383,0,1,157,7,9,3,0,0,0.0,0.016129032258064516,0.11290322580645161,0.14516129032258066,0.0,0.04838709677419355,5
63.0,229,383,0,1,154,7,9,3,0,0,0.0,0.015873015873015872,0.1111111111111111,0.14285714285714285,0.0,0.047619047619047616,5
64.0,232,383,0,1,151,7,9,3,0,0,0.0,0.015625,0.109375,0.140625,0.0,0.046875,5
65.0,235,383,0,1,148,7,9,3,0,0,0.0,0.015384615384615385,0.1076923076923077,0.13846153846153847,0.0,0.046153846153846156,5
66.0,238,383,0,1,145,7,9,3,0,0,0.0,0.015151515151515152,0.10606060606060606,0.13636363636363635,0.0,0.045454545454545456,5
67.0,241,383,0,1,142,7,9,3,0,0,0.0,0.014925373134328358,0.1044776119402985,0.13432835820895522,0.0,0.04477611940298507,5
68.0,244,383,0,1,139,7,9,3,0,0,0.0,0.014705882352941176,0.10294117647058823,0.1323529411764706,0.0,0.04411764705882353,5
69.0,247,383,0,1,136,7,9,3,0,0,0.0,0.014492753623188406,0.10144927536231885,0.13043478260869565,0.0,0.043478260869565216,5
70.0,250,383,0,1,133,7,9,3,0,0,0.0,0.014285714285714285,0.1,0.12857142857142856,0.0,0.04285714285714286,5
71.0,253,383,0,1,130,7,9,3,0,0,0.0,0.014084507042253521,0.09859154929577464,0.1267605633802817,0.0,0.04225352112676056,5
72.0,256,383,0,1,127,7,10,3,0,0,0.0,0.013888888888888888,0.09722222222222222,0.1388888888888889,0.0,0.041666666666666664,5
73.0,259,386,0,1,127,7,10,3,0,0,0.0,0.0136986301369863,0.0958904109589041,0.136986301369863,0.0,0.0410958904109589,5
74.0,262,386,0,1,124,7,10,3,0,0,0.0,0.013513513513513514,0.0945945945945946,0.13513513513513514,0.0,0.04054054054054054,5
75.0,265,386,0,1,121,8,10,3,0,0,0.0,0.013333333333333334,0.10666666666666667,0.13333333333333333,0.0,0.04,5
76.0,268,394,0,1,126,9,10,3,0,0,0.0,0.013157894736842105,0.11842105263157894,0.13157894736842105,0.0,0.039473684210526314,5
77.0,271,402,0,1,131,9,11,3,0,0,0.0,0.012987012987012988,0.11688311688311688,0.14285714285714285,0.0,0.03896103896103896,5
78.0,274,405,0,1,131,9,11,3,0,0,0.0,0.01282051282051282,0.11538461538461539,0.14102564102564102,0.0,0.038461538461538464,5
79.0,277,405,0,1,128,9,11,3,0,0,0.0,0.012658227848101266,0.11392405063291139,0.13924050632911392,0.0,0.0379746835443038,5
80.0,280,405,0,1,125,9,11,3,0,0,0.0,0.0125,0.1125,0.1375,0.0,0.0375,5
81.0,283,405,0,1,122,9,11,3,0,0,0.0,0.012345679012345678,0.1111111111111111,0.13580246913580246,0.0,0.037037037037037035,5
82.0,286,405,0,1,119,10,11,3,0,0,0.0,0.012195121951219513,0.12195121951219512,0.13414634146341464,0.0,0.036585365853658534,5
83.0,289,413,0,1,124,10,11,3,0,0,0.0,0.012048192771084338,0.12048192771084337,0.13253012048192772,0.0,0.03614457831325301,5
84.0,292,413,0,1,121,11,11,3,0,0,0.0,0.011904761904761904,0.13095238095238096,0.13095238095238096,0.0,0.03571428571428571,5
85.0,295,421,0,1,126,11,11,3,0,0,0.0,0.011764705882352941,0.12941176470588237,0.12941176470588237,0.0,0.03529411764705882,5
86.0,298,421,0,1,123,11,11,3,0,0,0.0,0.011627906976744186,0.12790697674418605,0.12790697674418605,0.0,0.03488372093023256,5
87.0,301,421,0,1,120,11,12,3,0,0,0.0,0.011494252873563218,0.12643678160919541,0.13793103448275862,0.0,0.034482758620689655,5
88.0,304,424,0,1,120,11,12,3,0,0,0.0,0.011363636363636364,0.125,0.13636363636363635,0.0,0.03409090909090909,5
89.0,307,424,0,1,117,12,12,3,0,0,0.0,0.011235955056179775,0.1348314606741573,0.1348314606741573,0.0,0.033707865168539325,5
90.0,310,432,0,1,122,12,12,3,0,0,0.0,0.011111111111111112,0.13333333333333333,0.13333333333333333,0.0,0.03333333333333333,5
91.0,313,432,0,1,119,13,12,3,0,0,0.0,0.01098901098901099,0.14285714285714285,0.13186813186813187,0.0,0.03296703296703297,5
92.0,316,440,0,1,124,13,12,3,0,0,0.0,0.010869565217391304,0.14130434782608695,0.13043478260869565,0.0,0.03260869565217391,5
93.0,319,440,0,1,121,13,12,3,0,0,0.0,0.010752688172043012,0.13978494623655913,0.12903225806451613,0.0,0.03225806451612903,5
94.0,322,440,0,1,118,14,12,3,0,0,0.0,0.010638297872340425,0.14893617021276595,0.1276595744680851,0.0,0.031914893617021274,5
95.0,325,448,0,1,123,14,12,3,0,0,0.0,0.010526315789473684,0.14736842105263157,0.12631578947368421,0.0,0.031578947368421054,5
96.0,328,448,0,1,120,15,12,3,0,0,0.0,0.010416666666666666,0.15625,0.125,0.0,0.03125,5
97.0,331,456,0,1,125,15,12,3,0,0,0.0,0.010309278350515464,0.15463917525773196,0.12371134020618557,0.0,0.030927835051546393,5
98.0,334,456,0,1,122,16,12,3,0,0,0.0,0.01020408163265306,0.16326530612244897,0.12244897959183673,0.0,0.030612244897959183,5
99.0,337,464,0,1,127,17,12,3,0,0,0.0,0.010101010101010102,0.1717171717171717,0.12121212121212122,0.0,0.030303030303030304,5
100.0,340,472,0,1,132,17,12,3,0,0,0.0,0.01,0.17,0.12,0.0,0.03,5
101.0,343,472,0,1,129,17,12,3,0,0,0.0,0.009900990099009901,0.16831683168316833,0.1188118811881188,0.0,0.0297029702970297,5
102.0,346,472,0,1,126,17,12,3,0,0,0.0,0.00980392156862745,0.16666666666666666,0.11764705882352941,0.0,0.029411764705882353,5
103.0,349,472,0,1,123,17,12,3,0,0,0.0,0.009708737864077669,0.1650485436893204,0.11650485436893204,0.0,0.02912621359223301,5
104.0,352,472,0,1,120,17,12,3,0,0,0.0,0.009615384615384616,0.16346153846153846,0.11538461538461539,0.0,0.028846153846153848,5
105.0,355,472,0,1,117,17,12,3,0,0,0.0,0.009523809523809525,0.1619047619047619,0.11428571428571428,0.0,0.02857142857142857,5
106.0,358,472,0,1,114,17,12,3,0,0,0.0,0.009433962264150943,0.16037735849056603,0.11320754716981132,0.0,0.02830188679245283,5
107.0,361,472,0,1,111,18,12,3,0,0,0.0,0.009345794392523364,0.16822429906542055,0.11214953271028037,0.0,0.028037383177570093,5
108.0,364,480,0,1,116,18,12,3,0,0,0.0,0.009259259259259259,0.16666666666666666,0.1111111111111111,0.0,0.027777777777777776,5
109.0,367,480,0,1,113,18,13,3,0,0,0.0,0.009174311926605505,0.1651376146788991,0.11926605504587157,0.0,0.027522935779816515,5
110.0,370,483,0,1,113,18,13,3,0,0,0.0,0.00909090909090909,0.16363636363636364,0.11818181818181818,0.0,0.02727272727272727,5
111.0,373,483,0,1,110,18,14,3,0,0,0.0,0.009009009009009009,0.16216216216216217,0.12612612612612611,0.0,0.02702702702702703,5
112.0,376,486,0,1,110,18,14,3,0,0,0.0,0.008928571428571428,0.16071428571428573,0.125,0.0,0.026785714285714284,5
113.0,379,486,0,1,107,18,14,3,0,0,0.0,0.008849557522123894,0.1592920353982301,0.12389380530973451,0.0,0.02654867256637168,5
114.0,382,486,0,1,104,18,14,3,0,0,0.0,0.008771929824561403,0.15789473684210525,0.12280701754385964,0.0,0.02631578947368421,5
115.0,385,486,0,1,101,18,14,3,0,0,0.0,0.008695652173913044,0.1565217391304348,0.12173913043478261,0.0,0.02608695652173913,5
116.0,388,486,0,1,98,18,14,3,0,0,0.0,0.008620689655172414,0.15517241379310345,0.1206896551724138,0.0,0.02586206896551724,5
117.0,391,486,0,1,95,18,14,3,0,0,0.0,0.008547008547008548,0.15384615384615385,0.11965811965811966,0.0,0.02564102564102564,5
118.0,394,486,0,1,92,18,14,3,0,0,0.0,0.00847457627118644,0.15254237288135594,0.11864406779661017,0.0,0.025423728813559324,5
119.0,397,486,0,1,89,19,14,3,0,0,0.0,0.008403361344537815,0.15966386554621848,0.11764705882352941,0.0,0.025210084033613446,5
120.0,400,494,0,1,94,20,14,3,0,0,0.0,0.008333333333333333,0.16666666666666666,0.11666666666666667,0.0,0.025,5
121.0,403,502,0,1,99,20,14,3,0,0,0.0,0.008264462809917356,0.1652892561983471,0.11570247933884298,0.0,0.024793388429752067,5
122.0,406,502,0,1,96,20,14,3,0,0,0.0,0.00819672131147541,0.16393442622950818,0.11475409836065574,0.0,0.02459016393442623,5
123.0,409,502,0,1,93,20,14,3,0,0,0.0,0.008130081300813009,0.16260162601626016,0.11382113821138211,0.0,0.024390243902439025,5
124.0,412,502,0,1,90,20,14,3,0,0,0.0,0.008064516129032258,0.16129032258064516,0.11290322580645161,0.0,0.024193548387096774,5
125.0,415,502,0,1,87,20,14,3,0,0,0.0,0.008,0.16,0.112,0.0,0.024,5
126.0,418,502,0,1,84,20,14,3,0,0,0.0,0.007936507936507936,0.15873015873015872,0.1111111111111111,0.0,0.023809523809523808,5
127.0,421,502,0,1,81,20,14,3,0,0,0.0,0.007874015748031496,0.15748031496062992,0.11023622047244094,0.0,0.023622047244094488,5
128.0,424,502,0,1,78,20,14,3,0,0,0.0,0.0078125,0.15625,0.109375,0.0,0.0234375,5
129.0,427,502,0,1,75,20,14,3,0,0,0.0,0.007751937984496124,0.15503875968992248,0.10852713178294573,0.0,0.023255813953488372,5
130.0,430,502,0,1,72,20,14,3,0,0,0.0,0.007692307692307693,0.15384615384615385,0.1076923076923077,0.0,0.023076923076923078,5
131.0,433,502,0,1,69,20,14,3,0,0,0.0,0.007633587786259542,0.15267175572519084,0.10687022900763359,0.0,0.022900763358778626,5
132.0,436,502,0,1,66,20,14,3,0,0,0.0,0.007575757575757576,0.15151515151515152,0.10606060606060606,0.0,0.022727272727272728,5
133.0,439,502,0,1,63,21,14,3,0,0,0.0,0.007518796992481203,0.15789473684210525,0.10526315789473684,0.0,0.022556390977443608,5
134.0,442,510,0,1,68,21,14,3,0,0,0.0,0.007462686567164179,0.15671641791044777,0.1044776119402985,0.0,0.022388059701492536,5
135.0,445,510,0,1,65,21,14,3,0,0,0.0,0.007407407407407408,0.15555555555555556,0.1037037037037037,0.0,0.022222222222222223,5
136.0,448,510,0,1,62,21,14,3,0,0,0.0,0.007352941176470588,0.15441176470588236,0.10294117647058823,0.0,0.022058823529411766,5
137.0,451,510,0,1,59,21,14,3,0,0,0.0,0.0072992700729927005,0.15328467153284672,0.10218978102189781,0.0,0.021897810218978103,5
138.0,454,510,0,1,56,21,14,3,0,0,0.0,0.007246376811594203,0.15217391304347827,0.10144927536231885,0.0,0.021739130434782608,5
139.0,457,510,0,1,53,21,15,3,0,0,0.0,0.007194244604316547,0.1510791366906475,0.1079136690647482,0.0,0.02158273381294964,5
140.0,460,513,0,1,53,21,16,3,0,0,0.0,0.007142857142857143,0.15,0.11428571428571428,0.0,0.02142857142857143,5
141.0,463,516,0,1,53,22,16,3,0,0,0.0,0.0070921985815602835,0.15602836879432624,0.11347517730496454,0.0,0.02127659574468085,5
142.0,466,524,0,1,58,22,16,3,0,0,0.0,0.007042253521126761,0.15492957746478872,0.11267605633802817,0.0,0.02112676056338028,5
143.0,469,524,0,1,55,23,16,3,0,0,0.0,0.006993006993006993,0.16083916083916083,0.11188811188811189,0.0,0.02097902097902098,5
144.0,472,532,0,1,60,23,16,3,0,0,0.0,0.006944444444444444,0.1597222222222222,0.1111111111111111,0.0,0.020833333333333332,5
145.0,475,532,0,1,57,23,16,3,0,0,0.0,0.006896551724137931,0.15862068965517243,0.1103448275862069,0.0,0.020689655172413793,5
146.0,478,532,0,1,54,23,16,3,0,0,0.0,0.00684931506849315,0.15753424657534246,0.1095890410958904,0.0,0.02054794520547945,5
147.0,481,532,0,1,51,24,16,3,0,0,0.0,0.006802721088435374,0.16326530612244897,0.10884353741496598,0.0,0.02040816326530612,5
148.0,484,540,0,1,56,24,16,3,0,0,0.0,0.006756756756756757,0.16216216216216217,0.10810810810810811,0.0,0.02027027027027027,5
149.0,485,540,1,1,55,24,16,3,0,0,0.006711409395973154,0.006711409395973154,0.1610738255033557,0.10738255033557047,0.0,0.020134228187919462,5
150.0,504,652,1,1,148,24,16,3,0,0,0.006666666666666667,0.006666666666666667,0.16,0.10666666666666667,0.0,0.02,5
151.0,507,652,1,1,145,25,16,3,0,0,0.006622516556291391,0.006622516556291391,0.16556291390728478,0.10596026490066225,0.0,0.019867549668874173,5
152.0,510,660,1,1,150,25,16,3,0,0,0.006578947368421052,0.006578947368421052,0.16447368421052633,0.10526315789473684,0.0,0.019736842105263157,5
153.0,513,660,1,1,147,25,16,3,0,0,0.006535947712418301,0.006535947712418301,0.16339869281045752,0.10457516339869281,0.0,0.0196078431372549,5
154.0,516,660,1,1,144,25,16,3,0,0,0.006493506493506494,0.006493506493506494,0.16233766233766234,0.1038961038961039,0.0,0.01948051948051948,5
155.0,519,660,1,1,141,25,16,3,0,0,0.0064516129032258064,0.0064516129032258064,0.16129032258064516,0.1032258064516129,0.0,0.01935483870967742,5
156.0,522,660,1,1,138,25,16,3,0,0,0.00641025641025641,0.00641025641025641,0.16025641025641027,0.10256410256410256,0.0,0.019230769230769232,5
157.0,525,660,1,1,135,26,16,3,0,0,0.006369426751592357,0.006369426751592357,0.16560509554140126,0.10191082802547771,0.0,0.01910828025477707,5
158.0,528,668,1,1,140,26,16,3,0,0,0.006329113924050633,0.006329113924050633,0.16455696202531644,0.10126582278481013,0.0,0.0189873417721519,5
159.0,531,668,1,1,137,26,17,3,0,0,0.006289308176100629,0.006289308176100629,0.16352201257861634,0.1069182389937107,0.0,0.018867924528301886,5
160.0,534,671,1,1,137,26,17,3,0,0,0.00625,0.00625,0.1625,0.10625,0.0,0.01875,5
161.0,537,671,1,1,134,26,17,3,0,0,0.006211180124223602,0.006211180124223602,0.16149068322981366,0.10559006211180125,0.0,0.018633540372670808,5
162.0,540,671,1,1,131,27,17,3,0,0,0.006172839506172839,0.006172839506172839,0.16666666666666666,0.10493827160493827,0.0,0.018518518518518517,5
163.0,543,679,1,1,136,27,17,3,0,0,0.006134969325153374,0.006134969325153374,0.1656441717791411,0.10429447852760736,0.0,0.018404907975460124,5
164.0,546,679,1,1,133,27,17,3,0,0,0.006097560975609756,0.006097560975609756,0.16463414634146342,0.10365853658536585,0.0,0.018292682926829267,5
165.0,549,679,1,1,130,27,17,3,0,0,0.006060606060606061,0.006060606060606061,0.16363636363636364,0.10303030303030303,0.0,0.01818181818181818,5
166.0,552,679,1,1,127,27,17,3,0,0,0.006024096385542169,0.006024096385542169,0.16265060240963855,0.10240963855421686,0.0,0.018072289156626505,5
167.0,555,679,1,1,124,27,17,3,0,0,0.005988023952095809,0.005988023952095809,0.16167664670658682,0.10179640718562874,0.0,0.017964071856287425,5
168.0,558,679,1,1,121,28,17,3,0,0,0.005952380952380952,0.005952380952380952,0.16666666666666666,0.10119047619047619,0.0,0.017857142857142856,5
169.0,561,687,1,1,126,28,17,3,0,0,0.005917159763313609,0.005917159763313609,0.16568047337278108,0.10059171597633136,0.0,0.01775147928994083,5
170.0,564,687,1,1,123,28,17,3,0,0,0.0058823529411764705,0.0058823529411764705,0.16470588235294117,0.1,0.0,0.01764705882352941,5
171.0,567,687,1,1,120,28,17,3,0,0,0.005847953216374269,0.005847953216374269,0.16374269005847952,0.09941520467836257,0.0,0.017543859649122806,5
172.0,570,687,1,1,117,28,17,3,0,0,0.005813953488372093,0.005813953488372093,0.16279069767441862,0.09883720930232558,0.0,0.01744186046511628,5
173.0,573,687,1,1,114,28,17,3,0,0,0.005780346820809248,0.005780346820809248,0.16184971098265896,0.09826589595375723,0.0,0.017341040462427744,5
174.0,576,687,1,1,111,28,17,3,0,0,0.005747126436781609,0.005747126436781609,0.16091954022988506,0.09770114942528736,0.0,0.017241379310344827,5
175.0,579,687,1,1,108,28,17,3,0,0,0.005714285714285714,0.005714285714285714,0.16,0.09714285714285714,0.0,0.017142857142857144,5
176.0,582,687,1,1,105,28,17,3,0,0,0.005681818181818182,0.005681818181818182,0.1590909090909091,0.09659090909090909,0.0,0.017045454545454544,5
177.0,585,687,1,1,102,28,17,3,0,0,0.005649717514124294,0.005649717514124294,0.15819209039548024,0.096045197740113,0.0,0.01694915254237288,5
178.0,588,687,1,1,99,29,17,3,0,0,0.0056179775280898875,0.0056179775280898875,0.16292134831460675,0.09550561797752809,0.0,0.016853932584269662,5
179.0,591,695,1,1,104,29,17,3,0,0,0.00558659217877095,0.00558659217877095,0.16201117318435754,0.09497206703910614,0.0,0.01675977653631285,5
180.0,594,695,1,1,101,29,18,3,0,0,0.005555555555555556,0.005555555555555556,0.16111111111111112,0.1,0.0,0.016666666666666666,5
181.0,597,698,1,1,101,29,18,3,0,0,0.0055248618784530384,0.0055248618784530384,0.16022099447513813,0.09944751381215469,0.0,0.016574585635359115,5
182.0,600,698,1,1,98,29,18,3,0,0,0.005494505494505495,0.005494505494505495,0.15934065934065933,0.0989010989010989,0.0,0.016483516483516484,5
183.0,603,698,1,1,95,30,18,3,0,0,0.00546448087431694,0.00546448087431694,0.16393442622950818,0.09836065573770492,0.0,0.01639344262295082,5
184.0,606,706,1,1,100,31,18,3,0,0,0.005434782608695652,0.005434782608695652,0.16847826086956522,0.09782608695652174,0.0,0.016304347826086956,5
185.0,609,714,1,1,105,31,18,3,0,0,0.005405405405405406,0.005405405405405406,0.16756756756756758,0.0972972972972973,0.0,0.016216216216216217,5
186.0,612,714,1,1,102,31,19,3,0,0,0.005376344086021506,0.005376344086021506,0.16666666666666666,0.10215053763440861,0.0,0.016129032258064516,5
187.0,615,717,1,1,102,31,20,3,0,0,0.0053475935828877,0.0053475935828877,0.1657754010695187,0.10695187165775401,0.0,0.016042780748663103,5
188.0,618,720,1,1,102,31,20,3,0,0,0.005319148936170213,0.005319148936170213,0.16489361702127658,0.10638297872340426,0.0,0.015957446808510637,5
189.0,621,720,1,1,99,32,20,3,0,0,0.005291005291005291,0.005291005291005291,0.1693121693121693,0.10582010582010581,0.0,0.015873015873015872,5
190.0,624,728,1,1,104,32,21,3,0,0,0.005263157894736842,0.005263157894736842,0.16842105263157894,0.11052631578947368,0.0,0.015789473684210527,5
191.0,627,731,1,1,104,32,21,3,0,0,0.005235602094240838,0.005235602094240838,0.16753926701570682,0.1099476439790576,0.0,0.015706806282722512,5
192.0,630,731,1,1,101,33,21,3,0,0,0.005208333333333333,0.005208333333333333,0.171875,0.109375,0.0,0.015625,5
193.0,633,739,1,1,106,33,21,3,0,0,0.0051813471502590676,0.0051813471502590676,0.17098445595854922,0.10880829015544041,0.0,0.015544041450777202,5
194.0,636,739,1,1,103,34,21,3,0,0,0.005154639175257732,0.005154639175257732,0.17525773195876287,0.10824742268041238,0.0,0.015463917525773196,5
195.0,639,747,1,1,108,34,21,3,0,0,0.005128205128205128,0.005128205128205128,0.17435897435897435,0.1076923076923077,0.0,0.015384615384615385,5
196.0,642,747,1,1,105,34,21,3,0,0,0.00510204081632653,0.00510204081632653,0.17346938775510204,0.10714285714285714,0.0,0.015306122448979591,5
197.0,645,747,1,1,102,34,21,3,0,0,0.005076142131979695,0.005076142131979695,0.17258883248730963,0.1065989847715736,0.0,0.015228426395939087,5
198.0,648,747,1,1,99,35,21,3,0,0,0.005050505050505051,0.005050505050505051,0.17676767676767677,0.10606060606060606,0.0,0.015151515151515152,5
