No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
17.0,51,11,0,0,-40,1,1,0,0,0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,3
18.0,54,11,0,0,-43,1,1,0,0,0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,3
19.0,57,11,0,0,-46,1,1,0,0,0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,3
20.0,60,11,0,0,-49,2,1,0,0,0,0.0,0.0,0.1,0.05,0.0,0.0,3
21.0,63,19,0,0,-44,2,1,0,0,0,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,3
22.0,66,19,0,0,-47,2,2,0,0,0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,3
23.0,69,22,0,0,-47,2,2,0,0,0,0.0,0.0,0.08695652173913043,0.08695652173913043,0.0,0.0,3
24.0,72,22,0,0,-50,3,2,0,0,0,0.0,0.0,0.125,0.08333333333333333,0.0,0.0,3
25.0,75,30,0,0,-45,3,2,0,0,0,0.0,0.0,0.12,0.08,0.0,0.0,3
26.0,78,30,0,0,-48,4,2,0,0,0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,3
27.0,81,38,0,0,-43,4,2,0,0,0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.0,0.0,3
28.0,84,38,0,0,-46,4,2,0,0,0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.0,0.0,3
29.0,87,38,0,0,-49,4,2,0,0,0,0.0,0.0,0.13793103448275862,0.06896551724137931,0.0,0.0,3
30.0,90,38,0,0,-52,4,2,0,0,0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.0,3
31.0,93,38,0,0,-55,4,3,0,0,0,0.0,0.0,0.12903225806451613,0.0967741935483871,0.0,0.0,3
32.0,96,41,0,0,-55,4,4,0,0,0,0.0,0.0,0.125,0.125,0.0,0.0,3
33.0,99,44,0,0,-55,4,4,0,0,0,0.0,0.0,0.12121212121212122,0.12121212121212122,0.0,0.0,3
34.0,102,44,0,0,-58,4,5,0,0,0,0.0,0.0,0.11764705882352941,0.14705882352941177,0.0,0.0,3
35.0,105,47,0,0,-58,4,5,0,0,0,0.0,0.0,0.11428571428571428,0.14285714285714285,0.0,0.0,3
36.0,108,47,0,0,-61,4,5,0,0,0,0.0,0.0,0.1111111111111111,0.1388888888888889,0.0,0.0,3
37.0,111,47,0,0,-64,4,5,0,0,0,0.0,0.0,0.10810810810810811,0.13513513513513514,0.0,0.0,3
38.0,114,47,0,0,-67,4,5,0,0,0,0.0,0.0,0.10526315789473684,0.13157894736842105,0.0,0.0,3
39.0,117,47,0,0,-70,4,5,0,0,0,0.0,0.0,0.10256410256410256,0.1282051282051282,0.0,0.0,3
40.0,120,47,0,0,-73,4,5,0,0,0,0.0,0.0,0.1,0.125,0.0,0.0,3
41.0,123,47,0,0,-76,5,5,0,0,0,0.0,0.0,0.12195121951219512,0.12195121951219512,0.0,0.0,3
42.0,126,55,0,0,-71,5,5,0,0,0,0.0,0.0,0.11904761904761904,0.11904761904761904,0.0,0.0,3
43.0,129,55,0,0,-74,5,6,0,0,0,0.0,0.0,0.11627906976744186,0.13953488372093023,0.0,0.0,3
44.0,132,58,0,0,-74,5,6,0,0,0,0.0,0.0,0.11363636363636363,0.13636363636363635,0.0,0.0,3
45.0,135,58,0,0,-77,5,6,0,0,0,0.0,0.0,0.1111111111111111,0.13333333333333333,0.0,0.0,3
46.0,138,58,0,0,-80,5,6,0,0,0,0.0,0.0,0.10869565217391304,0.13043478260869565,0.0,0.0,3
47.0,141,58,0,0,-83,5,6,0,0,0,0.0,0.0,0.10638297872340426,0.1276595744680851,0.0,0.0,3
48.0,144,58,0,0,-86,5,6,1,0,0,0.0,0.0,0.10416666666666667,0.125,0.0,0.020833333333333332,3
49.0,147,60,0,0,-87,5,6,1,0,0,0.0,0.0,0.10204081632653061,0.12244897959183673,0.0,0.02040816326530612,3
50.0,150,60,0,0,-90,5,6,1,0,0,0.0,0.0,0.1,0.12,0.0,0.02,3
51.0,153,60,0,0,-93,5,6,1,0,0,0.0,0.0,0.09803921568627451,0.11764705882352941,0.0,0.0196078431372549,3
52.0,156,60,0,0,-96,5,6,1,0,0,0.0,0.0,0.09615384615384616,0.11538461538461539,0.0,0.019230769230769232,3
53.0,159,60,0,0,-99,5,6,1,0,0,0.0,0.0,0.09433962264150944,0.11320754716981132,0.0,0.018867924528301886,3
54.0,162,60,0,0,-102,5,6,1,0,0,0.0,0.0,0.09259259259259259,0.1111111111111111,0.0,0.018518518518518517,3
55.0,165,60,0,0,-105,5,7,1,0,0,0.0,0.0,0.09090909090909091,0.12727272727272726,0.0,0.01818181818181818,3
56.0,168,63,0,0,-105,6,7,1,0,0,0.0,0.0,0.10714285714285714,0.125,0.0,0.017857142857142856,3
57.0,171,71,0,0,-100,6,8,1,0,0,0.0,0.0,0.10526315789473684,0.14035087719298245,0.0,0.017543859649122806,3
58.0,174,74,0,0,-100,6,8,1,0,0,0.0,0.0,0.10344827586206896,0.13793103448275862,0.0,0.017241379310344827,3
59.0,177,74,0,0,-103,6,9,1,0,0,0.0,0.0,0.1016949152542373,0.15254237288135594,0.0,0.01694915254237288,3
60.0,180,77,0,0,-103,6,10,1,0,0,0.0,0.0,0.1,0.16666666666666666,0.0,0.016666666666666666,3
61.0,183,80,0,0,-103,6,11,1,0,0,0.0,0.0,0.09836065573770492,0.18032786885245902,0.0,0.01639344262295082,3
62.0,186,83,0,0,-103,6,12,1,0,0,0.0,0.0,0.0967741935483871,0.1935483870967742,0.0,0.016129032258064516,3
63.0,189,86,0,0,-103,6,12,1,0,0,0.0,0.0,0.09523809523809523,0.19047619047619047,0.0,0.015873015873015872,3
64.0,192,86,0,0,-106,6,12,1,0,0,0.0,0.0,0.09375,0.1875,0.0,0.015625,3
65.0,195,86,0,0,-109,6,12,1,0,0,0.0,0.0,0.09230769230769231,0.18461538461538463,0.0,0.015384615384615385,3
66.0,198,86,0,0,-112,6,12,1,0,0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.015151515151515152,3
67.0,201,86,0,0,-115,6,12,1,0,0,0.0,0.0,0.08955223880597014,0.1791044776119403,0.0,0.014925373134328358,3
68.0,204,86,0,0,-118,6,12,1,0,0,0.0,0.0,0.08823529411764706,0.17647058823529413,0.0,0.014705882352941176,3
69.0,207,86,0,0,-121,7,12,1,0,0,0.0,0.0,0.10144927536231885,0.17391304347826086,0.0,0.014492753623188406,3
70.0,210,94,0,0,-116,7,12,1,0,0,0.0,0.0,0.1,0.17142857142857143,0.0,0.014285714285714285,3
71.0,213,94,0,0,-119,7,12,1,0,0,0.0,0.0,0.09859154929577464,0.16901408450704225,0.0,0.014084507042253521,3
72.0,216,94,0,0,-122,7,12,1,0,0,0.0,0.0,0.09722222222222222,0.16666666666666666,0.0,0.013888888888888888,3
73.0,219,94,0,0,-125,7,13,1,0,0,0.0,0.0,0.0958904109589041,0.1780821917808219,0.0,0.0136986301369863,3
74.0,222,97,0,0,-125,7,13,1,0,0,0.0,0.0,0.0945945945945946,0.17567567567567569,0.0,0.013513513513513514,3
75.0,225,97,0,0,-128,7,13,1,0,0,0.0,0.0,0.09333333333333334,0.17333333333333334,0.0,0.013333333333333334,3
76.0,228,97,0,0,-131,7,14,1,0,0,0.0,0.0,0.09210526315789473,0.18421052631578946,0.0,0.013157894736842105,3
77.0,231,100,0,0,-131,7,14,1,0,0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.012987012987012988,3
78.0,234,100,0,0,-134,8,14,1,0,0,0.0,0.0,0.10256410256410256,0.1794871794871795,0.0,0.01282051282051282,3
79.0,237,108,0,0,-129,8,14,1,0,0,0.0,0.0,0.10126582278481013,0.17721518987341772,0.0,0.012658227848101266,3
80.0,240,108,0,0,-132,8,14,1,0,0,0.0,0.0,0.1,0.175,0.0,0.0125,3
81.0,243,108,0,0,-135,8,14,1,0,0,0.0,0.0,0.09876543209876543,0.1728395061728395,0.0,0.012345679012345678,3
82.0,246,108,0,0,-138,8,14,1,0,0,0.0,0.0,0.0975609756097561,0.17073170731707318,0.0,0.012195121951219513,3
83.0,249,108,0,0,-141,8,14,1,0,0,0.0,0.0,0.0963855421686747,0.1686746987951807,0.0,0.012048192771084338,3
84.0,252,108,0,0,-144,8,14,1,0,0,0.0,0.0,0.09523809523809523,0.16666666666666666,0.0,0.011904761904761904,3
85.0,255,108,0,0,-147,8,14,1,0,0,0.0,0.0,0.09411764705882353,0.16470588235294117,0.0,0.011764705882352941,3
86.0,258,108,0,0,-150,8,15,1,0,0,0.0,0.0,0.09302325581395349,0.1744186046511628,0.0,0.011627906976744186,3
87.0,261,111,0,0,-150,8,16,1,0,0,0.0,0.0,0.09195402298850575,0.1839080459770115,0.0,0.011494252873563218,3
88.0,264,114,0,0,-150,9,16,1,0,0,0.0,0.0,0.10227272727272728,0.18181818181818182,0.0,0.011363636363636364,3
89.0,267,122,0,0,-145,9,16,1,0,0,0.0,0.0,0.10112359550561797,0.1797752808988764,0.0,0.011235955056179775,3
90.0,270,122,0,0,-148,9,16,1,0,0,0.0,0.0,0.1,0.17777777777777778,0.0,0.011111111111111112,3
91.0,273,122,0,0,-151,9,16,1,0,0,0.0,0.0,0.0989010989010989,0.17582417582417584,0.0,0.01098901098901099,3
92.0,276,122,0,0,-154,9,16,1,0,0,0.0,0.0,0.09782608695652174,0.17391304347826086,0.0,0.010869565217391304,3
93.0,279,122,0,0,-157,9,16,1,0,0,0.0,0.0,0.0967741935483871,0.17204301075268819,0.0,0.010752688172043012,3
94.0,282,122,0,0,-160,9,16,2,0,0,0.0,0.0,0.09574468085106383,0.1702127659574468,0.0,0.02127659574468085,3
95.0,285,124,0,0,-161,9,17,2,0,0,0.0,0.0,0.09473684210526316,0.17894736842105263,0.0,0.021052631578947368,3
96.0,288,127,0,0,-161,9,17,2,0,0,0.0,0.0,0.09375,0.17708333333333334,0.0,0.020833333333333332,3
97.0,291,127,0,1,-164,9,17,2,0,0,0.0,0.010309278350515464,0.09278350515463918,0.17525773195876287,0.0,0.020618556701030927,3
98.0,336,421,0,1,85,9,17,2,0,0,0.0,0.01020408163265306,0.09183673469387756,0.17346938775510204,0.0,0.02040816326530612,3
99.0,339,421,0,1,82,9,18,2,0,0,0.0,0.010101010101010102,0.09090909090909091,0.18181818181818182,0.0,0.020202020202020204,3
100.0,342,424,0,1,82,9,18,2,0,0,0.0,0.01,0.09,0.18,0.0,0.02,3
101.0,345,424,1,1,79,9,18,2,0,0,0.009900990099009901,0.009900990099009901,0.0891089108910891,0.1782178217821782,0.0,0.019801980198019802,3
102.0,364,544,1,1,180,9,18,2,0,0,0.00980392156862745,0.00980392156862745,0.08823529411764706,0.17647058823529413,0.0,0.0196078431372549,3
103.0,367,544,1,1,177,9,19,2,0,0,0.009708737864077669,0.009708737864077669,0.08737864077669903,0.18446601941747573,0.0,0.019417475728155338,3
104.0,370,547,1,1,177,9,19,2,0,0,0.009615384615384616,0.009615384615384616,0.08653846153846154,0.18269230769230768,0.0,0.019230769230769232,3
105.0,373,547,1,1,174,9,19,2,0,0,0.009523809523809525,0.009523809523809525,0.08571428571428572,0.18095238095238095,0.0,0.01904761904761905,3
106.0,376,547,1,1,171,9,20,2,0,0,0.009433962264150943,0.009433962264150943,0.08490566037735849,0.18867924528301888,0.0,0.018867924528301886,3
107.0,379,550,1,1,171,9,21,2,0,0,0.009345794392523364,0.009345794392523364,0.08411214953271028,0.19626168224299065,0.0,0.018691588785046728,3
108.0,382,553,1,1,171,9,21,2,0,0,0.009259259259259259,0.009259259259259259,0.08333333333333333,0.19444444444444445,0.0,0.018518518518518517,3
109.0,385,553,1,1,168,10,21,2,0,0,0.009174311926605505,0.009174311926605505,0.09174311926605505,0.1926605504587156,0.0,0.01834862385321101,3
110.0,388,561,1,1,173,10,21,2,0,0,0.00909090909090909,0.00909090909090909,0.09090909090909091,0.19090909090909092,0.0,0.01818181818181818,3
111.0,391,561,1,1,170,10,21,2,0,0,0.009009009009009009,0.009009009009009009,0.09009009009009009,0.1891891891891892,0.0,0.018018018018018018,3
112.0,394,561,1,1,167,10,21,2,0,0,0.008928571428571428,0.008928571428571428,0.08928571428571429,0.1875,0.0,0.017857142857142856,3
113.0,397,561,1,1,164,10,21,2,0,0,0.008849557522123894,0.008849557522123894,0.08849557522123894,0.18584070796460178,0.0,0.017699115044247787,3
114.0,400,561,1,1,161,10,21,2,0,0,0.008771929824561403,0.008771929824561403,0.08771929824561403,0.18421052631578946,0.0,0.017543859649122806,3
115.0,403,561,1,1,158,10,22,2,0,0,0.008695652173913044,0.008695652173913044,0.08695652173913043,0.19130434782608696,0.0,0.017391304347826087,3
116.0,406,564,1,1,158,11,22,2,0,0,0.008620689655172414,0.008620689655172414,0.09482758620689655,0.1896551724137931,0.0,0.017241379310344827,3
117.0,409,572,1,1,163,11,22,2,0,0,0.008547008547008548,0.008547008547008548,0.09401709401709402,0.18803418803418803,0.0,0.017094017094017096,3
118.0,412,572,1,1,160,12,22,2,0,0,0.00847457627118644,0.00847457627118644,0.1016949152542373,0.1864406779661017,0.0,0.01694915254237288,3
119.0,415,580,1,1,165,13,22,2,0,0,0.008403361344537815,0.008403361344537815,0.1092436974789916,0.18487394957983194,0.0,0.01680672268907563,3
120.0,418,588,1,1,170,13,22,2,0,0,0.008333333333333333,0.008333333333333333,0.10833333333333334,0.18333333333333332,0.0,0.016666666666666666,3
121.0,421,588,1,1,167,13,22,2,0,0,0.008264462809917356,0.008264462809917356,0.10743801652892562,0.18181818181818182,0.0,0.01652892561983471,3
122.0,424,588,1,1,164,13,22,2,0,0,0.00819672131147541,0.00819672131147541,0.10655737704918032,0.18032786885245902,0.0,0.01639344262295082,3
123.0,427,588,1,1,161,13,22,2,0,0,0.008130081300813009,0.008130081300813009,0.10569105691056911,0.17886178861788618,0.0,0.016260162601626018,3
124.0,430,588,1,1,158,13,22,2,0,0,0.008064516129032258,0.008064516129032258,0.10483870967741936,0.1774193548387097,0.0,0.016129032258064516,3
125.0,433,588,1,1,155,13,22,2,0,0,0.008,0.008,0.104,0.176,0.0,0.016,3
126.0,436,588,1,1,152,13,22,2,0,0,0.007936507936507936,0.007936507936507936,0.10317460317460317,0.1746031746031746,0.0,0.015873015873015872,3
127.0,439,588,1,1,149,13,22,2,0,0,0.007874015748031496,0.007874015748031496,0.10236220472440945,0.1732283464566929,0.0,0.015748031496062992,3
128.0,442,588,1,1,146,14,22,2,0,0,0.0078125,0.0078125,0.109375,0.171875,0.0,0.015625,3
129.0,445,596,1,1,151,15,22,2,0,0,0.007751937984496124,0.007751937984496124,0.11627906976744186,0.17054263565891473,0.0,0.015503875968992248,3
130.0,448,604,1,1,156,15,22,2,0,0,0.007692307692307693,0.007692307692307693,0.11538461538461539,0.16923076923076924,0.0,0.015384615384615385,3
131.0,451,604,1,1,153,15,22,3,0,0,0.007633587786259542,0.007633587786259542,0.11450381679389313,0.16793893129770993,0.0,0.022900763358778626,3
132.0,454,606,1,1,152,16,22,3,0,0,0.007575757575757576,0.007575757575757576,0.12121212121212122,0.16666666666666666,0.0,0.022727272727272728,3
133.0,457,614,1,1,157,16,22,3,0,0,0.007518796992481203,0.007518796992481203,0.12030075187969924,0.16541353383458646,0.0,0.022556390977443608,3
134.0,460,614,1,1,154,16,22,3,0,0,0.007462686567164179,0.007462686567164179,0.11940298507462686,0.16417910447761194,0.0,0.022388059701492536,3
135.0,463,614,1,1,151,16,23,3,0,0,0.007407407407407408,0.007407407407407408,0.11851851851851852,0.17037037037037037,0.0,0.022222222222222223,3
136.0,466,617,1,1,151,16,24,3,0,0,0.007352941176470588,0.007352941176470588,0.11764705882352941,0.17647058823529413,0.0,0.022058823529411766,3
137.0,469,620,1,1,151,16,24,3,0,0,0.0072992700729927005,0.0072992700729927005,0.11678832116788321,0.17518248175182483,0.0,0.021897810218978103,3
138.0,472,620,1,1,148,16,24,3,0,0,0.007246376811594203,0.007246376811594203,0.11594202898550725,0.17391304347826086,0.0,0.021739130434782608,3
139.0,475,620,1,1,145,16,24,3,0,0,0.007194244604316547,0.007194244604316547,0.11510791366906475,0.17266187050359713,0.0,0.02158273381294964,3
140.0,478,620,1,1,142,16,24,3,0,0,0.007142857142857143,0.007142857142857143,0.11428571428571428,0.17142857142857143,0.0,0.02142857142857143,3
141.0,481,620,1,1,139,17,24,3,0,0,0.0070921985815602835,0.0070921985815602835,0.12056737588652482,0.1702127659574468,0.0,0.02127659574468085,3
142.0,484,628,1,1,144,17,24,3,0,0,0.007042253521126761,0.007042253521126761,0.11971830985915492,0.16901408450704225,0.0,0.02112676056338028,3
143.0,487,628,1,1,141,18,24,3,0,0,0.006993006993006993,0.006993006993006993,0.1258741258741259,0.16783216783216784,0.0,0.02097902097902098,3
144.0,490,636,1,1,146,19,24,3,0,0,0.006944444444444444,0.006944444444444444,0.13194444444444445,0.16666666666666666,0.0,0.020833333333333332,3
145.0,493,644,1,1,151,19,24,3,0,0,0.006896551724137931,0.006896551724137931,0.1310344827586207,0.16551724137931034,0.0,0.020689655172413793,3
146.0,496,644,1,1,148,19,24,3,0,0,0.00684931506849315,0.00684931506849315,0.13013698630136986,0.1643835616438356,0.0,0.02054794520547945,3
147.0,499,644,1,1,145,19,25,3,0,0,0.006802721088435374,0.006802721088435374,0.1292517006802721,0.17006802721088435,0.0,0.02040816326530612,3
148.0,502,647,1,1,145,19,25,3,0,0,0.006756756756756757,0.006756756756756757,0.12837837837837837,0.16891891891891891,0.0,0.02027027027027027,3
149.0,505,647,1,1,142,19,25,3,0,0,0.006711409395973154,0.006711409395973154,0.12751677852348994,0.16778523489932887,0.0,0.020134228187919462,3
150.0,508,647,1,1,139,19,25,3,0,0,0.006666666666666667,0.006666666666666667,0.12666666666666668,0.16666666666666666,0.0,0.02,3
151.0,511,647,1,1,136,19,26,3,0,0,0.006622516556291391,0.006622516556291391,0.12582781456953643,0.17218543046357615,0.0,0.019867549668874173,3
152.0,514,650,1,1,136,19,26,3,0,0,0.006578947368421052,0.006578947368421052,0.125,0.17105263157894737,0.0,0.019736842105263157,3
153.0,517,650,1,1,133,19,26,3,0,0,0.006535947712418301,0.006535947712418301,0.12418300653594772,0.16993464052287582,0.0,0.0196078431372549,3
154.0,520,650,1,1,130,19,26,3,0,0,0.006493506493506494,0.006493506493506494,0.12337662337662338,0.16883116883116883,0.0,0.01948051948051948,3
155.0,523,650,1,1,127,20,26,3,0,0,0.0064516129032258064,0.0064516129032258064,0.12903225806451613,0.16774193548387098,0.0,0.01935483870967742,3
156.0,526,658,1,1,132,20,26,3,0,0,0.00641025641025641,0.00641025641025641,0.1282051282051282,0.16666666666666666,0.0,0.019230769230769232,3
157.0,529,658,1,1,129,20,26,3,0,0,0.006369426751592357,0.006369426751592357,0.12738853503184713,0.16560509554140126,0.0,0.01910828025477707,3
158.0,532,658,1,1,126,20,26,3,0,0,0.006329113924050633,0.006329113924050633,0.12658227848101267,0.16455696202531644,0.0,0.0189873417721519,3
159.0,535,658,1,1,123,21,26,3,0,0,0.006289308176100629,0.006289308176100629,0.1320754716981132,0.16352201257861634,0.0,0.018867924528301886,3
160.0,538,666,1,1,128,21,26,3,0,0,0.00625,0.00625,0.13125,0.1625,0.0,0.01875,3
161.0,541,666,1,1,125,22,26,3,0,0,0.006211180124223602,0.006211180124223602,0.13664596273291926,0.16149068322981366,0.0,0.018633540372670808,3
162.0,544,674,1,1,130,22,26,3,0,0,0.006172839506172839,0.006172839506172839,0.13580246913580246,0.16049382716049382,0.0,0.018518518518518517,3
163.0,547,674,1,1,127,23,26,3,0,0,0.006134969325153374,0.006134969325153374,0.1411042944785276,0.15950920245398773,0.0,0.018404907975460124,3
164.0,550,682,1,1,132,23,26,3,0,0,0.006097560975609756,0.006097560975609756,0.1402439024390244,0.15853658536585366,0.0,0.018292682926829267,3
165.0,553,682,1,1,129,23,26,3,0,0,0.006060606060606061,0.006060606060606061,0.1393939393939394,0.15757575757575756,0.0,0.01818181818181818,3
166.0,556,682,1,1,126,23,26,3,0,0,0.006024096385542169,0.006024096385542169,0.13855421686746988,0.1566265060240964,0.0,0.018072289156626505,3
167.0,559,682,1,1,123,23,26,3,0,0,0.005988023952095809,0.005988023952095809,0.1377245508982036,0.15568862275449102,0.0,0.017964071856287425,3
168.0,562,682,1,1,120,23,26,3,0,0,0.005952380952380952,0.005952380952380952,0.13690476190476192,0.15476190476190477,0.0,0.017857142857142856,3
169.0,565,682,1,1,117,23,27,3,0,0,0.005917159763313609,0.005917159763313609,0.13609467455621302,0.15976331360946747,0.0,0.01775147928994083,3
170.0,568,685,1,1,117,23,27,3,0,0,0.0058823529411764705,0.0058823529411764705,0.13529411764705881,0.1588235294117647,0.0,0.01764705882352941,3
171.0,571,685,1,1,114,23,27,3,0,0,0.005847953216374269,0.005847953216374269,0.13450292397660818,0.15789473684210525,0.0,0.017543859649122806,3
172.0,574,685,1,1,111,24,27,3,0,0,0.005813953488372093,0.005813953488372093,0.13953488372093023,0.1569767441860465,0.0,0.01744186046511628,3
173.0,577,693,1,1,116,24,27,3,0,0,0.005780346820809248,0.005780346820809248,0.13872832369942195,0.15606936416184972,0.0,0.017341040462427744,3
174.0,580,693,1,1,113,24,27,3,0,0,0.005747126436781609,0.005747126436781609,0.13793103448275862,0.15517241379310345,0.0,0.017241379310344827,3
175.0,583,693,1,1,110,24,27,3,0,0,0.005714285714285714,0.005714285714285714,0.13714285714285715,0.15428571428571428,0.0,0.017142857142857144,3
176.0,586,693,1,1,107,24,27,3,0,0,0.005681818181818182,0.005681818181818182,0.13636363636363635,0.1534090909090909,0.0,0.017045454545454544,3
177.0,589,693,1,1,104,24,27,3,0,0,0.005649717514124294,0.005649717514124294,0.13559322033898305,0.15254237288135594,0.0,0.01694915254237288,3
178.0,592,693,1,1,101,24,27,3,0,0,0.0056179775280898875,0.0056179775280898875,0.1348314606741573,0.15168539325842698,0.0,0.016853932584269662,3
179.0,595,693,1,1,98,24,27,3,0,0,0.00558659217877095,0.00558659217877095,0.1340782122905028,0.15083798882681565,0.0,0.01675977653631285,3
180.0,598,693,1,1,95,24,27,3,0,0,0.005555555555555556,0.005555555555555556,0.13333333333333333,0.15,0.0,0.016666666666666666,3
181.0,601,693,1,1,92,24,27,3,0,0,0.0055248618784530384,0.0055248618784530384,0.13259668508287292,0.14917127071823205,0.0,0.016574585635359115,3
182.0,604,693,1,1,89,24,28,3,0,0,0.005494505494505495,0.005494505494505495,0.13186813186813187,0.15384615384615385,0.0,0.016483516483516484,3
183.0,607,696,1,1,89,24,28,4,0,0,0.00546448087431694,0.00546448087431694,0.13114754098360656,0.15300546448087432,0.0,0.02185792349726776,3
184.0,610,698,1,1,88,24,28,4,0,0,0.005434782608695652,0.005434782608695652,0.13043478260869565,0.15217391304347827,0.0,0.021739130434782608,3
185.0,613,698,1,1,85,24,28,4,0,0,0.005405405405405406,0.005405405405405406,0.12972972972972974,0.15135135135135136,0.0,0.021621621621621623,3
186.0,616,698,1,1,82,24,28,4,0,0,0.005376344086021506,0.005376344086021506,0.12903225806451613,0.15053763440860216,0.0,0.021505376344086023,3
187.0,619,698,1,1,79,24,28,4,0,0,0.0053475935828877,0.0053475935828877,0.12834224598930483,0.1497326203208556,0.0,0.0213903743315508,3
188.0,622,698,1,1,76,25,28,4,0,0,0.005319148936170213,0.005319148936170213,0.13297872340425532,0.14893617021276595,0.0,0.02127659574468085,3
189.0,625,706,1,1,81,26,28,4,0,0,0.005291005291005291,0.005291005291005291,0.13756613756613756,0.14814814814814814,0.0,0.021164021164021163,3
190.0,628,714,1,1,86,27,28,4,0,0,0.005263157894736842,0.005263157894736842,0.14210526315789473,0.14736842105263157,0.0,0.021052631578947368,3
191.0,631,722,1,1,91,27,28,4,0,0,0.005235602094240838,0.005235602094240838,0.14136125654450263,0.14659685863874344,0.0,0.020942408376963352,3
192.0,634,722,1,1,88,27,28,4,0,0,0.005208333333333333,0.005208333333333333,0.140625,0.14583333333333334,0.0,0.020833333333333332,3
193.0,637,722,1,1,85,28,28,4,0,0,0.0051813471502590676,0.0051813471502590676,0.14507772020725387,0.14507772020725387,0.0,0.02072538860103627,3
194.0,640,730,1,1,90,28,28,4,0,0,0.005154639175257732,0.005154639175257732,0.14432989690721648,0.14432989690721648,0.0,0.020618556701030927,3
195.0,643,730,1,1,87,28,28,4,0,0,0.005128205128205128,0.005128205128205128,0.14358974358974358,0.14358974358974358,0.0,0.020512820512820513,3
196.0,646,730,1,1,84,28,28,4,0,0,0.00510204081632653,0.00510204081632653,0.14285714285714285,0.14285714285714285,0.0,0.02040816326530612,3
197.0,649,730,1,1,81,28,28,4,0,0,0.005076142131979695,0.005076142131979695,0.14213197969543148,0.14213197969543148,0.0,0.02030456852791878,3
198.0,652,730,1,1,78,28,29,4,0,0,0.005050505050505051,0.005050505050505051,0.1414141414141414,0.14646464646464646,0.0,0.020202020202020204,3
199.0,655,733,1,1,78,28,29,4,0,0,0.005025125628140704,0.005025125628140704,0.1407035175879397,0.1457286432160804,0.0,0.020100502512562814,3
200.0,658,733,1,1,75,28,29,4,0,0,0.005,0.005,0.14,0.145,0.0,0.02,3
