No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
37.0,111,78,0,0,-33,6,10,0,0,0,0.0,0.0,0.16216216216216217,0.2702702702702703,0.0,0.0,2
38.0,114,78,0,0,-36,6,10,0,0,0,0.0,0.0,0.15789473684210525,0.2631578947368421,0.0,0.0,2
39.0,117,78,0,0,-39,6,10,1,0,0,0.0,0.0,0.15384615384615385,0.2564102564102564,0.0,0.02564102564102564,2
40.0,120,80,0,0,-40,6,10,1,0,0,0.0,0.0,0.15,0.25,0.0,0.025,2
41.0,123,80,0,0,-43,6,10,1,0,0,0.0,0.0,0.14634146341463414,0.24390243902439024,0.0,0.024390243902439025,2
42.0,126,80,0,0,-46,7,10,1,0,0,0.0,0.0,0.16666666666666666,0.23809523809523808,0.0,0.023809523809523808,2
43.0,129,88,0,0,-41,7,10,1,0,0,0.0,0.0,0.16279069767441862,0.23255813953488372,0.0,0.023255813953488372,2
44.0,132,88,0,0,-44,7,10,1,0,0,0.0,0.0,0.1590909090909091,0.22727272727272727,0.0,0.022727272727272728,2
45.0,135,88,0,0,-47,7,10,1,0,0,0.0,0.0,0.15555555555555556,0.2222222222222222,0.0,0.022222222222222223,2
46.0,138,88,0,0,-50,7,10,1,0,0,0.0,0.0,0.15217391304347827,0.21739130434782608,0.0,0.021739130434782608,2
47.0,141,88,0,0,-53,7,11,1,0,0,0.0,0.0,0.14893617021276595,0.23404255319148937,0.0,0.02127659574468085,2
48.0,144,91,0,0,-53,7,11,1,0,0,0.0,0.0,0.14583333333333334,0.22916666666666666,0.0,0.020833333333333332,2
49.0,147,91,0,0,-56,8,11,1,0,0,0.0,0.0,0.16326530612244897,0.22448979591836735,0.0,0.02040816326530612,2
50.0,150,99,0,0,-51,9,11,1,0,0,0.0,0.0,0.18,0.22,0.0,0.02,2
51.0,153,107,0,0,-46,9,12,1,0,0,0.0,0.0,0.17647058823529413,0.23529411764705882,0.0,0.0196078431372549,2
52.0,156,110,0,0,-46,9,12,1,0,0,0.0,0.0,0.17307692307692307,0.23076923076923078,0.0,0.019230769230769232,2
53.0,159,110,0,0,-49,9,12,1,0,0,0.0,0.0,0.16981132075471697,0.22641509433962265,0.0,0.018867924528301886,2
54.0,162,110,0,0,-52,9,12,1,0,0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.0,0.018518518518518517,2
55.0,163,110,1,0,-53,9,12,1,0,0,0.01818181818181818,0.0,0.16363636363636364,0.21818181818181817,0.0,0.01818181818181818,2
56.0,182,222,1,0,40,9,12,1,0,0,0.017857142857142856,0.0,0.16071428571428573,0.21428571428571427,0.0,0.017857142857142856,2
57.0,185,222,1,0,37,9,13,1,0,0,0.017543859649122806,0.0,0.15789473684210525,0.22807017543859648,0.0,0.017543859649122806,2
58.0,188,225,1,0,37,9,13,1,0,0,0.017241379310344827,0.0,0.15517241379310345,0.22413793103448276,0.0,0.017241379310344827,2
59.0,191,225,1,0,34,9,14,1,0,0,0.01694915254237288,0.0,0.15254237288135594,0.23728813559322035,0.0,0.01694915254237288,2
60.0,194,228,1,0,34,9,14,1,0,0,0.016666666666666666,0.0,0.15,0.23333333333333334,0.0,0.016666666666666666,2
61.0,197,228,1,0,31,9,14,1,0,0,0.01639344262295082,0.0,0.14754098360655737,0.22950819672131148,0.0,0.01639344262295082,2
62.0,200,228,1,0,28,9,14,1,0,0,0.016129032258064516,0.0,0.14516129032258066,0.22580645161290322,0.0,0.016129032258064516,2
63.0,203,228,1,0,25,9,14,1,0,0,0.015873015873015872,0.0,0.14285714285714285,0.2222222222222222,0.0,0.015873015873015872,2
64.0,206,228,1,0,22,9,14,1,0,0,0.015625,0.0,0.140625,0.21875,0.0,0.015625,2
65.0,209,228,1,0,19,10,14,1,0,0,0.015384615384615385,0.0,0.15384615384615385,0.2153846153846154,0.0,0.015384615384615385,2
66.0,212,236,1,0,24,10,14,1,0,0,0.015151515151515152,0.0,0.15151515151515152,0.21212121212121213,0.0,0.015151515151515152,2
67.0,215,236,1,0,21,10,15,1,0,0,0.014925373134328358,0.0,0.14925373134328357,0.22388059701492538,0.0,0.014925373134328358,2
68.0,218,239,1,0,21,10,15,1,0,0,0.014705882352941176,0.0,0.14705882352941177,0.22058823529411764,0.0,0.014705882352941176,2
69.0,221,239,1,0,18,10,15,1,0,0,0.014492753623188406,0.0,0.14492753623188406,0.21739130434782608,0.0,0.014492753623188406,2
70.0,224,239,1,0,15,10,15,1,0,0,0.014285714285714285,0.0,0.14285714285714285,0.21428571428571427,0.0,0.014285714285714285,2
71.0,227,239,1,0,12,10,15,1,0,0,0.014084507042253521,0.0,0.14084507042253522,0.2112676056338028,0.0,0.014084507042253521,2
72.0,230,239,1,0,9,10,15,1,0,0,0.013888888888888888,0.0,0.1388888888888889,0.20833333333333334,0.0,0.013888888888888888,2
73.0,233,239,1,0,6,10,15,1,0,0,0.0136986301369863,0.0,0.136986301369863,0.2054794520547945,0.0,0.0136986301369863,2
74.0,236,239,1,0,3,10,15,1,0,0,0.013513513513513514,0.0,0.13513513513513514,0.20270270270270271,0.0,0.013513513513513514,2
75.0,239,239,1,0,0,10,15,1,0,0,0.013333333333333334,0.0,0.13333333333333333,0.2,0.0,0.013333333333333334,2
76.0,242,239,1,0,-3,10,16,1,0,0,0.013157894736842105,0.0,0.13157894736842105,0.21052631578947367,0.0,0.013157894736842105,2
77.0,245,242,1,0,-3,10,16,1,0,0,0.012987012987012988,0.0,0.12987012987012986,0.2077922077922078,0.0,0.012987012987012988,2
78.0,248,242,1,0,-6,10,16,1,0,0,0.01282051282051282,0.0,0.1282051282051282,0.20512820512820512,0.0,0.01282051282051282,2
79.0,251,242,1,0,-9,10,16,1,0,0,0.012658227848101266,0.0,0.12658227848101267,0.20253164556962025,0.0,0.012658227848101266,2
80.0,254,242,1,0,-12,10,16,1,0,0,0.0125,0.0,0.125,0.2,0.0,0.0125,2
81.0,257,242,1,0,-15,10,16,1,0,0,0.012345679012345678,0.0,0.12345679012345678,0.19753086419753085,0.0,0.012345679012345678,2
82.0,260,242,1,0,-18,10,16,1,0,0,0.012195121951219513,0.0,0.12195121951219512,0.1951219512195122,0.0,0.012195121951219513,2
83.0,263,242,1,0,-21,10,16,1,0,0,0.012048192771084338,0.0,0.12048192771084337,0.1927710843373494,0.0,0.012048192771084338,2
84.0,266,242,1,0,-24,11,16,1,0,0,0.011904761904761904,0.0,0.13095238095238096,0.19047619047619047,0.0,0.011904761904761904,2
85.0,269,250,1,0,-19,11,16,1,0,0,0.011764705882352941,0.0,0.12941176470588237,0.18823529411764706,0.0,0.011764705882352941,2
86.0,272,250,1,0,-22,11,16,1,0,0,0.011627906976744186,0.0,0.12790697674418605,0.18604651162790697,0.0,0.011627906976744186,2
87.0,275,250,1,0,-25,12,16,1,0,0,0.011494252873563218,0.0,0.13793103448275862,0.1839080459770115,0.0,0.011494252873563218,2
88.0,278,258,1,0,-20,12,16,1,0,0,0.011363636363636364,0.0,0.13636363636363635,0.18181818181818182,0.0,0.011363636363636364,2
89.0,281,258,1,0,-23,12,16,1,0,0,0.011235955056179775,0.0,0.1348314606741573,0.1797752808988764,0.0,0.011235955056179775,2
90.0,284,258,1,0,-26,12,16,1,0,0,0.011111111111111112,0.0,0.13333333333333333,0.17777777777777778,0.0,0.011111111111111112,2
91.0,285,258,1,1,-27,12,16,1,0,0,0.01098901098901099,0.01098901098901099,0.13186813186813187,0.17582417582417584,0.0,0.01098901098901099,2
92.0,330,552,1,1,222,12,17,1,0,0,0.010869565217391304,0.010869565217391304,0.13043478260869565,0.18478260869565216,0.0,0.010869565217391304,2
93.0,333,555,1,1,222,12,17,1,0,0,0.010752688172043012,0.010752688172043012,0.12903225806451613,0.1827956989247312,0.0,0.010752688172043012,2
94.0,336,555,1,1,219,12,17,1,0,0,0.010638297872340425,0.010638297872340425,0.1276595744680851,0.18085106382978725,0.0,0.010638297872340425,2
95.0,339,555,1,1,216,13,17,1,0,0,0.010526315789473684,0.010526315789473684,0.1368421052631579,0.17894736842105263,0.0,0.010526315789473684,2
96.0,342,563,1,1,221,13,17,1,0,0,0.010416666666666666,0.010416666666666666,0.13541666666666666,0.17708333333333334,0.0,0.010416666666666666,2
97.0,345,563,1,1,218,13,17,2,0,0,0.010309278350515464,0.010309278350515464,0.13402061855670103,0.17525773195876287,0.0,0.020618556701030927,2
98.0,348,565,1,1,217,14,17,2,0,0,0.01020408163265306,0.01020408163265306,0.14285714285714285,0.17346938775510204,0.0,0.02040816326530612,2
99.0,351,573,1,1,222,14,18,2,0,0,0.010101010101010102,0.010101010101010102,0.1414141414141414,0.18181818181818182,0.0,0.020202020202020204,2
100.0,354,576,1,1,222,14,19,2,0,0,0.01,0.01,0.14,0.19,0.0,0.02,2
101.0,357,579,1,1,222,14,19,2,0,0,0.009900990099009901,0.009900990099009901,0.13861386138613863,0.18811881188118812,0.0,0.019801980198019802,2
102.0,360,579,1,1,219,14,19,2,0,0,0.00980392156862745,0.00980392156862745,0.13725490196078433,0.18627450980392157,0.0,0.0196078431372549,2
103.0,363,579,1,1,216,14,19,2,0,0,0.009708737864077669,0.009708737864077669,0.13592233009708737,0.18446601941747573,0.0,0.019417475728155338,2
104.0,366,579,1,1,213,15,19,2,0,0,0.009615384615384616,0.009615384615384616,0.14423076923076922,0.18269230769230768,0.0,0.019230769230769232,2
105.0,369,587,1,1,218,15,19,2,0,0,0.009523809523809525,0.009523809523809525,0.14285714285714285,0.18095238095238095,0.0,0.01904761904761905,2
106.0,372,587,1,1,215,16,19,2,0,0,0.009433962264150943,0.009433962264150943,0.1509433962264151,0.1792452830188679,0.0,0.018867924528301886,2
107.0,375,595,1,1,220,16,19,2,0,0,0.009345794392523364,0.009345794392523364,0.14953271028037382,0.17757009345794392,0.0,0.018691588785046728,2
108.0,378,595,1,1,217,16,19,2,0,0,0.009259259259259259,0.009259259259259259,0.14814814814814814,0.17592592592592593,0.0,0.018518518518518517,2
109.0,381,595,1,1,214,16,19,2,0,0,0.009174311926605505,0.009174311926605505,0.14678899082568808,0.1743119266055046,0.0,0.01834862385321101,2
110.0,384,595,1,1,211,16,19,2,0,0,0.00909090909090909,0.00909090909090909,0.14545454545454545,0.17272727272727273,0.0,0.01818181818181818,2
111.0,387,595,1,1,208,16,19,2,0,1,0.009009009009009009,0.009009009009009009,0.14414414414414414,0.17117117117117117,0.0,0.02702702702702703,2
112.0,388,596,1,1,208,17,19,2,0,1,0.008928571428571428,0.008928571428571428,0.15178571428571427,0.16964285714285715,0.0,0.026785714285714284,2
113.0,389,604,1,1,215,17,19,2,0,1,0.008849557522123894,0.008849557522123894,0.1504424778761062,0.168141592920354,0.0,0.02654867256637168,2
114.0,390,604,2,1,214,17,19,2,0,1,0.017543859649122806,0.008771929824561403,0.14912280701754385,0.16666666666666666,0.0,0.02631578947368421,2
115.0,409,724,2,1,315,17,19,2,0,1,0.017391304347826087,0.008695652173913044,0.14782608695652175,0.16521739130434782,0.0,0.02608695652173913,2
116.0,412,724,2,1,312,18,19,2,0,1,0.017241379310344827,0.008620689655172414,0.15517241379310345,0.16379310344827586,0.0,0.02586206896551724,2
117.0,415,732,2,1,317,19,19,2,0,1,0.017094017094017096,0.008547008547008548,0.1623931623931624,0.1623931623931624,0.0,0.02564102564102564,2
118.0,418,740,2,1,322,19,19,2,0,1,0.01694915254237288,0.00847457627118644,0.16101694915254236,0.16101694915254236,0.0,0.025423728813559324,2
119.0,421,740,2,1,319,19,19,2,0,1,0.01680672268907563,0.008403361344537815,0.15966386554621848,0.15966386554621848,0.0,0.025210084033613446,2
120.0,424,740,2,1,316,19,19,2,0,1,0.016666666666666666,0.008333333333333333,0.15833333333333333,0.15833333333333333,0.0,0.025,2
121.0,427,740,2,1,313,19,19,2,0,1,0.01652892561983471,0.008264462809917356,0.15702479338842976,0.15702479338842976,0.0,0.024793388429752067,2
122.0,430,740,2,1,310,19,19,2,0,1,0.01639344262295082,0.00819672131147541,0.1557377049180328,0.1557377049180328,0.0,0.02459016393442623,2
123.0,433,740,2,1,307,19,19,2,0,1,0.016260162601626018,0.008130081300813009,0.15447154471544716,0.15447154471544716,0.0,0.024390243902439025,2
124.0,436,740,2,1,304,19,19,2,0,1,0.016129032258064516,0.008064516129032258,0.1532258064516129,0.1532258064516129,0.0,0.024193548387096774,2
125.0,439,740,2,1,301,19,19,2,0,1,0.016,0.008,0.152,0.152,0.0,0.024,2
126.0,442,740,2,1,298,19,19,2,0,1,0.015873015873015872,0.007936507936507936,0.15079365079365079,0.15079365079365079,0.0,0.023809523809523808,2
127.0,445,740,2,1,295,19,19,2,0,1,0.015748031496062992,0.007874015748031496,0.14960629921259844,0.14960629921259844,0.0,0.023622047244094488,2
128.0,448,740,2,1,292,19,20,2,0,1,0.015625,0.0078125,0.1484375,0.15625,0.0,0.0234375,2
129.0,451,743,2,1,292,19,20,2,0,1,0.015503875968992248,0.007751937984496124,0.14728682170542637,0.15503875968992248,0.0,0.023255813953488372,2
130.0,454,743,2,1,289,19,20,2,0,1,0.015384615384615385,0.007692307692307693,0.14615384615384616,0.15384615384615385,0.0,0.023076923076923078,2
131.0,457,743,2,1,286,20,20,2,0,1,0.015267175572519083,0.007633587786259542,0.15267175572519084,0.15267175572519084,0.0,0.022900763358778626,2
132.0,460,751,2,1,291,21,20,2,0,1,0.015151515151515152,0.007575757575757576,0.1590909090909091,0.15151515151515152,0.0,0.022727272727272728,2
133.0,463,759,2,1,296,21,20,2,0,1,0.015037593984962405,0.007518796992481203,0.15789473684210525,0.15037593984962405,0.0,0.022556390977443608,2
134.0,466,759,2,1,293,21,21,2,0,1,0.014925373134328358,0.007462686567164179,0.15671641791044777,0.15671641791044777,0.0,0.022388059701492536,2
135.0,469,762,2,1,293,22,21,2,0,1,0.014814814814814815,0.007407407407407408,0.16296296296296298,0.15555555555555556,0.0,0.022222222222222223,2
136.0,472,770,2,1,298,22,21,2,0,1,0.014705882352941176,0.007352941176470588,0.16176470588235295,0.15441176470588236,0.0,0.022058823529411766,2
137.0,475,770,2,1,295,22,21,2,0,1,0.014598540145985401,0.0072992700729927005,0.16058394160583941,0.15328467153284672,0.0,0.021897810218978103,2
138.0,478,770,2,1,292,22,21,2,0,1,0.014492753623188406,0.007246376811594203,0.15942028985507245,0.15217391304347827,0.0,0.021739130434782608,2
139.0,481,770,2,1,289,22,22,2,0,1,0.014388489208633094,0.007194244604316547,0.15827338129496402,0.15827338129496402,0.0,0.02158273381294964,2
140.0,484,773,2,1,289,22,22,2,0,1,0.014285714285714285,0.007142857142857143,0.15714285714285714,0.15714285714285714,0.0,0.02142857142857143,2
141.0,487,773,2,1,286,22,22,2,0,1,0.014184397163120567,0.0070921985815602835,0.15602836879432624,0.15602836879432624,0.0,0.02127659574468085,2
142.0,490,773,2,1,283,22,22,2,0,1,0.014084507042253521,0.007042253521126761,0.15492957746478872,0.15492957746478872,0.0,0.02112676056338028,2
143.0,493,773,2,1,280,22,22,2,0,1,0.013986013986013986,0.006993006993006993,0.15384615384615385,0.15384615384615385,0.0,0.02097902097902098,2
144.0,496,773,2,1,277,22,22,2,0,1,0.013888888888888888,0.006944444444444444,0.1527777777777778,0.1527777777777778,0.0,0.020833333333333332,2
145.0,499,773,2,1,274,22,22,2,0,1,0.013793103448275862,0.006896551724137931,0.15172413793103448,0.15172413793103448,0.0,0.020689655172413793,2
146.0,502,773,2,1,271,22,23,2,0,1,0.0136986301369863,0.00684931506849315,0.1506849315068493,0.15753424657534246,0.0,0.02054794520547945,2
147.0,505,776,2,1,271,22,23,2,0,1,0.013605442176870748,0.006802721088435374,0.14965986394557823,0.1564625850340136,0.0,0.02040816326530612,2
148.0,508,776,2,1,268,22,23,2,0,1,0.013513513513513514,0.006756756756756757,0.14864864864864866,0.1554054054054054,0.0,0.02027027027027027,2
149.0,511,776,2,1,265,22,24,2,0,1,0.013422818791946308,0.006711409395973154,0.1476510067114094,0.1610738255033557,0.0,0.020134228187919462,2
150.0,514,779,2,1,265,22,24,3,0,1,0.013333333333333334,0.006666666666666667,0.14666666666666667,0.16,0.0,0.02666666666666667,2
151.0,517,781,2,1,264,22,24,3,0,1,0.013245033112582781,0.006622516556291391,0.1456953642384106,0.15894039735099338,0.0,0.026490066225165563,2
152.0,520,781,2,1,261,23,24,3,0,1,0.013157894736842105,0.006578947368421052,0.1513157894736842,0.15789473684210525,0.0,0.02631578947368421,2
153.0,523,789,2,1,266,23,24,3,0,1,0.013071895424836602,0.006535947712418301,0.1503267973856209,0.1568627450980392,0.0,0.026143790849673203,2
154.0,526,789,2,1,263,23,24,3,0,1,0.012987012987012988,0.006493506493506494,0.14935064935064934,0.15584415584415584,0.0,0.025974025974025976,2
155.0,529,789,2,1,260,23,24,3,0,1,0.012903225806451613,0.0064516129032258064,0.14838709677419354,0.15483870967741936,0.0,0.025806451612903226,2
156.0,532,789,2,1,257,23,25,3,0,1,0.01282051282051282,0.00641025641025641,0.14743589743589744,0.16025641025641027,0.0,0.02564102564102564,2
157.0,535,792,2,1,257,23,25,3,0,1,0.012738853503184714,0.006369426751592357,0.1464968152866242,0.1592356687898089,0.0,0.025477707006369428,2
158.0,538,792,2,1,254,23,25,3,0,1,0.012658227848101266,0.006329113924050633,0.14556962025316456,0.15822784810126583,0.0,0.02531645569620253,2
159.0,541,792,2,1,251,23,25,3,0,1,0.012578616352201259,0.006289308176100629,0.14465408805031446,0.15723270440251572,0.0,0.025157232704402517,2
160.0,544,792,2,1,248,23,25,4,0,1,0.0125,0.00625,0.14375,0.15625,0.0,0.03125,2
161.0,547,794,2,1,247,23,25,4,0,1,0.012422360248447204,0.006211180124223602,0.14285714285714285,0.15527950310559005,0.0,0.031055900621118012,2
162.0,550,794,2,1,244,23,25,4,0,1,0.012345679012345678,0.006172839506172839,0.1419753086419753,0.15432098765432098,0.0,0.030864197530864196,2
163.0,551,794,3,1,243,23,25,4,0,1,0.018404907975460124,0.006134969325153374,0.1411042944785276,0.15337423312883436,0.0,0.03067484662576687,2
164.0,570,914,3,1,344,23,25,4,0,1,0.018292682926829267,0.006097560975609756,0.1402439024390244,0.1524390243902439,0.0,0.03048780487804878,2
165.0,573,914,3,1,341,23,25,4,0,1,0.01818181818181818,0.006060606060606061,0.1393939393939394,0.15151515151515152,0.0,0.030303030303030304,2
166.0,576,914,3,1,338,23,26,4,0,1,0.018072289156626505,0.006024096385542169,0.13855421686746988,0.1566265060240964,0.0,0.030120481927710843,2
167.0,579,917,3,1,338,23,27,4,0,1,0.017964071856287425,0.005988023952095809,0.1377245508982036,0.16167664670658682,0.0,0.029940119760479042,2
168.0,582,920,3,1,338,24,27,4,0,1,0.017857142857142856,0.005952380952380952,0.14285714285714285,0.16071428571428573,0.0,0.02976190476190476,2
169.0,585,928,3,1,343,24,27,4,0,1,0.01775147928994083,0.005917159763313609,0.14201183431952663,0.15976331360946747,0.0,0.029585798816568046,2
170.0,588,928,3,1,340,24,27,4,0,1,0.01764705882352941,0.0058823529411764705,0.1411764705882353,0.1588235294117647,0.0,0.029411764705882353,2
171.0,591,928,3,1,337,24,27,4,0,1,0.017543859649122806,0.005847953216374269,0.14035087719298245,0.15789473684210525,0.0,0.029239766081871343,2
172.0,594,928,3,1,334,24,27,5,0,1,0.01744186046511628,0.005813953488372093,0.13953488372093023,0.1569767441860465,0.0,0.03488372093023256,2
173.0,597,930,3,1,333,24,27,5,0,1,0.017341040462427744,0.005780346820809248,0.13872832369942195,0.15606936416184972,0.0,0.03468208092485549,2
174.0,600,930,3,1,330,24,27,5,0,1,0.017241379310344827,0.005747126436781609,0.13793103448275862,0.15517241379310345,0.0,0.034482758620689655,2
175.0,603,930,3,1,327,24,28,5,0,1,0.017142857142857144,0.005714285714285714,0.13714285714285715,0.16,0.0,0.03428571428571429,2
176.0,606,933,3,1,327,24,28,5,0,1,0.017045454545454544,0.005681818181818182,0.13636363636363635,0.1590909090909091,0.0,0.03409090909090909,2
177.0,609,933,3,1,324,24,29,5,0,1,0.01694915254237288,0.005649717514124294,0.13559322033898305,0.1638418079096045,0.0,0.03389830508474576,2
178.0,612,936,3,1,324,24,30,5,0,1,0.016853932584269662,0.0056179775280898875,0.1348314606741573,0.16853932584269662,0.0,0.033707865168539325,2
179.0,615,939,3,1,324,24,31,5,0,1,0.01675977653631285,0.00558659217877095,0.1340782122905028,0.17318435754189945,0.0,0.0335195530726257,2
180.0,618,942,3,1,324,25,31,5,0,1,0.016666666666666666,0.005555555555555556,0.1388888888888889,0.17222222222222222,0.0,0.03333333333333333,2
181.0,621,950,3,1,329,25,31,5,0,1,0.016574585635359115,0.0055248618784530384,0.13812154696132597,0.1712707182320442,0.0,0.03314917127071823,2
182.0,624,950,3,1,326,26,31,5,0,1,0.016483516483516484,0.005494505494505495,0.14285714285714285,0.17032967032967034,0.0,0.03296703296703297,2
183.0,627,958,3,1,331,26,31,5,0,1,0.01639344262295082,0.00546448087431694,0.14207650273224043,0.16939890710382513,0.0,0.03278688524590164,2
184.0,630,958,3,1,328,26,31,6,0,1,0.016304347826086956,0.005434782608695652,0.14130434782608695,0.16847826086956522,0.0,0.03804347826086957,2
185.0,633,960,3,1,327,26,31,6,0,1,0.016216216216216217,0.005405405405405406,0.14054054054054055,0.16756756756756758,0.0,0.03783783783783784,2
186.0,636,960,3,1,324,26,31,6,0,1,0.016129032258064516,0.005376344086021506,0.13978494623655913,0.16666666666666666,0.0,0.03763440860215054,2
187.0,639,960,3,1,321,26,31,6,0,1,0.016042780748663103,0.0053475935828877,0.13903743315508021,0.1657754010695187,0.0,0.0374331550802139,2
188.0,642,960,3,1,318,26,31,6,0,1,0.015957446808510637,0.005319148936170213,0.13829787234042554,0.16489361702127658,0.0,0.03723404255319149,2
189.0,645,960,3,1,315,26,32,6,0,1,0.015873015873015872,0.005291005291005291,0.13756613756613756,0.1693121693121693,0.0,0.037037037037037035,2
190.0,648,963,3,1,315,26,32,6,0,1,0.015789473684210527,0.005263157894736842,0.1368421052631579,0.16842105263157894,0.0,0.03684210526315789,2
191.0,651,963,3,1,312,27,32,6,0,1,0.015706806282722512,0.005235602094240838,0.14136125654450263,0.16753926701570682,0.0,0.03664921465968586,2
192.0,654,971,3,1,317,27,32,6,0,1,0.015625,0.005208333333333333,0.140625,0.16666666666666666,0.0,0.036458333333333336,2
193.0,657,971,3,1,314,27,33,6,0,1,0.015544041450777202,0.0051813471502590676,0.13989637305699482,0.17098445595854922,0.0,0.03626943005181347,2
194.0,660,974,3,1,314,27,33,6,0,1,0.015463917525773196,0.005154639175257732,0.13917525773195877,0.17010309278350516,0.0,0.03608247422680412,2
195.0,663,974,3,1,311,27,33,6,0,1,0.015384615384615385,0.005128205128205128,0.13846153846153847,0.16923076923076924,0.0,0.035897435897435895,2
196.0,666,974,3,1,308,27,33,6,0,1,0.015306122448979591,0.00510204081632653,0.1377551020408163,0.1683673469387755,0.0,0.03571428571428571,2
