No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,Profit_Loss,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,RB_probaility,BB_probaility,grape_probaility,rhino_probaility,clown_probaility,cherry_probaility,setting
28.0,84,62,0,0,-22,5,4,1,0,0,0.0,0.0,0.17857142857142858,0.14285714285714285,0.0,0.03571428571428571,3
29.0,87,62,0,0,-25,5,4,1,0,0,0.0,0.0,0.1724137931034483,0.13793103448275862,0.0,0.034482758620689655,3
30.0,90,62,0,0,-28,5,4,1,0,0,0.0,0.0,0.16666666666666666,0.13333333333333333,0.0,0.03333333333333333,3
31.0,93,62,0,0,-31,5,4,1,0,0,0.0,0.0,0.16129032258064516,0.12903225806451613,0.0,0.03225806451612903,3
32.0,96,62,0,0,-34,5,4,1,0,0,0.0,0.0,0.15625,0.125,0.0,0.03125,3
33.0,99,62,0,0,-37,5,4,1,0,0,0.0,0.0,0.15151515151515152,0.12121212121212122,0.0,0.030303030303030304,3
34.0,102,62,0,0,-40,5,4,1,0,0,0.0,0.0,0.14705882352941177,0.11764705882352941,0.0,0.029411764705882353,3
35.0,105,62,0,0,-43,5,4,1,0,0,0.0,0.0,0.14285714285714285,0.11428571428571428,0.0,0.02857142857142857,3
36.0,108,62,0,0,-46,5,4,1,0,0,0.0,0.0,0.1388888888888889,0.1111111111111111,0.0,0.027777777777777776,3
37.0,111,62,0,0,-49,5,5,1,0,0,0.0,0.0,0.13513513513513514,0.13513513513513514,0.0,0.02702702702702703,3
38.0,114,65,0,0,-49,5,5,1,0,0,0.0,0.0,0.13157894736842105,0.13157894736842105,0.0,0.02631578947368421,3
39.0,117,65,0,0,-52,5,6,1,0,0,0.0,0.0,0.1282051282051282,0.15384615384615385,0.0,0.02564102564102564,3
40.0,120,68,0,0,-52,6,6,1,0,0,0.0,0.0,0.15,0.15,0.0,0.025,3
41.0,123,76,0,0,-47,6,6,1,0,0,0.0,0.0,0.14634146341463414,0.14634146341463414,0.0,0.024390243902439025,3
42.0,126,76,0,0,-50,6,6,1,0,0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.023809523809523808,3
43.0,129,76,0,0,-53,6,6,1,0,0,0.0,0.0,0.13953488372093023,0.13953488372093023,0.0,0.023255813953488372,3
44.0,132,76,0,0,-56,6,6,1,0,0,0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.022727272727272728,3
45.0,135,76,0,0,-59,7,6,1,0,0,0.0,0.0,0.15555555555555556,0.13333333333333333,0.0,0.022222222222222223,3
46.0,138,84,0,0,-54,7,6,1,0,0,0.0,0.0,0.15217391304347827,0.13043478260869565,0.0,0.021739130434782608,3
47.0,141,84,0,0,-57,8,6,1,0,0,0.0,0.0,0.1702127659574468,0.1276595744680851,0.0,0.02127659574468085,3
48.0,144,92,0,0,-52,8,6,1,0,0,0.0,0.0,0.16666666666666666,0.125,0.0,0.020833333333333332,3
49.0,147,92,0,0,-55,9,6,1,0,0,0.0,0.0,0.1836734693877551,0.12244897959183673,0.0,0.02040816326530612,3
50.0,150,100,0,0,-50,9,6,1,0,0,0.0,0.0,0.18,0.12,0.0,0.02,3
51.0,153,100,0,0,-53,10,6,1,0,0,0.0,0.0,0.19607843137254902,0.11764705882352941,0.0,0.0196078431372549,3
52.0,156,108,0,0,-48,10,6,1,0,0,0.0,0.0,0.19230769230769232,0.11538461538461539,0.0,0.019230769230769232,3
53.0,159,108,0,0,-51,10,7,1,0,0,0.0,0.0,0.18867924528301888,0.1320754716981132,0.0,0.018867924528301886,3
54.0,162,111,0,0,-51,10,7,1,0,0,0.0,0.0,0.18518518518518517,0.12962962962962962,0.0,0.018518518518518517,3
55.0,165,111,0,0,-54,10,7,1,0,0,0.0,0.0,0.18181818181818182,0.12727272727272726,0.0,0.01818181818181818,3
56.0,168,111,0,0,-57,10,7,1,0,0,0.0,0.0,0.17857142857142858,0.125,0.0,0.017857142857142856,3
57.0,171,111,0,0,-60,11,7,1,0,0,0.0,0.0,0.19298245614035087,0.12280701754385964,0.0,0.017543859649122806,3
58.0,174,119,0,0,-55,11,7,1,0,0,0.0,0.0,0.1896551724137931,0.1206896551724138,0.0,0.017241379310344827,3
59.0,177,119,0,0,-58,11,7,1,0,0,0.0,0.0,0.1864406779661017,0.11864406779661017,0.0,0.01694915254237288,3
60.0,180,119,0,0,-61,11,7,1,0,0,0.0,0.0,0.18333333333333332,0.11666666666666667,0.0,0.016666666666666666,3
61.0,183,119,0,0,-64,11,7,1,0,0,0.0,0.0,0.18032786885245902,0.11475409836065574,0.0,0.01639344262295082,3
62.0,186,119,0,0,-67,11,8,1,0,0,0.0,0.0,0.1774193548387097,0.12903225806451613,0.0,0.016129032258064516,3
63.0,189,122,0,0,-67,11,8,1,0,0,0.0,0.0,0.1746031746031746,0.12698412698412698,0.0,0.015873015873015872,3
64.0,192,122,0,0,-70,12,8,1,0,0,0.0,0.0,0.1875,0.125,0.0,0.015625,3
65.0,195,130,0,0,-65,12,8,1,0,0,0.0,0.0,0.18461538461538463,0.12307692307692308,0.0,0.015384615384615385,3
66.0,198,130,0,0,-68,12,8,1,0,0,0.0,0.0,0.18181818181818182,0.12121212121212122,0.0,0.015151515151515152,3
67.0,201,130,0,0,-71,12,9,1,0,0,0.0,0.0,0.1791044776119403,0.13432835820895522,0.0,0.014925373134328358,3
68.0,204,133,0,0,-71,12,9,1,0,0,0.0,0.0,0.17647058823529413,0.1323529411764706,0.0,0.014705882352941176,3
69.0,207,133,0,0,-74,12,9,1,0,0,0.0,0.0,0.17391304347826086,0.13043478260869565,0.0,0.014492753623188406,3
70.0,210,133,0,0,-77,13,9,1,0,0,0.0,0.0,0.18571428571428572,0.12857142857142856,0.0,0.014285714285714285,3
71.0,213,141,0,0,-72,14,9,1,0,0,0.0,0.0,0.19718309859154928,0.1267605633802817,0.0,0.014084507042253521,3
72.0,216,149,0,0,-67,14,9,1,0,0,0.0,0.0,0.19444444444444445,0.125,0.0,0.013888888888888888,3
73.0,219,149,0,0,-70,14,9,1,0,0,0.0,0.0,0.1917808219178082,0.1232876712328767,0.0,0.0136986301369863,3
74.0,222,149,0,0,-73,14,9,1,0,0,0.0,0.0,0.1891891891891892,0.12162162162162163,0.0,0.013513513513513514,3
75.0,225,149,0,0,-76,14,9,1,0,0,0.0,0.0,0.18666666666666668,0.12,0.0,0.013333333333333334,3
76.0,228,149,0,0,-79,14,9,1,0,0,0.0,0.0,0.18421052631578946,0.11842105263157894,0.0,0.013157894736842105,3
77.0,231,149,0,0,-82,15,9,1,0,0,0.0,0.0,0.19480519480519481,0.11688311688311688,0.0,0.012987012987012988,3
78.0,234,157,0,0,-77,15,9,1,0,0,0.0,0.0,0.19230769230769232,0.11538461538461539,0.0,0.01282051282051282,3
79.0,237,157,0,0,-80,15,9,1,0,0,0.0,0.0,0.189873417721519,0.11392405063291139,0.0,0.012658227848101266,3
80.0,238,157,0,1,-81,15,9,1,0,0,0.0,0.0125,0.1875,0.1125,0.0,0.0125,3
81.0,283,451,0,1,168,16,9,1,0,0,0.0,0.012345679012345678,0.19753086419753085,0.1111111111111111,0.0,0.012345679012345678,3
82.0,286,459,0,1,173,16,9,1,0,0,0.0,0.012195121951219513,0.1951219512195122,0.10975609756097561,0.0,0.012195121951219513,3
83.0,289,459,0,1,170,17,9,1,0,0,0.0,0.012048192771084338,0.20481927710843373,0.10843373493975904,0.0,0.012048192771084338,3
84.0,292,467,0,1,175,17,10,1,0,0,0.0,0.011904761904761904,0.20238095238095238,0.11904761904761904,0.0,0.011904761904761904,3
85.0,295,470,0,1,175,18,10,1,0,0,0.0,0.011764705882352941,0.21176470588235294,0.11764705882352941,0.0,0.011764705882352941,3
86.0,298,478,0,1,180,18,11,1,0,0,0.0,0.011627906976744186,0.20930232558139536,0.12790697674418605,0.0,0.011627906976744186,3
87.0,301,481,0,1,180,18,11,1,0,0,0.0,0.011494252873563218,0.20689655172413793,0.12643678160919541,0.0,0.011494252873563218,3
88.0,304,481,0,1,177,18,11,1,0,0,0.0,0.011363636363636364,0.20454545454545456,0.125,0.0,0.011363636363636364,3
89.0,307,481,0,1,174,19,11,1,0,0,0.0,0.011235955056179775,0.21348314606741572,0.12359550561797752,0.0,0.011235955056179775,3
90.0,310,489,0,1,179,19,12,1,0,0,0.0,0.011111111111111112,0.2111111111111111,0.13333333333333333,0.0,0.011111111111111112,3
91.0,313,492,0,1,179,19,12,1,0,0,0.0,0.01098901098901099,0.2087912087912088,0.13186813186813187,0.0,0.01098901098901099,3
92.0,316,492,0,1,176,19,12,1,0,0,0.0,0.010869565217391304,0.20652173913043478,0.13043478260869565,0.0,0.010869565217391304,3
93.0,319,492,0,1,173,19,12,1,0,0,0.0,0.010752688172043012,0.20430107526881722,0.12903225806451613,0.0,0.010752688172043012,3
94.0,322,492,0,1,170,20,12,1,0,0,0.0,0.010638297872340425,0.2127659574468085,0.1276595744680851,0.0,0.010638297872340425,3
95.0,325,500,0,1,175,20,12,1,0,0,0.0,0.010526315789473684,0.21052631578947367,0.12631578947368421,0.0,0.010526315789473684,3
96.0,328,500,0,1,172,20,12,1,0,0,0.0,0.010416666666666666,0.20833333333333334,0.125,0.0,0.010416666666666666,3
97.0,331,500,0,1,169,20,12,1,0,0,0.0,0.010309278350515464,0.20618556701030927,0.12371134020618557,0.0,0.010309278350515464,3
98.0,334,500,0,1,166,20,12,1,0,0,0.0,0.01020408163265306,0.20408163265306123,0.12244897959183673,0.0,0.01020408163265306,3
99.0,337,500,0,1,163,20,12,1,0,0,0.0,0.010101010101010102,0.20202020202020202,0.12121212121212122,0.0,0.010101010101010102,3
100.0,340,500,0,1,160,20,12,1,0,0,0.0,0.01,0.2,0.12,0.0,0.01,3
101.0,343,500,0,1,157,20,12,1,0,0,0.0,0.009900990099009901,0.19801980198019803,0.1188118811881188,0.0,0.009900990099009901,3
102.0,346,500,0,1,154,20,12,1,0,0,0.0,0.00980392156862745,0.19607843137254902,0.11764705882352941,0.0,0.00980392156862745,3
103.0,349,500,0,1,151,20,12,1,0,0,0.0,0.009708737864077669,0.1941747572815534,0.11650485436893204,0.0,0.009708737864077669,3
104.0,352,500,0,1,148,20,12,1,0,0,0.0,0.009615384615384616,0.19230769230769232,0.11538461538461539,0.0,0.009615384615384616,3
105.0,355,500,0,1,145,20,12,1,0,0,0.0,0.009523809523809525,0.19047619047619047,0.11428571428571428,0.0,0.009523809523809525,3
106.0,358,500,0,1,142,21,12,1,0,0,0.0,0.009433962264150943,0.19811320754716982,0.11320754716981132,0.0,0.009433962264150943,3
107.0,361,508,0,1,147,21,12,1,0,0,0.0,0.009345794392523364,0.19626168224299065,0.11214953271028037,0.0,0.009345794392523364,3
108.0,364,508,0,1,144,21,12,1,0,0,0.0,0.009259259259259259,0.19444444444444445,0.1111111111111111,0.0,0.009259259259259259,3
109.0,367,508,0,1,141,22,12,1,0,0,0.0,0.009174311926605505,0.2018348623853211,0.11009174311926606,0.0,0.009174311926605505,3
110.0,370,516,0,1,146,22,12,1,0,0,0.0,0.00909090909090909,0.2,0.10909090909090909,0.0,0.00909090909090909,3
111.0,373,516,0,1,143,22,13,1,0,0,0.0,0.009009009009009009,0.1981981981981982,0.11711711711711711,0.0,0.009009009009009009,3
112.0,376,519,0,1,143,22,14,1,0,0,0.0,0.008928571428571428,0.19642857142857142,0.125,0.0,0.008928571428571428,3
113.0,379,522,0,1,143,22,14,1,0,0,0.0,0.008849557522123894,0.19469026548672566,0.12389380530973451,0.0,0.008849557522123894,3
114.0,382,522,0,1,140,22,14,2,0,0,0.0,0.008771929824561403,0.19298245614035087,0.12280701754385964,0.0,0.017543859649122806,3
115.0,385,524,0,1,139,22,15,2,0,0,0.0,0.008695652173913044,0.19130434782608696,0.13043478260869565,0.0,0.017391304347826087,3
116.0,388,527,0,1,139,23,15,2,0,0,0.0,0.008620689655172414,0.19827586206896552,0.12931034482758622,0.0,0.017241379310344827,3
117.0,391,535,0,1,144,23,15,2,0,0,0.0,0.008547008547008548,0.19658119658119658,0.1282051282051282,0.0,0.017094017094017096,3
118.0,394,535,0,1,141,24,15,2,0,0,0.0,0.00847457627118644,0.2033898305084746,0.1271186440677966,0.0,0.01694915254237288,3
119.0,397,543,0,1,146,24,16,2,0,0,0.0,0.008403361344537815,0.20168067226890757,0.13445378151260504,0.0,0.01680672268907563,3
120.0,400,546,0,1,146,24,16,2,0,0,0.0,0.008333333333333333,0.2,0.13333333333333333,0.0,0.016666666666666666,3
121.0,403,546,0,1,143,24,16,2,0,0,0.0,0.008264462809917356,0.19834710743801653,0.1322314049586777,0.0,0.01652892561983471,3
122.0,406,546,0,1,140,24,17,2,0,0,0.0,0.00819672131147541,0.19672131147540983,0.13934426229508196,0.0,0.01639344262295082,3
123.0,409,549,0,1,140,24,17,2,0,0,0.0,0.008130081300813009,0.1951219512195122,0.13821138211382114,0.0,0.016260162601626018,3
124.0,412,549,0,1,137,24,18,2,0,0,0.0,0.008064516129032258,0.1935483870967742,0.14516129032258066,0.0,0.016129032258064516,3
125.0,415,552,0,1,137,25,18,2,0,0,0.0,0.008,0.2,0.144,0.0,0.016,3
126.0,418,560,0,1,142,25,18,2,0,0,0.0,0.007936507936507936,0.1984126984126984,0.14285714285714285,0.0,0.015873015873015872,3
127.0,421,560,0,1,139,25,18,2,0,0,0.0,0.007874015748031496,0.1968503937007874,0.14173228346456693,0.0,0.015748031496062992,3
128.0,424,560,0,1,136,25,18,2,0,0,0.0,0.0078125,0.1953125,0.140625,0.0,0.015625,3
129.0,427,560,0,1,133,25,18,2,0,0,0.0,0.007751937984496124,0.1937984496124031,0.13953488372093023,0.0,0.015503875968992248,3
130.0,430,560,0,1,130,25,18,2,0,0,0.0,0.007692307692307693,0.19230769230769232,0.13846153846153847,0.0,0.015384615384615385,3
131.0,433,560,0,1,127,25,18,2,0,0,0.0,0.007633587786259542,0.19083969465648856,0.13740458015267176,0.0,0.015267175572519083,3
132.0,436,560,0,1,124,25,18,2,0,0,0.0,0.007575757575757576,0.1893939393939394,0.13636363636363635,0.0,0.015151515151515152,3
133.0,437,560,0,2,123,25,18,2,0,0,0.0,0.015037593984962405,0.18796992481203006,0.13533834586466165,0.0,0.015037593984962405,3
134.0,482,862,0,2,380,25,18,2,0,0,0.0,0.014925373134328358,0.1865671641791045,0.13432835820895522,0.0,0.014925373134328358,3
135.0,485,862,0,2,377,25,18,2,0,0,0.0,0.014814814814814815,0.18518518518518517,0.13333333333333333,0.0,0.014814814814814815,3
136.0,488,862,0,2,374,25,19,2,0,0,0.0,0.014705882352941176,0.18382352941176472,0.13970588235294118,0.0,0.014705882352941176,3
137.0,491,865,0,2,374,26,19,2,0,0,0.0,0.014598540145985401,0.1897810218978102,0.1386861313868613,0.0,0.014598540145985401,3
138.0,494,873,0,2,379,26,19,2,0,0,0.0,0.014492753623188406,0.18840579710144928,0.13768115942028986,0.0,0.014492753623188406,3
139.0,497,873,0,2,376,27,19,2,0,0,0.0,0.014388489208633094,0.19424460431654678,0.1366906474820144,0.0,0.014388489208633094,3
140.0,500,881,0,2,381,27,19,2,0,0,0.0,0.014285714285714285,0.19285714285714287,0.1357142857142857,0.0,0.014285714285714285,3
141.0,503,881,0,2,378,28,19,2,0,0,0.0,0.014184397163120567,0.19858156028368795,0.1347517730496454,0.0,0.014184397163120567,3
142.0,506,889,0,2,383,28,19,2,0,0,0.0,0.014084507042253521,0.19718309859154928,0.13380281690140844,0.0,0.014084507042253521,3
143.0,509,889,0,2,380,28,19,2,0,0,0.0,0.013986013986013986,0.1958041958041958,0.13286713286713286,0.0,0.013986013986013986,3
144.0,512,889,0,2,377,28,19,2,0,0,0.0,0.013888888888888888,0.19444444444444445,0.13194444444444445,0.0,0.013888888888888888,3
145.0,515,889,0,2,374,28,19,2,0,0,0.0,0.013793103448275862,0.19310344827586207,0.1310344827586207,0.0,0.013793103448275862,3
146.0,518,889,0,2,371,28,19,2,0,0,0.0,0.0136986301369863,0.1917808219178082,0.13013698630136986,0.0,0.0136986301369863,3
147.0,521,889,0,2,368,28,20,2,0,0,0.0,0.013605442176870748,0.19047619047619047,0.1360544217687075,0.0,0.013605442176870748,3
148.0,524,892,0,2,368,28,20,2,0,0,0.0,0.013513513513513514,0.1891891891891892,0.13513513513513514,0.0,0.013513513513513514,3
149.0,527,892,0,2,365,28,20,2,0,0,0.0,0.013422818791946308,0.18791946308724833,0.1342281879194631,0.0,0.013422818791946308,3
150.0,530,892,0,2,362,28,20,2,0,0,0.0,0.013333333333333334,0.18666666666666668,0.13333333333333333,0.0,0.013333333333333334,3
151.0,533,892,0,2,359,29,20,2,0,0,0.0,0.013245033112582781,0.19205298013245034,0.13245033112582782,0.0,0.013245033112582781,3
152.0,536,900,0,2,364,29,21,2,0,0,0.0,0.013157894736842105,0.19078947368421054,0.13815789473684212,0.0,0.013157894736842105,3
153.0,539,903,0,2,364,29,21,2,0,0,0.0,0.013071895424836602,0.1895424836601307,0.13725490196078433,0.0,0.013071895424836602,3
154.0,542,903,0,2,361,29,21,2,0,0,0.0,0.012987012987012988,0.18831168831168832,0.13636363636363635,0.0,0.012987012987012988,3
155.0,545,903,0,2,358,29,21,2,0,0,0.0,0.012903225806451613,0.1870967741935484,0.13548387096774195,0.0,0.012903225806451613,3
156.0,548,903,0,2,355,29,21,2,0,0,0.0,0.01282051282051282,0.1858974358974359,0.1346153846153846,0.0,0.01282051282051282,3
157.0,551,903,0,2,352,30,21,2,0,0,0.0,0.012738853503184714,0.1910828025477707,0.1337579617834395,0.0,0.012738853503184714,3
158.0,554,911,0,2,357,30,21,2,0,0,0.0,0.012658227848101266,0.189873417721519,0.13291139240506328,0.0,0.012658227848101266,3
159.0,557,911,0,2,354,30,21,2,0,0,0.0,0.012578616352201259,0.18867924528301888,0.1320754716981132,0.0,0.012578616352201259,3
160.0,560,911,0,2,351,30,21,2,0,0,0.0,0.0125,0.1875,0.13125,0.0,0.0125,3
161.0,563,911,0,2,348,30,21,2,0,0,0.0,0.012422360248447204,0.18633540372670807,0.13043478260869565,0.0,0.012422360248447204,3
162.0,566,911,0,2,345,30,21,2,0,0,0.0,0.012345679012345678,0.18518518518518517,0.12962962962962962,0.0,0.012345679012345678,3
163.0,569,911,0,2,342,30,21,2,0,0,0.0,0.012269938650306749,0.18404907975460122,0.12883435582822086,0.0,0.012269938650306749,3
164.0,572,911,0,2,339,30,21,2,0,0,0.0,0.012195121951219513,0.18292682926829268,0.12804878048780488,0.0,0.012195121951219513,3
165.0,575,911,0,2,336,31,21,2,0,0,0.0,0.012121212121212121,0.18787878787878787,0.12727272727272726,0.0,0.012121212121212121,3
166.0,578,919,0,2,341,31,21,2,0,0,0.0,0.012048192771084338,0.18674698795180722,0.12650602409638553,0.0,0.012048192771084338,3
167.0,581,919,0,2,338,31,22,2,0,0,0.0,0.011976047904191617,0.18562874251497005,0.1317365269461078,0.0,0.011976047904191617,3
168.0,584,922,0,2,338,31,22,2,0,0,0.0,0.011904761904761904,0.18452380952380953,0.13095238095238096,0.0,0.011904761904761904,3
169.0,587,922,0,2,335,31,22,2,0,0,0.0,0.011834319526627219,0.1834319526627219,0.1301775147928994,0.0,0.011834319526627219,3
170.0,590,922,0,2,332,31,22,2,0,0,0.0,0.011764705882352941,0.18235294117647058,0.12941176470588237,0.0,0.011764705882352941,3
171.0,593,922,0,2,329,31,22,2,0,0,0.0,0.011695906432748537,0.18128654970760233,0.1286549707602339,0.0,0.011695906432748537,3
172.0,596,922,0,2,326,31,22,2,0,0,0.0,0.011627906976744186,0.18023255813953487,0.12790697674418605,0.0,0.011627906976744186,3
173.0,599,922,0,2,323,31,22,2,0,0,0.0,0.011560693641618497,0.1791907514450867,0.12716763005780346,0.0,0.011560693641618497,3
174.0,602,922,0,2,320,31,22,2,0,0,0.0,0.011494252873563218,0.1781609195402299,0.12643678160919541,0.0,0.011494252873563218,3
175.0,605,922,0,2,317,31,22,2,0,0,0.0,0.011428571428571429,0.17714285714285713,0.12571428571428572,0.0,0.011428571428571429,3
176.0,608,922,0,2,314,32,22,2,0,0,0.0,0.011363636363636364,0.18181818181818182,0.125,0.0,0.011363636363636364,3
177.0,611,930,0,2,319,32,22,2,0,0,0.0,0.011299435028248588,0.1807909604519774,0.12429378531073447,0.0,0.011299435028248588,3
178.0,614,930,0,2,316,32,22,2,0,0,0.0,0.011235955056179775,0.1797752808988764,0.12359550561797752,0.0,0.011235955056179775,3
179.0,617,930,0,2,313,32,23,2,0,0,0.0,0.0111731843575419,0.1787709497206704,0.12849162011173185,0.0,0.0111731843575419,3
180.0,620,933,0,2,313,32,23,2,0,0,0.0,0.011111111111111112,0.17777777777777778,0.12777777777777777,0.0,0.011111111111111112,3
181.0,623,933,0,2,310,32,23,2,0,0,0.0,0.011049723756906077,0.17679558011049723,0.1270718232044199,0.0,0.011049723756906077,3
182.0,626,933,0,2,307,32,23,2,0,0,0.0,0.01098901098901099,0.17582417582417584,0.12637362637362637,0.0,0.01098901098901099,3
183.0,629,933,0,2,304,32,23,2,0,0,0.0,0.01092896174863388,0.17486338797814208,0.12568306010928962,0.0,0.01092896174863388,3
184.0,632,933,0,2,301,32,23,2,0,0,0.0,0.010869565217391304,0.17391304347826086,0.125,0.0,0.010869565217391304,3
185.0,635,933,0,2,298,32,23,2,0,0,0.0,0.010810810810810811,0.17297297297297298,0.12432432432432433,0.0,0.010810810810810811,3
186.0,638,933,0,2,295,32,23,2,0,0,0.0,0.010752688172043012,0.17204301075268819,0.12365591397849462,0.0,0.010752688172043012,3
187.0,641,933,0,2,292,32,23,2,0,0,0.0,0.0106951871657754,0.1711229946524064,0.12299465240641712,0.0,0.0106951871657754,3
188.0,644,933,0,2,289,32,23,2,0,0,0.0,0.010638297872340425,0.1702127659574468,0.12234042553191489,0.0,0.010638297872340425,3
189.0,647,933,0,2,286,32,24,2,0,0,0.0,0.010582010582010581,0.1693121693121693,0.12698412698412698,0.0,0.010582010582010581,3
190.0,650,936,0,2,286,33,24,2,0,0,0.0,0.010526315789473684,0.1736842105263158,0.12631578947368421,0.0,0.010526315789473684,3
191.0,653,944,0,2,291,33,24,2,0,0,0.0,0.010471204188481676,0.17277486910994763,0.1256544502617801,0.0,0.010471204188481676,3
192.0,656,944,0,2,288,33,24,2,0,0,0.0,0.010416666666666666,0.171875,0.125,0.0,0.010416666666666666,3
193.0,659,944,0,2,285,33,24,2,0,0,0.0,0.010362694300518135,0.17098445595854922,0.12435233160621761,0.0,0.010362694300518135,3
194.0,662,944,0,2,282,33,24,2,0,0,0.0,0.010309278350515464,0.17010309278350516,0.12371134020618557,0.0,0.010309278350515464,3
195.0,665,944,0,2,279,33,24,2,0,0,0.0,0.010256410256410256,0.16923076923076924,0.12307692307692308,0.0,0.010256410256410256,3
196.0,668,944,0,2,276,33,24,2,0,0,0.0,0.01020408163265306,0.1683673469387755,0.12244897959183673,0.0,0.01020408163265306,3
197.0,671,944,0,2,273,33,25,2,0,0,0.0,0.01015228426395939,0.16751269035532995,0.12690355329949238,0.0,0.01015228426395939,3
198.0,674,947,0,2,273,33,25,2,0,0,0.0,0.010101010101010102,0.16666666666666666,0.12626262626262627,0.0,0.010101010101010102,3
199.0,677,947,0,2,270,34,25,2,0,0,0.0,0.010050251256281407,0.1708542713567839,0.12562814070351758,0.0,0.010050251256281407,3
200.0,680,955,0,2,275,34,25,2,0,0,0.0,0.01,0.17,0.125,0.0,0.01,3
201.0,683,955,0,2,272,35,25,2,0,0,0.0,0.009950248756218905,0.17412935323383086,0.12437810945273632,0.0,0.009950248756218905,3
202.0,686,963,0,2,277,35,25,2,0,0,0.0,0.009900990099009901,0.17326732673267325,0.12376237623762376,0.0,0.009900990099009901,3
203.0,689,963,0,2,274,35,25,2,0,0,0.0,0.009852216748768473,0.1724137931034483,0.12315270935960591,0.0,0.009852216748768473,3
204.0,692,963,0,2,271,35,25,2,0,0,0.0,0.00980392156862745,0.1715686274509804,0.12254901960784313,0.0,0.00980392156862745,3
