Sales date,Sales time,Price,Item name,Item Group,quantity
2022/12/4,2022/12/4 12:43,830,soy sauce chicken ramen,ramen,1
2022/12/4,2022/12/4 12:44,980,salty aged chikin ramen,ramen,1
2022/12/4,2022/12/4 12:44,100,large serving of noodles,topping,1
2022/12/4,2022/12/4 12:44,100,boiled egg,topping,1
2022/12/4,2022/12/4 12:51,830,soy sauce chicken ramen,ramen,1
2022/12/4,2022/12/4 12:51,100,boiled egg,topping,1
2022/12/4,2022/12/4 12:51,980,salty aged chikin ramen,ramen,1
2022/12/4,2022/12/4 12:58,980,salty aged chikin ramen,ramen,1
2022/12/4,2022/12/4 12:58,100,boiled egg,topping,1
2022/12/4,2022/12/4 12:59,930,soy sauce aged chicken ramen,ramen,1
2022/12/4,2022/12/4 12:59,200,chikin tempura + rice set,topping,1
2022/12/4,2022/12/4 13:00,900,mazesoba,ramen,1
2022/12/4,2022/12/4 13:00,980,salty aged chikin ramen,ramen,1
2022/12/4,2022/12/4 13:00,100,large serving of noodles,topping,1
2022/12/4,2022/12/4 13:02,930,soy sauce aged chicken ramen,ramen,1
2022/12/4,2022/12/4 13:07,930,soy sauce aged chicken ramen,ramen,1
2022/12/4,2022/12/4 13:07,100,boiled egg,topping,1
2022/12/4,2022/12/4 13:07,830,soy sauce chicken ramen,ramen,1
2022/12/4,2022/12/4 13:07,390,draft beer,drink,1
2022/12/4,2022/12/4 13:07,150,chicken tempura,A la carte,1
2022/12/4,2022/12/4 13:08,200,oolong tea,drink,1
2022/12/4,2022/12/4 13:08,250,bamboo shoots,A la carte,1
2022/12/4,2022/12/4 13:19,830,soy sauce chicken ramen,ramen,1
2022/12/4,2022/12/4 13:20,830,soy sauce chicken ramen,ramen,2
2022/12/4,2022/12/4 13:30,830,soy sauce chicken ramen,ramen,1
2022/12/4,2022/12/4 13:30,200,chikin tempura + rice set,topping,1
2022/12/4,2022/12/4 13:31,830,soy sauce chicken ramen,ramen,1
2022/12/4,2022/12/4 13:31,200,chikin tempura + rice set,topping,1
2022/12/4,2022/12/4 13:31,830,soy sauce chicken ramen,ramen,1
2022/12/4,2022/12/4 13:35,830,soy sauce chicken ramen,ramen,1
2022/12/4,2022/12/4 13:35,100,large serving of noodles,topping,1
2022/12/4,2022/12/4 13:42,980,salty aged chikin ramen,ramen,1
2022/12/4,2022/12/4 13:42,100,large serving of noodles,topping,1
2022/12/4,2022/12/4 13:43,980,salty aged chikin ramen,ramen,1
2022/12/4,2022/12/4 13:44,980,salty aged chikin ramen,ramen,1
2022/12/4,2022/12/4 13:44,100,large serving of noodles,topping,1
2022/12/4,2022/12/4 13:44,900,mazesoba,ramen,1
2022/12/4,2022/12/4 13:46,830,soy sauce chicken ramen,ramen,2
2022/12/4,2022/12/4 13:46,200,chikin tempura + rice set,topping,1
2022/12/4,2022/12/4 13:53,830,soy sauce chicken ramen,ramen,1
