No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
390.0,1330,1931,3,3,60,73,7,0,0,3
391.0,1333,1939,3,3,60,73,7,0,0,3
392.0,1336,1939,3,3,61,73,7,0,0,3
393.0,1339,1947,3,3,61,74,7,0,0,3
394.0,1342,1950,3,3,62,74,7,0,0,3
395.0,1345,1958,3,3,62,74,7,0,0,3
396.0,1348,1958,3,3,63,74,7,0,0,3
397.0,1351,1966,3,3,63,74,7,0,0,3
398.0,1354,1966,3,3,63,74,7,0,0,3
399.0,1357,1966,3,3,63,74,7,0,0,3
400.0,1360,1966,3,3,63,74,7,0,0,3
401.0,1363,1966,3,3,63,74,7,0,0,3
402.0,1366,1966,3,3,64,74,7,0,0,3
403.0,1369,1974,3,3,64,75,7,0,0,3
404.0,1372,1977,3,3,64,75,7,0,0,3
405.0,1375,1977,3,3,65,75,7,0,0,3
406.0,1378,1985,3,3,65,75,7,0,0,3
407.0,1381,1985,3,3,65,75,7,0,0,3
408.0,1384,1985,3,3,65,75,7,0,0,3
409.0,1387,1985,3,3,65,76,7,0,0,3
410.0,1390,1988,3,3,66,76,7,0,0,3
411.0,1393,1996,3,3,66,76,7,0,0,3
412.0,1396,1996,3,3,66,76,7,0,0,3
413.0,1399,1996,3,3,66,76,7,0,0,3
414.0,1402,1996,3,3,66,76,7,0,0,3
415.0,1405,1996,3,3,66,76,7,0,0,3
416.0,1408,1996,3,3,66,76,7,0,0,3
417.0,1411,1996,3,3,66,76,7,0,0,3
418.0,1414,1996,3,3,66,76,8,0,0,3
419.0,1417,1998,3,3,66,77,8,0,0,3
420.0,1420,2001,3,3,66,77,8,0,0,3
421.0,1423,2001,3,3,67,77,8,0,0,3
422.0,1426,2009,3,3,67,77,8,0,0,3
423.0,1429,2009,3,3,67,77,8,0,0,3
424.0,1432,2009,3,3,67,77,8,0,0,3
425.0,1435,2009,3,3,67,78,8,0,0,3
426.0,1438,2012,3,3,67,78,8,0,0,3
427.0,1441,2012,3,3,67,78,8,0,0,3
428.0,1444,2012,3,3,68,78,8,0,0,3
429.0,1447,2020,3,3,68,79,8,0,0,3
430.0,1450,2023,3,3,69,79,8,0,0,3
431.0,1453,2031,3,3,69,79,8,0,0,3
432.0,1456,2031,3,3,69,79,8,0,0,3
433.0,1459,2031,3,3,69,79,8,0,0,3
434.0,1462,2031,3,3,69,79,8,0,0,3
435.0,1465,2031,3,3,69,79,8,0,0,3
436.0,1468,2031,3,3,70,79,8,0,0,3
437.0,1471,2039,3,3,70,80,8,0,0,3
438.0,1474,2042,3,3,70,80,8,0,0,3
439.0,1477,2042,3,3,70,80,8,0,0,3
440.0,1480,2042,3,3,71,80,8,0,0,3
441.0,1483,2050,3,3,71,80,8,0,0,3
442.0,1486,2050,3,3,71,80,8,0,0,3
443.0,1489,2050,3,3,71,80,8,0,0,3
444.0,1492,2050,3,3,72,80,8,0,0,3
445.0,1495,2058,3,3,73,80,8,0,0,3
446.0,1498,2066,3,3,73,80,8,0,0,3
447.0,1501,2066,3,3,73,80,8,0,0,3
448.0,1504,2066,3,3,73,80,8,0,0,3
449.0,1507,2066,3,3,73,80,8,0,0,3
450.0,1510,2066,3,3,73,80,8,0,0,3
451.0,1513,2066,3,3,74,80,8,0,0,3
452.0,1516,2074,3,3,74,80,8,0,0,3
453.0,1519,2074,3,3,75,80,8,0,0,3
454.0,1522,2082,3,3,75,80,8,0,0,3
455.0,1525,2082,3,3,75,80,8,0,0,3
456.0,1528,2082,3,3,75,80,8,0,0,3
457.0,1531,2082,3,3,76,80,8,0,0,3
458.0,1534,2090,3,3,76,80,8,0,0,3
459.0,1537,2090,3,3,76,81,8,0,0,3
460.0,1540,2093,3,3,76,81,8,0,0,3
461.0,1543,2093,3,3,77,81,8,0,0,3
462.0,1546,2101,3,3,77,81,8,0,0,3
463.0,1549,2101,3,3,77,81,8,0,0,3
464.0,1552,2101,3,3,77,81,8,0,0,3
465.0,1555,2101,3,3,77,82,8,0,0,3
466.0,1558,2104,3,3,77,82,8,0,0,3
467.0,1561,2104,3,3,77,82,8,0,0,3
468.0,1564,2104,3,3,77,82,8,0,0,3
469.0,1567,2104,3,3,77,82,8,0,0,3
470.0,1570,2104,3,3,77,83,8,0,0,3
471.0,1573,2107,3,3,77,83,8,0,0,3
472.0,1576,2107,3,3,77,83,8,0,0,3
473.0,1579,2107,3,3,77,83,8,0,0,3
474.0,1582,2107,3,3,77,83,8,0,0,3
475.0,1585,2107,3,3,77,83,8,0,0,3
476.0,1588,2107,3,3,77,84,8,0,0,3
477.0,1591,2110,3,3,77,84,8,0,0,3
478.0,1594,2110,3,3,77,84,8,0,0,3
479.0,1597,2110,3,3,77,84,8,0,0,3
480.0,1600,2110,3,3,77,85,8,0,0,3
481.0,1603,2113,3,3,78,85,8,0,0,3
482.0,1606,2121,3,3,79,85,8,0,0,3
483.0,1609,2129,3,3,80,85,8,0,0,3
484.0,1612,2137,3,3,80,85,8,0,0,3
485.0,1615,2137,3,3,80,86,8,0,0,3
486.0,1618,2140,3,3,80,86,8,0,0,3
487.0,1621,2140,3,3,80,87,8,0,0,3
488.0,1624,2143,3,3,80,87,8,0,0,3
489.0,1627,2143,3,3,80,87,8,0,0,3
490.0,1630,2143,3,3,80,88,8,0,0,3
491.0,1633,2146,3,3,80,88,8,0,0,3
492.0,1636,2146,3,3,80,88,8,0,0,3
493.0,1639,2146,3,3,80,88,8,0,0,3
494.0,1642,2146,3,3,81,88,8,0,0,3
495.0,1645,2154,3,3,82,88,8,0,0,3
496.0,1648,2162,3,3,82,88,8,0,0,3
497.0,1651,2162,3,3,82,88,8,0,0,3
498.0,1654,2162,3,3,82,88,8,0,0,3
499.0,1657,2162,3,3,82,88,8,0,0,3
500.0,1660,2162,3,3,82,88,8,0,0,3
501.0,1663,2162,3,3,82,89,8,0,0,3
502.0,1666,2165,3,3,82,89,8,0,0,3
503.0,1669,2165,3,3,82,89,8,0,0,3
504.0,1672,2165,3,3,82,89,8,0,0,3
505.0,1675,2165,3,3,82,89,8,0,0,3
506.0,1678,2165,3,3,82,89,8,0,0,3
507.0,1681,2165,3,3,83,89,8,0,0,3
508.0,1684,2173,3,3,83,89,8,0,0,3
509.0,1687,2173,3,3,84,89,8,0,0,3
510.0,1690,2181,3,3,84,89,8,0,0,3
511.0,1693,2181,3,3,85,89,8,0,0,3
512.0,1696,2189,3,3,85,89,8,0,0,3
513.0,1699,2189,3,3,85,89,8,0,0,3
514.0,1702,2189,3,3,85,89,8,0,0,3
515.0,1705,2189,3,3,85,89,8,0,0,3
516.0,1708,2189,3,3,85,89,8,0,0,3
517.0,1711,2189,3,3,85,89,8,0,0,3
518.0,1714,2189,3,3,85,89,8,0,0,3
519.0,1717,2189,3,3,85,89,8,0,0,3
520.0,1720,2189,3,3,85,89,8,0,0,3
521.0,1723,2189,3,3,86,89,8,0,0,3
522.0,1726,2197,3,3,86,89,8,0,0,3
523.0,1729,2197,3,3,86,89,8,0,0,3
524.0,1732,2197,3,3,86,89,8,0,0,3
525.0,1735,2197,3,3,86,89,8,0,0,3
526.0,1738,2197,3,3,86,89,8,0,0,3
527.0,1741,2197,3,3,86,89,8,0,0,3
528.0,1744,2197,3,3,87,89,8,0,0,3
529.0,1747,2205,3,3,87,89,8,0,0,3
530.0,1750,2205,3,3,87,89,8,0,0,3
531.0,1753,2205,3,3,87,89,8,0,0,3
532.0,1756,2205,3,3,87,89,8,0,0,3
533.0,1759,2205,3,3,88,89,8,0,0,3
534.0,1762,2213,3,3,88,90,8,0,0,3
535.0,1765,2216,3,3,88,90,8,0,0,3
536.0,1768,2216,3,3,88,90,8,0,0,3
537.0,1771,2216,3,3,89,90,8,0,0,3
538.0,1774,2224,3,3,89,90,8,0,0,3
539.0,1777,2224,3,3,89,90,8,0,0,3
540.0,1780,2224,3,3,89,90,9,0,0,3
541.0,1783,2226,3,3,89,90,9,0,0,3
542.0,1786,2226,3,3,89,90,9,0,0,3
543.0,1789,2226,3,3,90,90,9,0,0,3
544.0,1792,2234,3,3,90,91,9,0,0,3
545.0,1795,2237,3,3,90,91,9,0,0,3
546.0,1798,2237,3,3,90,91,9,0,0,3
