No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
153.0,459,251,0,0,20,27,5,0,0,3
154.0,462,251,0,0,20,27,5,0,0,3
155.0,465,251,0,0,20,27,5,0,0,3
156.0,468,251,0,0,20,27,5,0,0,3
157.0,471,251,0,0,20,27,5,0,0,3
158.0,474,251,0,0,20,27,5,0,0,3
159.0,477,251,0,0,20,27,5,0,0,3
160.0,480,251,0,0,20,27,5,0,0,3
161.0,483,251,0,0,21,27,5,0,0,3
162.0,486,259,0,0,21,27,5,0,0,3
163.0,489,259,0,0,21,27,5,0,0,3
164.0,492,259,0,0,21,27,5,0,0,3
165.0,495,259,0,0,21,28,5,0,0,3
166.0,498,262,0,0,21,28,5,0,0,3
167.0,501,262,0,0,21,28,5,0,0,3
168.0,504,262,0,0,22,28,5,0,0,3
169.0,507,270,0,0,23,28,5,0,0,3
170.0,510,278,0,0,23,28,5,0,0,3
171.0,513,278,0,0,23,28,5,0,0,3
172.0,516,278,0,0,24,28,5,0,0,3
173.0,519,286,0,0,25,28,5,0,0,3
174.0,522,294,0,0,25,28,5,0,0,3
175.0,525,294,0,0,26,28,5,0,0,3
176.0,528,302,0,0,26,28,5,0,0,3
177.0,531,302,0,0,26,28,5,0,0,3
178.0,534,302,0,0,27,28,5,0,0,3
179.0,537,310,0,0,27,28,5,0,0,3
180.0,538,310,1,0,27,28,5,0,0,3
181.0,557,422,1,0,27,28,5,0,0,3
182.0,560,422,1,0,27,28,5,0,0,3
183.0,563,422,1,0,27,29,5,0,0,3
184.0,566,425,1,0,27,30,5,0,0,3
185.0,569,428,1,0,28,30,5,0,0,3
186.0,572,436,1,0,28,30,5,0,0,3
187.0,575,436,1,0,29,30,5,0,0,3
188.0,578,444,1,0,29,31,5,0,0,3
189.0,581,447,1,0,29,31,5,0,0,3
190.0,584,447,1,0,29,31,5,0,0,3
191.0,587,447,1,0,29,31,5,0,0,3
192.0,590,447,1,0,29,31,5,0,0,3
193.0,593,447,1,0,29,31,5,0,0,3
194.0,596,447,1,0,29,32,5,0,0,3
195.0,599,450,1,0,29,32,5,0,0,3
196.0,602,450,1,0,29,32,5,0,0,3
197.0,605,450,1,0,29,32,5,0,0,3
198.0,608,450,1,0,29,32,5,0,0,3
199.0,611,450,1,0,29,32,5,0,0,3
200.0,614,450,1,0,29,32,5,0,0,3
201.0,617,450,1,0,29,32,5,0,0,3
202.0,620,450,1,0,29,32,5,0,0,3
203.0,623,450,1,0,29,32,5,0,0,3
204.0,626,450,1,0,30,32,5,0,0,3
205.0,629,458,1,0,30,32,5,0,0,3
206.0,632,458,1,0,31,32,5,0,0,3
207.0,635,466,1,0,31,33,5,0,0,3
208.0,638,469,1,0,31,33,5,0,0,3
209.0,641,469,1,0,31,33,5,0,0,3
210.0,644,469,1,0,32,33,5,0,0,3
211.0,647,477,1,0,32,33,5,0,0,3
212.0,650,477,1,0,32,33,5,0,0,3
213.0,653,477,1,0,33,33,5,0,0,3
214.0,656,485,1,0,33,34,5,0,0,3
215.0,659,488,1,0,33,34,5,0,0,3
216.0,662,488,1,0,34,34,5,0,0,3
217.0,665,496,1,0,34,34,5,0,0,3
218.0,668,496,1,0,34,34,6,0,0,3
219.0,671,498,1,0,34,34,6,0,0,3
220.0,674,498,1,0,34,34,6,0,0,3
221.0,677,498,1,0,34,34,6,0,0,3
222.0,680,498,1,0,34,34,6,0,0,3
223.0,683,498,1,0,35,34,6,0,0,3
224.0,686,506,1,0,35,34,6,0,0,3
225.0,689,506,1,0,35,35,6,0,0,3
226.0,692,509,1,0,35,35,6,0,0,3
227.0,695,509,1,0,35,35,6,0,0,3
228.0,698,509,1,0,35,35,6,0,0,3
229.0,701,509,1,0,36,35,6,0,0,3
230.0,704,517,1,0,36,35,6,0,0,3
231.0,707,517,1,0,36,35,6,0,0,3
232.0,710,517,1,0,36,35,6,0,0,3
233.0,713,517,1,0,36,35,6,0,0,3
234.0,716,517,1,0,37,35,6,0,0,3
235.0,719,525,1,0,37,35,6,0,0,3
236.0,722,525,1,0,37,35,6,0,0,3
237.0,725,525,1,0,37,36,6,0,0,3
238.0,728,528,1,0,37,36,6,0,0,3
239.0,731,528,1,0,37,37,6,0,0,3
240.0,734,531,1,0,38,37,6,0,0,3
241.0,737,539,1,0,38,37,6,0,0,3
242.0,740,539,1,0,38,37,6,0,0,3
243.0,743,539,1,0,38,37,6,0,0,3
244.0,746,539,1,0,38,37,6,0,0,3
245.0,747,539,1,1,38,37,6,0,0,3
246.0,792,833,1,1,38,37,6,0,0,3
247.0,795,833,1,1,38,37,6,0,0,3
248.0,798,833,1,1,38,38,6,0,0,3
249.0,801,836,1,1,38,38,6,0,0,3
250.0,804,836,1,1,38,38,6,0,0,3
251.0,807,836,1,1,38,38,6,0,0,3
252.0,810,836,1,1,39,38,6,0,0,3
253.0,813,844,1,1,39,38,6,0,0,3
254.0,816,844,1,1,39,38,6,0,0,3
255.0,819,844,1,1,40,38,6,0,0,3
256.0,822,852,1,1,40,38,6,0,0,3
257.0,825,852,1,1,40,38,6,0,0,3
258.0,828,852,1,1,40,39,6,0,0,3
259.0,831,855,1,1,41,39,6,0,0,3
260.0,834,863,1,1,41,39,6,0,0,3
261.0,837,863,1,1,42,39,6,0,0,3
262.0,840,871,1,1,42,39,6,0,0,3
263.0,843,871,1,1,42,39,6,0,0,3
264.0,846,871,1,1,42,39,6,0,0,3
265.0,849,871,1,1,43,39,6,0,0,3
266.0,852,879,1,1,43,39,6,0,0,3
267.0,855,879,1,1,44,39,6,0,0,3
268.0,858,887,1,1,44,39,6,0,0,3
269.0,861,887,1,1,44,39,6,0,0,3
270.0,864,887,1,1,44,39,6,0,0,3
271.0,867,887,1,1,44,40,6,0,0,3
272.0,870,890,1,1,44,40,6,0,0,3
273.0,873,890,1,1,45,40,6,0,0,3
274.0,876,898,1,1,45,40,6,0,0,3
275.0,879,898,1,1,45,40,6,0,0,3
276.0,882,898,1,1,45,40,6,0,0,3
277.0,885,898,1,1,46,40,6,0,0,3
278.0,888,906,1,1,46,40,6,0,0,3
279.0,891,906,1,1,46,41,6,0,0,3
280.0,894,909,1,1,46,41,6,0,0,3
281.0,897,909,1,1,47,41,6,0,0,3
282.0,900,917,1,1,47,41,7,0,0,3
283.0,903,919,1,1,47,42,7,0,0,3
284.0,906,922,1,1,47,42,7,0,0,3
285.0,909,922,1,1,48,42,7,0,0,3
286.0,912,930,1,1,49,42,7,0,0,3
287.0,915,938,1,1,50,42,7,0,0,3
288.0,918,946,1,1,50,42,7,0,0,3
289.0,921,946,1,1,51,42,7,0,0,3
290.0,924,954,1,1,51,42,7,0,0,3
291.0,927,954,1,1,51,42,7,0,0,3
292.0,930,954,1,1,51,42,7,0,0,3
293.0,933,954,1,1,51,42,7,0,0,3
294.0,936,954,1,1,51,43,7,0,0,3
295.0,939,957,1,1,51,43,7,0,0,3
296.0,942,957,1,1,51,43,7,0,0,3
297.0,943,957,2,1,51,43,7,0,0,3
298.0,962,1069,2,1,52,43,7,0,0,3
299.0,965,1077,2,1,53,43,7,0,0,3
300.0,968,1085,2,1,53,43,7,0,0,3
301.0,971,1085,2,1,53,44,7,0,0,3
302.0,974,1088,2,1,53,44,7,0,0,3
303.0,977,1088,2,1,53,44,7,0,0,3
304.0,980,1088,2,1,53,44,7,0,0,3
305.0,983,1088,2,1,53,44,7,0,0,3
306.0,986,1088,2,1,53,44,7,0,0,3
307.0,989,1088,2,1,53,44,7,0,0,3
308.0,992,1088,2,1,53,45,7,0,0,3
309.0,995,1091,2,1,53,45,7,0,0,3
310.0,998,1091,2,1,53,45,7,0,0,3
311.0,1001,1091,2,1,54,45,7,0,0,3
312.0,1004,1099,2,1,54,45,7,0,0,3
313.0,1007,1099,2,1,54,45,7,0,0,3
314.0,1010,1099,2,1,54,45,7,0,0,3
315.0,1013,1099,2,1,54,46,7,0,0,3
316.0,1016,1102,2,1,54,46,7,0,0,3
317.0,1019,1102,2,1,54,47,7,0,0,3
318.0,1022,1105,2,1,54,47,7,0,0,3
319.0,1025,1105,2,1,54,47,7,0,0,3
320.0,1028,1105,2,1,54,47,7,0,0,3
321.0,1031,1105,2,1,54,47,7,0,0,3
322.0,1034,1105,2,1,54,47,7,0,0,3
323.0,1037,1105,2,1,54,48,7,0,0,3
324.0,1040,1108,2,1,55,48,7,0,0,3
325.0,1043,1116,2,1,55,48,7,0,0,3
326.0,1046,1116,2,1,55,49,7,0,0,3
327.0,1049,1119,2,1,55,49,8,0,0,3
328.0,1052,1121,2,1,55,49,8,0,0,3
329.0,1055,1121,2,1,55,49,9,0,0,3
330.0,1058,1123,2,1,55,49,9,0,0,3
331.0,1061,1123,2,1,55,49,9,0,0,3
332.0,1064,1123,2,1,55,49,9,0,0,3
333.0,1067,1123,2,1,55,49,9,0,0,3
334.0,1070,1123,2,1,55,49,9,0,0,3
335.0,1073,1123,2,1,55,50,9,0,0,3
336.0,1076,1126,2,1,55,50,9,0,0,3
337.0,1079,1126,2,1,55,50,9,0,0,3
338.0,1082,1126,2,1,55,50,9,0,0,3
339.0,1085,1126,2,1,55,50,9,0,0,3
340.0,1088,1126,2,1,55,50,9,0,0,3
341.0,1091,1126,2,1,55,50,9,0,0,3
342.0,1094,1126,2,1,55,50,9,0,0,3
343.0,1097,1126,2,1,55,51,9,0,0,3
344.0,1100,1129,2,1,55,52,9,0,0,3
345.0,1103,1132,2,1,55,52,9,0,0,3
346.0,1106,1132,2,1,55,52,9,0,0,3
347.0,1109,1132,2,1,55,53,9,0,0,3
348.0,1112,1135,2,1,55,54,9,0,0,3
349.0,1115,1138,2,1,55,55,9,0,0,3
350.0,1118,1141,2,1,55,55,9,0,0,3
351.0,1121,1141,2,1,55,55,9,0,0,3
352.0,1124,1141,2,1,55,56,9,0,0,3
353.0,1127,1144,2,1,55,56,9,0,0,3
354.0,1130,1144,2,1,55,56,9,0,0,3
355.0,1133,1144,2,1,55,56,10,0,0,3
356.0,1136,1146,2,1,55,56,10,0,0,3
357.0,1139,1146,2,1,55,56,10,0,0,3
358.0,1142,1146,2,1,55,56,10,0,0,3
359.0,1145,1146,2,1,55,56,10,0,0,3
360.0,1148,1146,2,1,55,56,10,0,0,3
361.0,1151,1146,2,1,55,57,10,0,0,3
362.0,1154,1149,2,1,55,57,10,0,0,3
363.0,1157,1149,2,1,56,57,10,0,0,3
364.0,1160,1157,2,1,56,58,10,0,0,3
365.0,1163,1160,2,1,56,58,10,0,0,3
366.0,1166,1160,2,1,56,58,10,0,0,3
367.0,1169,1160,2,1,56,59,10,0,0,3
368.0,1172,1163,2,1,56,59,10,0,0,3
369.0,1175,1163,2,1,56,59,10,0,0,3
370.0,1178,1163,2,1,56,60,10,0,0,3
371.0,1181,1166,2,1,56,60,10,0,0,3
372.0,1184,1166,2,1,56,60,10,0,0,3
373.0,1187,1166,2,1,56,60,10,0,0,3
374.0,1190,1166,2,1,56,60,10,0,0,3
375.0,1193,1166,2,1,57,60,10,0,0,3
376.0,1196,1174,2,1,57,61,10,0,0,3
377.0,1199,1177,2,1,57,62,10,0,0,3
378.0,1202,1180,2,1,57,62,10,0,0,3
379.0,1205,1180,2,1,58,62,10,0,0,3
380.0,1208,1188,2,1,59,62,10,0,0,3
381.0,1211,1196,2,1,59,62,10,0,0,3
382.0,1214,1196,2,1,59,62,10,0,0,3
383.0,1217,1196,2,1,59,63,10,0,0,3
384.0,1220,1199,2,1,59,63,10,0,0,3
385.0,1223,1199,2,1,59,63,10,0,0,3
386.0,1226,1199,2,1,59,63,10,0,0,3
387.0,1229,1199,2,1,59,63,10,0,0,3
388.0,1232,1199,2,1,59,63,10,0,0,3
389.0,1235,1199,2,1,59,63,10,0,0,3
390.0,1238,1199,2,1,60,63,10,0,0,3
391.0,1241,1207,2,1,60,63,10,0,0,3
392.0,1244,1207,2,1,60,63,10,0,0,3
393.0,1247,1207,2,1,61,63,10,0,0,3
394.0,1250,1215,2,1,62,63,10,0,0,3
395.0,1253,1223,2,1,62,63,10,0,0,3
396.0,1256,1223,2,1,62,63,10,0,0,3
397.0,1259,1223,2,1,62,63,10,0,0,3
398.0,1262,1223,2,1,62,64,10,0,0,3
399.0,1265,1226,2,1,62,64,10,0,0,3
400.0,1268,1226,2,1,62,64,10,0,0,3
401.0,1271,1226,2,1,62,65,10,0,0,3
402.0,1274,1229,2,1,62,65,10,0,0,3
403.0,1277,1229,2,1,63,65,10,0,0,3
404.0,1280,1237,2,1,63,65,10,0,0,3
405.0,1283,1237,2,1,63,65,10,0,0,3
406.0,1286,1237,2,1,63,65,10,0,0,3
407.0,1289,1237,2,1,63,65,10,0,0,3
408.0,1292,1237,2,1,63,65,10,0,0,3
409.0,1295,1237,2,1,63,65,10,0,0,3
410.0,1298,1237,2,1,63,66,10,0,0,3
411.0,1301,1240,2,1,63,66,10,0,0,3
412.0,1304,1240,2,1,63,66,10,0,0,3
413.0,1307,1240,2,1,63,66,10,0,0,3
414.0,1310,1240,2,1,63,66,10,0,0,3
415.0,1313,1240,2,1,63,67,10,0,0,3
416.0,1316,1243,2,1,63,67,10,0,0,3
417.0,1319,1243,2,1,63,68,10,0,0,3
418.0,1322,1246,2,1,63,68,10,0,0,3
419.0,1325,1246,2,1,63,68,10,0,0,3
420.0,1328,1246,2,1,63,68,10,0,0,3
421.0,1331,1246,2,1,63,68,10,0,0,3
422.0,1334,1246,2,1,63,69,10,0,0,3
423.0,1337,1249,2,1,63,69,10,0,0,3
424.0,1340,1249,2,1,63,69,10,0,0,3
425.0,1343,1249,2,1,63,69,10,0,0,3
426.0,1346,1249,2,1,63,69,10,0,0,3
427.0,1349,1249,2,1,63,69,10,0,0,3
428.0,1352,1249,2,1,63,70,10,0,0,3
429.0,1355,1252,2,1,64,70,10,0,0,3
430.0,1358,1260,2,1,65,70,10,0,0,3
431.0,1361,1268,2,1,65,70,10,0,0,3
432.0,1364,1268,2,1,65,70,10,0,0,3
433.0,1367,1268,2,1,65,71,10,0,0,3
434.0,1370,1271,2,1,66,71,10,0,0,3
435.0,1373,1279,2,1,66,71,10,0,0,3
436.0,1376,1279,2,1,66,71,10,0,0,3
437.0,1379,1279,2,1,66,71,10,0,0,3
438.0,1382,1279,2,1,66,72,10,0,0,3
439.0,1385,1282,2,1,66,72,10,0,0,3
440.0,1388,1282,2,1,66,72,10,0,0,3
441.0,1391,1282,2,1,66,72,10,0,0,3
442.0,1394,1282,2,1,66,72,10,0,0,3
443.0,1397,1282,2,1,66,72,10,0,0,3
444.0,1400,1282,2,1,67,72,10,0,0,3
445.0,1403,1290,2,1,67,72,10,0,0,3
446.0,1406,1290,2,1,68,72,10,0,0,3
447.0,1409,1298,2,1,69,72,10,0,0,3
448.0,1412,1306,2,1,69,72,10,0,0,3
449.0,1415,1306,2,1,70,72,10,0,0,3
450.0,1418,1314,2,1,70,72,10,0,0,3
451.0,1421,1314,2,1,70,72,10,0,0,3
452.0,1424,1314,2,1,70,73,10,0,0,3
453.0,1427,1317,2,1,70,73,10,0,0,3
454.0,1430,1317,2,1,70,73,10,0,0,3
455.0,1433,1317,2,1,70,73,10,0,0,3
456.0,1436,1317,2,1,70,73,10,0,0,3
457.0,1439,1317,2,1,71,73,10,0,0,3
458.0,1442,1325,2,1,72,73,10,0,0,3
459.0,1445,1333,2,1,72,73,10,0,0,3
460.0,1448,1333,2,1,73,73,10,0,0,3
461.0,1451,1341,2,1,73,73,10,0,0,3
462.0,1454,1341,2,1,73,73,10,0,0,3
463.0,1457,1341,2,1,73,73,10,0,0,3
464.0,1460,1341,2,1,74,73,10,0,0,3
465.0,1463,1349,2,1,74,73,10,0,0,3
466.0,1466,1349,2,1,75,73,10,0,0,3
467.0,1469,1357,2,1,75,73,10,0,0,3
468.0,1472,1357,2,1,75,74,10,0,0,3
469.0,1475,1360,2,1,75,74,10,0,0,3
470.0,1478,1360,2,1,76,74,10,0,0,3
471.0,1481,1368,2,1,77,74,10,0,0,3
472.0,1484,1376,2,1,77,74,10,0,0,3
473.0,1487,1376,2,1,77,75,10,0,0,3
474.0,1490,1379,2,1,77,76,10,0,0,3
475.0,1493,1382,2,1,77,76,11,0,0,3
476.0,1496,1384,2,1,77,77,11,0,0,3
477.0,1499,1387,2,1,77,77,11,0,0,3
478.0,1502,1387,2,1,77,77,11,0,0,3
479.0,1505,1387,2,1,77,77,11,0,0,3
480.0,1508,1387,2,1,77,77,11,0,0,3
481.0,1511,1387,2,1,77,77,11,0,0,3
482.0,1514,1387,2,1,77,77,11,0,0,3
483.0,1517,1387,2,1,77,77,11,0,0,3
484.0,1520,1387,2,1,77,77,11,0,0,3
485.0,1523,1387,2,1,77,77,11,0,0,3
486.0,1526,1387,2,1,77,78,11,0,0,3
487.0,1529,1390,2,1,77,78,11,0,0,3
488.0,1532,1390,2,1,77,78,11,0,0,3
489.0,1535,1390,2,1,78,78,11,0,0,3
490.0,1538,1398,2,1,78,78,11,0,0,3
491.0,1541,1398,2,1,78,78,11,0,0,3
492.0,1544,1398,2,1,78,78,11,0,0,3
493.0,1547,1398,2,1,78,79,11,0,0,3
494.0,1550,1401,2,1,78,80,11,0,0,3
495.0,1553,1404,2,1,78,80,11,0,0,3
496.0,1556,1404,2,1,78,80,11,0,0,3
497.0,1559,1404,2,1,79,80,11,0,0,3
498.0,1562,1412,2,1,79,80,11,0,0,3
499.0,1565,1412,2,1,79,80,11,0,0,3
500.0,1568,1412,2,1,79,80,11,0,0,3
501.0,1571,1412,2,1,79,81,11,0,0,3
502.0,1574,1415,2,1,79,81,11,0,0,3
503.0,1577,1415,2,1,79,81,11,0,0,3
504.0,1580,1415,2,1,79,81,11,0,0,3
505.0,1583,1415,2,1,79,81,11,0,0,3
506.0,1586,1415,2,1,79,82,11,0,0,3
507.0,1589,1418,2,1,79,82,11,0,0,3
508.0,1592,1418,2,1,79,83,11,0,0,3
509.0,1595,1421,2,1,79,83,11,0,0,3
510.0,1598,1421,2,1,79,83,11,0,0,3
511.0,1601,1421,2,1,79,83,11,0,0,3
512.0,1604,1421,2,1,79,83,11,0,0,3
513.0,1607,1421,2,1,79,84,11,0,0,3
514.0,1610,1424,2,1,80,84,11,0,0,3
515.0,1613,1432,2,1,80,84,11,0,0,3
516.0,1616,1432,2,1,80,84,11,0,0,3
517.0,1619,1432,2,1,80,84,11,0,0,3
518.0,1622,1432,2,1,80,84,11,0,0,3
519.0,1625,1432,2,1,80,84,11,0,0,3
520.0,1628,1432,2,1,81,84,11,0,0,3
521.0,1631,1440,2,1,81,84,11,0,0,3
522.0,1634,1440,2,1,82,84,11,0,0,3
523.0,1637,1448,2,1,83,84,11,0,0,3
524.0,1640,1456,2,1,84,84,11,0,0,3
525.0,1643,1464,2,1,84,84,11,0,0,3
526.0,1646,1464,2,1,84,84,11,0,0,3
527.0,1649,1464,2,1,84,84,11,0,0,3
528.0,1652,1464,2,1,84,84,11,0,0,3
529.0,1655,1464,2,1,84,84,11,0,0,3
530.0,1658,1464,2,1,84,84,11,0,0,3
531.0,1661,1464,2,1,84,84,11,0,0,3
532.0,1664,1464,2,1,84,84,11,0,0,3
533.0,1667,1464,2,1,85,84,11,0,0,3
534.0,1670,1472,2,1,85,84,11,0,0,3
535.0,1673,1472,2,1,85,84,11,0,0,3
536.0,1676,1472,2,1,86,84,11,0,0,3
537.0,1679,1480,2,1,86,84,11,0,0,3
538.0,1682,1480,2,1,86,84,11,0,0,3
539.0,1685,1480,2,1,86,84,11,0,0,3
540.0,1688,1480,2,1,86,85,11,0,0,3
541.0,1691,1483,2,1,86,85,11,0,0,3
542.0,1694,1483,2,1,86,86,11,0,0,3
543.0,1697,1486,2,1,86,86,11,0,0,3
544.0,1700,1486,2,1,86,86,11,0,0,3
545.0,1703,1486,2,1,86,86,11,0,0,3
546.0,1706,1486,2,1,87,86,11,0,0,3
547.0,1709,1494,2,1,87,86,11,0,0,3
548.0,1712,1494,2,1,87,86,11,0,0,3
549.0,1715,1494,2,1,87,86,11,0,0,3
550.0,1718,1494,2,1,87,86,11,0,0,3
551.0,1721,1494,2,1,87,87,11,0,0,3
