No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
158.0,506,511,2,0,28,17,6,0,0,3
159.0,509,511,2,0,28,18,6,0,0,3
160.0,512,514,2,0,28,18,6,0,0,3
161.0,515,514,2,0,28,18,6,0,0,3
162.0,518,514,2,0,29,18,6,0,0,3
163.0,521,522,2,0,29,18,6,0,0,3
164.0,524,522,2,0,29,18,6,0,0,3
165.0,527,522,2,0,29,19,6,0,0,3
166.0,530,525,2,0,29,19,6,0,0,3
167.0,533,525,2,0,30,19,6,0,0,3
168.0,536,533,2,0,31,19,6,0,0,3
169.0,539,541,2,0,31,19,6,0,0,3
170.0,542,541,2,0,31,19,6,0,0,3
171.0,545,541,2,0,32,19,6,0,0,3
172.0,548,549,2,0,32,19,6,0,0,3
173.0,551,549,2,0,32,19,6,0,0,3
174.0,554,549,2,0,32,20,6,0,0,3
175.0,557,552,2,0,32,20,6,0,0,3
176.0,560,552,2,0,32,20,6,0,0,3
177.0,563,552,2,0,32,20,6,0,0,3
178.0,566,552,2,0,33,20,6,0,0,3
179.0,569,560,2,0,33,20,6,0,0,3
180.0,572,560,2,0,33,21,6,0,0,3
181.0,575,563,2,0,33,21,6,0,0,3
182.0,578,563,2,0,33,21,6,0,0,3
183.0,581,563,2,0,33,21,6,0,0,3
184.0,584,563,2,0,33,21,7,0,0,3
185.0,587,565,2,0,33,21,7,0,0,3
186.0,590,565,2,0,33,21,7,0,0,3
187.0,593,565,2,0,33,21,7,0,0,3
188.0,596,565,2,0,34,21,7,0,0,3
189.0,599,573,2,0,34,21,7,0,0,3
190.0,602,573,2,0,34,21,7,0,0,3
191.0,605,573,2,0,34,21,7,0,0,3
192.0,608,573,2,0,34,21,7,0,0,3
193.0,611,573,2,0,34,21,7,0,0,3
194.0,614,573,2,0,34,22,7,0,0,3
195.0,617,576,2,0,35,22,7,0,0,3
196.0,620,584,2,0,35,22,7,0,0,3
197.0,623,584,2,0,35,22,7,0,0,3
198.0,626,584,2,0,35,22,7,0,0,3
199.0,629,584,2,0,35,22,7,0,0,3
200.0,632,584,2,0,35,22,7,0,0,3
201.0,635,584,2,0,35,23,7,0,0,3
202.0,638,587,2,0,36,23,7,0,0,3
203.0,641,595,2,0,36,23,7,0,0,3
204.0,644,595,2,0,36,23,7,0,0,3
205.0,647,595,2,0,36,23,7,0,0,3
206.0,650,595,2,0,36,23,8,0,0,3
207.0,653,597,2,0,37,23,8,0,0,3
208.0,656,605,2,0,37,23,8,0,0,3
209.0,659,605,2,0,37,23,8,0,0,3
210.0,662,605,2,0,38,23,8,0,0,3
211.0,665,613,2,0,39,23,8,0,0,3
212.0,668,621,2,0,40,23,8,0,0,3
213.0,671,629,2,0,40,23,8,0,0,3
214.0,674,629,2,0,40,24,8,0,0,3
215.0,677,632,2,0,40,24,8,0,0,3
216.0,680,632,2,0,41,24,8,0,0,3
217.0,683,640,2,0,41,24,8,0,0,3
218.0,686,640,2,0,41,24,8,0,0,3
219.0,689,640,2,0,42,24,8,0,0,3
220.0,692,648,2,0,42,24,8,0,0,3
221.0,695,648,2,0,42,24,8,0,0,3
222.0,698,648,2,0,42,25,8,0,0,3
223.0,701,651,2,0,42,25,8,0,0,3
224.0,704,651,2,0,42,25,8,0,0,3
225.0,707,651,2,0,42,25,8,0,0,3
226.0,710,651,2,0,43,25,8,0,0,3
227.0,713,659,2,0,43,25,8,0,0,3
228.0,716,659,2,0,43,25,8,0,0,3
229.0,719,659,2,0,44,25,8,0,0,3
230.0,722,667,2,0,44,25,8,0,0,3
231.0,725,667,2,0,44,26,8,0,0,3
232.0,728,670,2,0,44,27,8,0,0,3
233.0,731,673,2,0,44,28,8,0,0,3
234.0,734,676,2,0,44,28,8,0,0,3
235.0,737,676,2,0,45,28,8,0,0,3
236.0,740,684,2,0,46,28,8,0,0,3
237.0,743,692,2,0,46,28,8,0,0,3
238.0,746,692,2,0,46,28,8,0,0,3
239.0,749,692,2,0,47,28,8,0,0,3
240.0,752,700,2,0,47,28,8,0,0,3
241.0,755,700,2,0,47,29,8,0,0,3
242.0,758,703,2,0,48,29,8,0,0,3
243.0,761,711,2,0,48,29,8,0,0,3
244.0,764,711,2,0,48,30,8,0,0,3
245.0,767,714,2,0,48,30,8,0,0,3
246.0,770,714,2,0,49,30,8,0,0,3
247.0,773,722,2,0,49,30,8,0,0,3
248.0,776,722,2,0,49,30,8,0,0,3
249.0,779,722,2,0,49,30,8,0,0,3
250.0,782,722,2,0,49,30,8,0,0,3
251.0,785,722,2,0,49,30,8,0,0,3
252.0,788,722,2,0,50,30,8,0,0,3
253.0,791,730,2,0,51,30,8,0,0,3
254.0,794,738,2,0,51,30,8,0,0,3
255.0,797,738,2,0,51,30,8,0,0,3
256.0,800,738,2,0,51,30,8,0,0,3
257.0,803,738,2,0,51,30,8,0,0,3
258.0,806,738,2,0,51,30,8,0,0,3
259.0,809,738,2,0,51,30,8,0,0,3
260.0,812,738,2,0,51,30,8,0,0,3
261.0,815,738,2,0,51,30,8,0,0,3
262.0,818,738,2,0,51,31,8,0,0,3
263.0,821,741,2,0,51,31,8,0,0,3
264.0,824,741,2,0,51,31,8,0,0,3
265.0,827,741,2,0,51,31,8,0,0,3
266.0,830,741,2,0,51,32,8,0,0,3
267.0,833,744,2,0,52,32,8,0,0,3
268.0,836,752,2,0,52,32,8,0,0,3
269.0,839,752,2,0,52,32,8,0,0,3
270.0,842,752,2,0,52,32,8,0,0,3
271.0,845,752,2,0,53,32,8,0,0,3
272.0,848,760,2,0,54,32,8,0,0,3
273.0,851,768,2,0,54,32,8,0,0,3
274.0,854,768,2,0,54,32,8,0,0,3
275.0,857,768,2,0,54,32,8,0,0,3
276.0,860,768,2,0,54,32,8,0,0,3
277.0,861,768,2,1,54,32,8,0,0,3
278.0,906,1062,2,1,54,32,8,0,0,3
279.0,909,1062,2,1,54,32,8,0,0,3
280.0,912,1062,2,1,54,32,8,0,0,3
281.0,915,1062,2,1,54,33,8,0,0,3
282.0,918,1065,2,1,55,33,8,0,0,3
283.0,921,1073,2,1,55,33,8,0,0,3
284.0,924,1073,2,1,55,33,8,0,0,3
285.0,927,1073,2,1,55,33,8,0,0,3
286.0,930,1073,2,1,56,33,8,0,0,3
287.0,933,1081,2,1,56,33,8,0,0,3
288.0,936,1081,2,1,56,34,8,0,0,3
289.0,939,1084,2,1,56,34,8,0,0,3
290.0,942,1084,2,1,56,34,8,0,0,3
291.0,945,1084,2,1,56,34,8,0,0,3
292.0,948,1084,2,1,56,34,8,0,0,3
293.0,951,1084,2,1,56,34,8,0,0,3
294.0,954,1084,2,1,56,35,8,0,0,3
295.0,957,1087,2,1,56,35,8,0,0,3
296.0,960,1087,2,1,56,35,8,0,0,3
297.0,963,1087,2,1,57,35,8,0,0,3
298.0,966,1095,2,1,57,35,8,0,0,3
299.0,969,1095,2,1,57,35,8,0,0,3
300.0,972,1095,2,1,57,35,8,0,0,3
301.0,975,1095,2,1,58,35,8,0,0,3
302.0,978,1103,2,1,58,35,8,0,0,3
303.0,981,1103,2,1,58,35,8,0,0,3
304.0,984,1103,2,1,58,35,9,0,0,3
305.0,987,1105,2,1,58,35,9,0,0,3
306.0,990,1105,2,1,58,35,9,0,0,3
307.0,993,1105,2,1,58,35,9,0,0,3
308.0,996,1105,2,1,58,36,9,0,0,3
309.0,999,1108,2,1,58,36,9,0,0,3
310.0,1002,1108,2,1,58,36,9,0,0,3
311.0,1005,1108,2,1,59,36,9,0,0,3
312.0,1008,1116,2,1,59,36,9,0,0,3
313.0,1011,1116,2,1,59,36,9,0,0,3
314.0,1014,1116,2,1,59,36,9,0,0,3
315.0,1017,1116,2,1,59,36,9,0,0,3
316.0,1020,1116,2,1,59,37,9,0,0,3
317.0,1023,1119,2,1,59,38,9,0,0,3
318.0,1026,1122,2,1,59,38,9,0,0,3
319.0,1029,1122,2,1,59,38,9,0,0,3
320.0,1032,1122,2,1,59,38,9,0,0,3
321.0,1035,1122,2,1,59,38,9,0,0,3
322.0,1038,1122,2,1,59,38,9,0,0,3
323.0,1041,1122,2,1,59,38,9,0,0,3
324.0,1044,1122,2,1,59,38,9,0,0,3
325.0,1047,1122,2,1,59,39,9,0,0,3
326.0,1050,1125,2,1,59,39,9,0,0,3
327.0,1053,1125,2,1,59,39,9,0,0,3
328.0,1056,1125,2,1,59,39,9,0,0,3
329.0,1059,1125,2,1,59,39,9,0,0,3
330.0,1062,1125,2,1,59,39,9,0,0,3
331.0,1065,1125,2,1,59,40,9,0,0,3
332.0,1068,1128,2,1,59,41,9,0,0,3
333.0,1071,1131,2,1,59,42,9,0,0,3
334.0,1074,1134,2,1,59,42,9,0,0,3
335.0,1077,1134,2,1,59,42,9,0,0,3
336.0,1080,1134,2,1,59,42,9,0,0,3
337.0,1083,1134,2,1,59,42,9,0,0,3
338.0,1086,1134,2,1,59,42,9,0,0,3
339.0,1089,1134,2,1,59,42,9,0,0,3
340.0,1092,1134,2,1,59,42,9,0,0,3
341.0,1095,1134,2,1,59,43,9,0,0,3
342.0,1098,1137,2,1,60,43,9,0,0,3
343.0,1101,1145,2,1,60,43,9,0,0,3
344.0,1104,1145,2,1,60,44,9,0,0,3
345.0,1107,1148,2,1,61,44,9,0,0,3
346.0,1110,1156,2,1,62,44,9,0,0,3
347.0,1113,1164,2,1,62,44,9,0,0,3
348.0,1116,1164,2,1,62,44,9,0,0,3
349.0,1119,1164,2,1,63,44,9,0,0,3
350.0,1122,1172,2,1,63,44,9,0,0,3
351.0,1125,1172,2,1,63,44,9,0,0,3
352.0,1128,1172,2,1,63,44,9,0,0,3
353.0,1131,1172,2,1,64,44,9,0,0,3
354.0,1134,1180,2,1,65,44,9,0,0,3
355.0,1137,1188,2,1,65,44,9,0,0,3
356.0,1140,1188,2,1,65,45,9,0,0,3
357.0,1143,1191,2,1,65,45,9,0,0,3
358.0,1146,1191,2,1,65,46,9,0,0,3
359.0,1149,1194,2,1,65,46,9,0,0,3
360.0,1152,1194,2,1,65,46,9,0,0,3
361.0,1155,1194,2,1,66,46,9,0,0,3
362.0,1158,1202,2,1,66,46,9,0,0,3
363.0,1161,1202,2,1,66,47,9,0,0,3
364.0,1164,1205,2,1,66,47,9,0,0,3
365.0,1167,1205,2,1,66,48,9,0,0,3
366.0,1170,1208,2,1,66,48,9,0,0,3
367.0,1173,1208,2,1,66,48,9,0,0,3
368.0,1176,1208,2,1,66,48,9,0,0,3
369.0,1179,1208,2,1,66,49,9,0,0,3
370.0,1182,1211,2,1,66,49,9,0,0,3
371.0,1185,1211,2,1,66,49,9,0,0,3
372.0,1188,1211,2,1,66,49,9,0,0,3
373.0,1191,1211,2,1,66,49,9,0,0,3
374.0,1194,1211,2,1,66,50,9,0,0,3
375.0,1197,1214,2,1,66,50,9,0,0,3
376.0,1200,1214,2,1,66,50,9,0,0,3
377.0,1203,1214,2,1,66,50,9,0,0,3
378.0,1206,1214,2,1,66,50,9,0,0,3
379.0,1209,1214,2,1,66,51,9,0,0,3
380.0,1212,1217,2,1,66,51,9,0,0,3
381.0,1215,1217,2,1,66,51,9,0,0,3
382.0,1218,1217,2,1,66,51,9,0,0,3
383.0,1221,1217,2,1,66,51,9,0,0,3
384.0,1224,1217,2,1,67,51,9,0,0,3
385.0,1227,1225,2,1,67,51,9,0,0,3
386.0,1230,1225,2,1,68,51,9,0,0,3
387.0,1233,1233,2,1,68,51,9,0,0,3
388.0,1236,1233,2,1,68,51,9,0,0,3
389.0,1239,1233,2,1,68,52,9,0,0,3
390.0,1242,1236,2,1,68,52,9,0,0,3
391.0,1245,1236,2,1,68,53,9,0,0,3
392.0,1248,1239,2,1,68,53,9,0,0,3
393.0,1251,1239,2,1,68,54,9,0,0,3
394.0,1254,1242,2,1,68,54,10,0,0,3
395.0,1257,1244,2,1,68,54,10,0,0,3
396.0,1260,1244,2,1,68,54,10,0,0,3
397.0,1263,1244,2,1,68,54,10,0,0,3
398.0,1266,1244,2,1,68,54,10,0,0,3
399.0,1269,1244,2,1,69,54,10,0,0,3
400.0,1272,1252,2,1,69,54,10,0,0,3
401.0,1275,1252,2,1,69,54,10,0,0,3
402.0,1278,1252,2,1,69,54,10,0,0,3
403.0,1281,1252,2,1,69,54,10,0,0,3
404.0,1284,1252,2,1,69,54,10,0,0,3
405.0,1287,1252,2,1,69,54,10,0,0,3
406.0,1290,1252,2,1,69,55,10,0,0,3
407.0,1293,1255,2,1,69,55,10,0,0,3
408.0,1296,1255,2,1,70,55,10,0,0,3
409.0,1299,1263,2,1,71,55,10,0,0,3
410.0,1302,1271,2,1,71,55,10,0,0,3
411.0,1305,1271,2,1,71,55,10,0,0,3
412.0,1308,1271,2,1,71,55,10,0,0,3
413.0,1311,1271,2,1,71,55,10,0,0,3
414.0,1314,1271,2,1,71,55,10,0,0,3
415.0,1317,1271,2,1,71,55,10,0,0,3
416.0,1320,1271,2,1,71,55,10,0,0,3
417.0,1323,1271,2,1,71,56,10,0,0,3
418.0,1326,1274,2,1,72,56,10,0,0,3
419.0,1329,1282,2,1,72,56,10,0,0,3
420.0,1332,1282,2,1,72,57,10,0,0,3
421.0,1335,1285,2,1,72,58,10,0,0,3
422.0,1338,1288,2,1,73,58,10,0,0,3
423.0,1341,1296,2,1,74,58,10,0,0,3
424.0,1344,1304,2,1,74,58,10,0,0,3
425.0,1347,1304,2,1,74,58,10,0,0,3
426.0,1350,1304,2,1,74,58,10,0,0,3
427.0,1353,1304,2,1,74,58,11,0,0,3
428.0,1356,1306,2,1,74,58,11,0,0,3
429.0,1359,1306,2,1,74,58,11,0,0,3
430.0,1362,1306,2,1,74,58,11,0,0,3
431.0,1365,1306,2,1,74,58,11,0,0,3
432.0,1368,1306,2,1,75,58,11,0,0,3
433.0,1371,1314,2,1,75,59,11,0,0,3
434.0,1374,1317,2,1,76,59,11,0,0,3
435.0,1377,1325,2,1,76,60,11,0,0,3
436.0,1380,1328,2,1,77,60,11,0,0,3
437.0,1383,1336,2,1,77,60,11,0,0,3
438.0,1386,1336,2,1,78,60,11,0,0,3
439.0,1389,1344,2,1,78,60,11,0,0,3
440.0,1392,1344,2,1,78,60,11,0,0,3
441.0,1395,1344,2,1,78,60,11,0,0,3
442.0,1398,1344,2,1,78,60,11,0,0,3
443.0,1401,1344,2,1,78,61,11,0,0,3
444.0,1404,1347,2,1,78,61,11,0,0,3
445.0,1407,1347,2,1,78,61,11,0,0,3
446.0,1410,1347,2,1,78,61,11,0,0,3
447.0,1413,1347,2,1,78,61,11,0,0,3
448.0,1416,1347,2,1,78,61,11,0,0,3
449.0,1419,1347,2,1,78,61,11,0,0,3
450.0,1422,1347,2,1,79,61,11,0,0,3
451.0,1425,1355,2,1,79,62,11,0,0,3
452.0,1428,1358,2,1,79,63,11,0,0,3
453.0,1431,1361,2,1,79,63,11,0,0,3
454.0,1434,1361,2,1,79,63,11,0,0,3
455.0,1437,1361,2,1,79,63,11,0,0,3
456.0,1440,1361,2,1,79,63,11,0,0,3
457.0,1443,1361,2,1,79,64,11,0,0,3
458.0,1446,1364,2,1,79,64,11,0,0,3
459.0,1449,1364,2,1,79,64,11,0,0,3
460.0,1452,1364,2,1,79,64,11,0,0,3
461.0,1455,1364,2,1,79,65,11,0,0,3
462.0,1458,1367,2,1,79,65,11,0,0,3
463.0,1461,1367,2,1,79,66,11,0,0,3
464.0,1464,1370,2,1,79,66,11,0,0,3
465.0,1467,1370,2,1,79,66,11,0,0,3
466.0,1470,1370,2,1,79,66,11,0,0,3
467.0,1473,1370,2,1,79,66,11,0,0,3
468.0,1476,1370,2,1,79,67,11,0,0,3
469.0,1479,1373,2,1,79,68,11,0,0,3
470.0,1482,1376,2,1,79,68,11,0,0,3
471.0,1485,1376,2,1,79,68,12,0,0,3
472.0,1488,1378,2,1,79,68,12,0,0,3
473.0,1491,1378,2,1,79,68,12,0,0,3
474.0,1494,1378,2,1,79,68,12,0,0,3
475.0,1497,1378,2,1,79,68,12,0,0,3
476.0,1500,1378,2,1,80,68,12,0,0,3
477.0,1503,1386,2,1,80,68,12,0,0,3
478.0,1506,1386,2,1,80,68,12,0,0,3
479.0,1509,1386,2,1,80,69,12,0,0,3
480.0,1512,1389,2,1,81,69,12,0,0,3
481.0,1515,1397,2,1,82,69,12,0,0,3
482.0,1518,1405,2,1,82,69,12,0,0,3
483.0,1521,1405,2,1,82,70,12,0,0,3
484.0,1524,1408,2,1,82,70,12,0,0,3
485.0,1527,1408,2,1,82,70,12,0,0,3
486.0,1530,1408,2,1,82,70,12,0,0,3
487.0,1533,1408,2,1,82,71,12,0,0,3
488.0,1536,1411,2,1,83,71,12,0,0,3
489.0,1539,1419,2,1,83,71,12,0,0,3
490.0,1542,1419,2,1,83,72,12,0,0,3
491.0,1545,1422,2,1,84,72,12,0,0,3
492.0,1548,1430,2,1,84,72,12,0,0,3
493.0,1551,1430,2,1,84,72,12,0,0,3
494.0,1554,1430,2,1,84,72,12,0,0,3
495.0,1557,1430,2,1,84,72,12,0,0,3
496.0,1560,1430,2,1,84,72,12,0,0,3
497.0,1563,1430,2,1,84,72,12,0,0,3
498.0,1566,1430,2,1,84,72,12,0,0,3
499.0,1569,1430,2,1,85,72,12,0,0,3
500.0,1572,1438,2,1,85,73,12,0,0,3
501.0,1575,1441,2,1,85,73,12,0,0,3
502.0,1578,1441,2,1,85,73,12,0,0,3
503.0,1581,1441,2,1,85,74,12,0,0,3
504.0,1584,1444,2,1,86,74,12,0,0,3
505.0,1587,1452,2,1,86,75,12,0,0,3
506.0,1590,1455,2,1,86,76,12,0,0,3
507.0,1593,1458,2,1,86,76,12,0,0,3
508.0,1596,1458,2,1,86,76,12,0,0,3
509.0,1599,1458,2,1,87,76,12,0,0,3
510.0,1602,1466,2,1,88,76,12,0,0,3
511.0,1605,1474,2,1,88,76,12,0,0,3
512.0,1608,1474,2,1,88,77,12,0,0,3
513.0,1611,1477,2,1,88,77,12,0,0,3
514.0,1614,1477,2,1,88,77,12,0,0,3
515.0,1617,1477,2,1,88,77,12,0,0,3
516.0,1620,1477,2,1,88,77,12,0,0,3
517.0,1623,1477,2,1,88,78,12,0,0,3
518.0,1626,1480,2,1,89,78,12,0,0,3
519.0,1629,1488,2,1,89,78,12,0,0,3
520.0,1632,1488,2,1,90,78,12,0,0,3
521.0,1635,1496,2,1,90,78,12,0,0,3
522.0,1638,1496,2,1,90,79,12,0,0,3
523.0,1641,1499,2,1,91,79,12,0,0,3
524.0,1644,1507,2,1,91,79,12,0,0,3
525.0,1647,1507,2,1,91,80,12,0,0,3
526.0,1650,1510,2,1,92,80,12,0,0,3
527.0,1653,1518,2,1,92,80,12,0,0,3
528.0,1656,1518,2,1,92,80,13,0,0,3
529.0,1659,1520,2,1,92,80,13,0,0,3
530.0,1662,1520,2,1,92,80,13,0,0,3
531.0,1665,1520,2,1,92,80,13,0,0,3
532.0,1668,1520,2,1,92,80,13,0,0,3
533.0,1671,1520,2,1,92,80,13,0,0,3
534.0,1674,1520,2,1,92,80,13,0,0,3
535.0,1677,1520,2,1,93,80,13,0,0,3
536.0,1680,1528,2,1,93,80,14,0,0,3
537.0,1683,1530,2,1,93,80,14,0,0,3
538.0,1686,1530,2,1,93,80,14,0,0,3
539.0,1689,1530,2,1,93,80,14,0,0,3
540.0,1692,1530,2,1,93,80,14,0,0,3
541.0,1695,1530,2,1,93,80,14,0,0,3
542.0,1698,1530,2,1,93,81,14,0,0,3
543.0,1701,1533,2,1,93,81,14,0,0,3
544.0,1704,1533,2,1,94,81,14,0,0,3
545.0,1707,1541,2,1,94,81,14,0,0,3
546.0,1710,1541,2,1,95,81,14,0,0,3
547.0,1713,1549,2,1,95,82,14,0,0,3
548.0,1716,1552,2,1,95,82,14,0,0,3
549.0,1719,1552,2,1,95,83,14,0,0,3
550.0,1722,1555,2,1,96,83,14,0,0,3
