No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
103.0,367,544,1,1,9,19,2,0,0,3
104.0,370,547,1,1,9,19,2,0,0,3
105.0,373,547,1,1,9,19,2,0,0,3
106.0,376,547,1,1,9,20,2,0,0,3
107.0,379,550,1,1,9,21,2,0,0,3
108.0,382,553,1,1,9,21,2,0,0,3
109.0,385,553,1,1,10,21,2,0,0,3
110.0,388,561,1,1,10,21,2,0,0,3
111.0,391,561,1,1,10,21,2,0,0,3
112.0,394,561,1,1,10,21,2,0,0,3
113.0,397,561,1,1,10,21,2,0,0,3
114.0,400,561,1,1,10,21,2,0,0,3
115.0,403,561,1,1,10,22,2,0,0,3
116.0,406,564,1,1,11,22,2,0,0,3
117.0,409,572,1,1,11,22,2,0,0,3
118.0,412,572,1,1,12,22,2,0,0,3
119.0,415,580,1,1,13,22,2,0,0,3
120.0,418,588,1,1,13,22,2,0,0,3
121.0,421,588,1,1,13,22,2,0,0,3
122.0,424,588,1,1,13,22,2,0,0,3
123.0,427,588,1,1,13,22,2,0,0,3
124.0,430,588,1,1,13,22,2,0,0,3
125.0,433,588,1,1,13,22,2,0,0,3
126.0,436,588,1,1,13,22,2,0,0,3
127.0,439,588,1,1,13,22,2,0,0,3
128.0,442,588,1,1,14,22,2,0,0,3
129.0,445,596,1,1,15,22,2,0,0,3
130.0,448,604,1,1,15,22,2,0,0,3
131.0,451,604,1,1,15,22,3,0,0,3
132.0,454,606,1,1,16,22,3,0,0,3
133.0,457,614,1,1,16,22,3,0,0,3
134.0,460,614,1,1,16,22,3,0,0,3
135.0,463,614,1,1,16,23,3,0,0,3
136.0,466,617,1,1,16,24,3,0,0,3
137.0,469,620,1,1,16,24,3,0,0,3
138.0,472,620,1,1,16,24,3,0,0,3
139.0,475,620,1,1,16,24,3,0,0,3
140.0,478,620,1,1,16,24,3,0,0,3
141.0,481,620,1,1,17,24,3,0,0,3
142.0,484,628,1,1,17,24,3,0,0,3
143.0,487,628,1,1,18,24,3,0,0,3
144.0,490,636,1,1,19,24,3,0,0,3
145.0,493,644,1,1,19,24,3,0,0,3
146.0,496,644,1,1,19,24,3,0,0,3
147.0,499,644,1,1,19,25,3,0,0,3
148.0,502,647,1,1,19,25,3,0,0,3
149.0,505,647,1,1,19,25,3,0,0,3
150.0,508,647,1,1,19,25,3,0,0,3
151.0,511,647,1,1,19,26,3,0,0,3
152.0,514,650,1,1,19,26,3,0,0,3
153.0,517,650,1,1,19,26,3,0,0,3
154.0,520,650,1,1,19,26,3,0,0,3
155.0,523,650,1,1,20,26,3,0,0,3
156.0,526,658,1,1,20,26,3,0,0,3
157.0,529,658,1,1,20,26,3,0,0,3
158.0,532,658,1,1,20,26,3,0,0,3
159.0,535,658,1,1,21,26,3,0,0,3
160.0,538,666,1,1,21,26,3,0,0,3
161.0,541,666,1,1,22,26,3,0,0,3
162.0,544,674,1,1,22,26,3,0,0,3
163.0,547,674,1,1,23,26,3,0,0,3
164.0,550,682,1,1,23,26,3,0,0,3
165.0,553,682,1,1,23,26,3,0,0,3
166.0,556,682,1,1,23,26,3,0,0,3
167.0,559,682,1,1,23,26,3,0,0,3
168.0,562,682,1,1,23,26,3,0,0,3
169.0,565,682,1,1,23,27,3,0,0,3
170.0,568,685,1,1,23,27,3,0,0,3
171.0,571,685,1,1,23,27,3,0,0,3
172.0,574,685,1,1,24,27,3,0,0,3
173.0,577,693,1,1,24,27,3,0,0,3
174.0,580,693,1,1,24,27,3,0,0,3
175.0,583,693,1,1,24,27,3,0,0,3
176.0,586,693,1,1,24,27,3,0,0,3
177.0,589,693,1,1,24,27,3,0,0,3
178.0,592,693,1,1,24,27,3,0,0,3
179.0,595,693,1,1,24,27,3,0,0,3
180.0,598,693,1,1,24,27,3,0,0,3
181.0,601,693,1,1,24,27,3,0,0,3
182.0,604,693,1,1,24,28,3,0,0,3
183.0,607,696,1,1,24,28,4,0,0,3
184.0,610,698,1,1,24,28,4,0,0,3
185.0,613,698,1,1,24,28,4,0,0,3
186.0,616,698,1,1,24,28,4,0,0,3
187.0,619,698,1,1,24,28,4,0,0,3
188.0,622,698,1,1,25,28,4,0,0,3
189.0,625,706,1,1,26,28,4,0,0,3
190.0,628,714,1,1,27,28,4,0,0,3
191.0,631,722,1,1,27,28,4,0,0,3
192.0,634,722,1,1,27,28,4,0,0,3
193.0,637,722,1,1,28,28,4,0,0,3
194.0,640,730,1,1,28,28,4,0,0,3
195.0,643,730,1,1,28,28,4,0,0,3
196.0,646,730,1,1,28,28,4,0,0,3
197.0,649,730,1,1,28,28,4,0,0,3
198.0,652,730,1,1,28,29,4,0,0,3
199.0,655,733,1,1,28,29,4,0,0,3
200.0,658,733,1,1,28,29,4,0,0,3
201.0,661,733,1,1,28,29,4,0,0,3
202.0,664,733,1,1,28,29,4,0,0,3
203.0,667,733,1,1,28,30,4,0,0,3
204.0,670,736,1,1,28,30,4,0,0,3
205.0,673,736,1,1,28,31,4,0,0,3
206.0,676,739,1,1,29,31,4,0,0,3
207.0,679,747,1,1,30,31,4,0,0,3
208.0,682,755,1,1,30,31,4,0,0,3
209.0,685,755,1,1,30,31,4,0,0,3
210.0,688,755,1,1,31,31,4,0,0,3
211.0,691,763,1,1,31,31,4,0,0,3
212.0,694,763,1,1,31,32,4,0,0,3
213.0,697,766,1,1,31,32,4,0,0,3
214.0,700,766,1,1,31,32,4,0,0,3
215.0,703,766,1,1,31,32,4,0,0,3
216.0,706,766,1,1,31,32,4,0,0,3
217.0,709,766,1,1,31,33,4,0,0,3
218.0,712,769,1,1,31,33,4,0,0,3
219.0,715,769,1,1,31,33,4,0,0,3
220.0,718,769,1,1,32,33,4,0,0,3
221.0,721,777,1,1,32,33,4,0,0,3
222.0,722,777,2,1,32,33,4,0,0,3
223.0,741,889,2,1,32,33,4,0,0,3
224.0,744,889,2,1,33,33,4,0,0,3
225.0,747,897,2,1,33,34,4,0,0,3
226.0,750,900,2,1,33,34,4,0,0,3
227.0,753,900,2,1,33,34,4,0,0,3
228.0,756,900,2,1,33,34,4,0,0,3
229.0,759,900,2,1,33,34,4,0,0,3
230.0,762,900,2,1,33,34,4,0,0,3
231.0,765,900,2,1,33,34,4,0,0,3
232.0,768,900,2,1,33,35,4,0,0,3
233.0,771,903,2,1,33,35,4,0,0,3
234.0,774,903,2,1,33,35,4,0,0,3
235.0,777,903,2,1,33,35,4,0,0,3
236.0,780,903,2,1,33,36,4,0,0,3
237.0,783,906,2,1,33,36,4,0,0,3
238.0,786,906,2,1,33,36,4,0,0,3
239.0,789,906,2,1,33,37,4,0,0,3
240.0,792,909,2,1,33,37,4,0,0,3
241.0,795,909,2,1,33,37,4,0,0,3
242.0,798,909,2,1,34,37,4,0,0,3
243.0,801,917,2,1,35,37,4,0,0,3
244.0,804,925,2,1,36,37,4,0,0,3
245.0,807,933,2,1,36,37,4,0,0,3
246.0,810,933,2,1,36,37,4,0,0,3
247.0,813,933,2,1,36,37,4,0,0,3
248.0,816,933,2,1,36,37,4,0,0,3
249.0,819,933,2,1,36,37,4,0,0,3
250.0,822,933,2,1,36,37,4,0,0,3
251.0,825,933,2,1,37,37,4,0,0,3
252.0,828,941,2,1,37,37,4,0,0,3
253.0,831,941,2,1,38,37,4,0,0,3
254.0,834,949,2,1,38,37,4,0,0,3
255.0,837,949,2,1,39,37,4,0,0,3
256.0,840,957,2,1,39,37,4,0,0,3
257.0,843,957,2,1,40,37,4,0,0,3
258.0,846,965,2,1,41,37,4,0,0,3
259.0,849,973,2,1,41,37,4,0,0,3
260.0,852,973,2,1,41,37,4,0,0,3
261.0,855,973,2,1,42,37,4,0,0,3
262.0,858,981,2,1,42,37,4,0,0,3
263.0,861,981,2,1,42,37,4,0,0,3
264.0,864,981,2,1,42,38,4,0,0,3
265.0,867,984,2,1,42,38,4,0,0,3
266.0,870,984,2,1,42,38,4,0,0,3
267.0,873,984,2,1,42,38,5,0,0,3
268.0,876,986,2,1,42,38,5,0,0,3
269.0,879,986,2,1,42,38,5,0,0,3
270.0,882,986,2,1,42,38,5,0,0,3
271.0,885,986,2,1,42,38,5,0,0,3
272.0,888,986,2,1,42,39,5,0,0,3
273.0,891,989,2,1,42,39,5,0,0,3
274.0,894,989,2,1,42,39,5,0,0,3
275.0,897,989,2,1,42,39,5,0,0,3
276.0,900,989,2,1,42,39,5,0,0,3
277.0,903,989,2,1,42,39,5,0,0,3
278.0,906,989,2,1,42,39,5,0,0,3
279.0,909,989,2,1,42,39,6,0,0,3
280.0,912,991,2,1,42,39,6,0,0,3
281.0,915,991,2,1,42,39,6,0,0,3
282.0,918,991,2,1,42,39,6,0,0,3
283.0,921,991,2,1,42,39,6,0,0,3
284.0,924,991,2,1,42,39,6,0,0,3
285.0,927,991,2,1,42,39,6,0,0,3
286.0,930,991,2,1,42,39,6,0,0,3
287.0,933,991,2,1,42,40,6,0,0,3
288.0,936,994,2,1,42,40,6,0,0,3
289.0,939,994,2,1,42,40,6,0,0,3
290.0,942,994,2,1,42,40,6,0,0,3
291.0,945,994,2,1,42,40,6,0,0,3
292.0,948,994,2,1,42,40,6,0,0,3
293.0,951,994,2,1,42,40,6,0,0,3
294.0,954,994,2,1,42,40,6,0,0,3
295.0,957,994,2,1,43,40,6,0,0,3
296.0,960,1002,2,1,44,40,6,0,0,3
297.0,963,1010,2,1,44,40,7,0,0,3
298.0,966,1012,2,1,44,40,7,0,0,3
299.0,969,1012,2,1,45,40,7,0,0,3
300.0,972,1020,2,1,45,40,7,0,0,3
301.0,975,1020,2,1,45,40,7,0,0,3
302.0,978,1020,2,1,45,40,7,0,0,3
303.0,981,1020,2,1,45,40,7,0,0,3
304.0,984,1020,2,1,45,40,7,0,0,3
305.0,987,1020,2,1,45,41,7,0,0,3
306.0,990,1023,2,1,45,41,7,0,0,3
307.0,993,1023,2,1,45,41,7,0,0,3
308.0,996,1023,2,1,45,41,7,0,0,3
309.0,999,1023,2,1,46,41,7,0,0,3
310.0,1002,1031,2,1,47,41,7,0,0,3
311.0,1005,1039,2,1,47,41,7,0,0,3
312.0,1008,1039,2,1,47,41,7,0,0,3
313.0,1011,1039,2,1,47,41,7,0,0,3
314.0,1014,1039,2,1,47,41,7,0,0,3
315.0,1017,1039,2,1,47,41,7,0,0,3
316.0,1018,1039,2,2,47,41,7,0,0,3
317.0,1063,1333,2,2,47,41,7,0,0,3
318.0,1066,1333,2,2,47,41,7,0,0,3
319.0,1069,1333,2,2,47,42,7,0,0,3
320.0,1072,1336,2,2,47,42,7,0,0,3
321.0,1075,1336,2,2,48,42,7,0,0,3
322.0,1078,1344,2,2,48,43,7,0,0,3
323.0,1081,1347,2,2,48,43,7,0,0,3
324.0,1084,1347,2,2,48,44,7,0,0,3
325.0,1087,1350,2,2,48,45,7,0,0,3
326.0,1090,1353,2,2,48,45,7,0,0,3
327.0,1093,1353,2,2,48,45,7,0,0,3
328.0,1096,1353,2,2,48,45,7,0,0,3
329.0,1099,1353,2,2,48,46,7,0,0,3
330.0,1102,1356,2,2,48,46,7,0,0,3
331.0,1105,1356,2,2,49,46,7,0,0,3
332.0,1108,1364,2,2,49,46,7,0,0,3
333.0,1111,1364,2,2,49,46,7,0,0,3
334.0,1114,1364,2,2,49,46,7,0,0,3
335.0,1117,1364,2,2,49,46,7,0,0,3
336.0,1120,1364,2,2,49,46,7,0,0,3
337.0,1121,1364,2,3,49,46,7,0,0,3
338.0,1166,1658,2,3,49,46,7,0,0,3
339.0,1169,1658,2,3,49,46,7,0,0,3
340.0,1172,1658,2,3,49,46,7,0,0,3
341.0,1175,1658,2,3,49,46,7,0,0,3
342.0,1178,1658,2,3,49,46,7,0,0,3
343.0,1181,1658,2,3,49,47,7,0,0,3
344.0,1184,1661,2,3,49,48,7,0,0,3
345.0,1187,1664,2,3,49,49,7,0,0,3
346.0,1190,1667,2,3,50,49,7,0,0,3
347.0,1193,1675,2,3,50,49,7,0,0,3
348.0,1196,1675,2,3,50,50,7,0,0,3
349.0,1199,1678,2,3,50,50,7,0,0,3
350.0,1202,1678,2,3,50,50,7,0,0,3
351.0,1205,1678,2,3,51,50,7,0,0,3
352.0,1208,1686,2,3,51,50,7,0,0,3
353.0,1211,1686,2,3,51,50,7,0,0,3
354.0,1214,1686,2,3,51,51,7,0,0,3
355.0,1217,1689,2,3,51,51,7,0,0,3
356.0,1220,1689,2,3,51,51,7,0,0,3
357.0,1223,1689,2,3,51,51,7,0,0,3
358.0,1226,1689,2,3,51,52,7,0,0,3
359.0,1229,1692,2,3,51,52,7,0,0,3
360.0,1232,1692,2,3,52,52,7,0,0,3
361.0,1235,1700,2,3,52,52,7,0,0,3
362.0,1238,1700,2,3,52,52,7,0,0,3
363.0,1241,1700,2,3,52,52,7,0,0,3
364.0,1244,1700,2,3,52,52,7,0,0,3
365.0,1247,1700,2,3,52,52,7,0,0,3
366.0,1250,1700,2,3,52,52,7,0,0,3
367.0,1253,1700,2,3,52,52,7,0,0,3
368.0,1256,1700,2,3,53,52,7,0,0,3
369.0,1259,1708,2,3,53,52,7,0,0,3
370.0,1262,1708,2,3,53,52,7,0,0,3
371.0,1265,1708,2,3,53,53,7,0,0,3
372.0,1268,1711,2,3,53,53,7,0,0,3
373.0,1271,1711,2,3,53,53,7,0,0,3
374.0,1274,1711,2,3,54,53,7,0,0,3
375.0,1277,1719,2,3,54,54,7,0,0,3
376.0,1280,1722,2,3,54,54,7,0,0,3
377.0,1283,1722,2,3,55,54,7,0,0,3
378.0,1286,1730,2,3,55,54,7,0,0,3
379.0,1289,1730,2,3,55,54,7,0,0,3
380.0,1292,1730,2,3,55,55,7,0,0,3
381.0,1295,1733,2,3,55,55,7,0,0,3
382.0,1298,1733,2,3,55,55,7,0,0,3
383.0,1301,1733,2,3,55,55,7,0,0,3
384.0,1304,1733,2,3,55,55,7,0,0,3
385.0,1307,1733,2,3,55,55,7,0,0,3
386.0,1310,1733,2,3,55,55,7,0,0,3
387.0,1313,1733,2,3,55,55,7,0,0,3
388.0,1316,1733,2,3,55,55,7,0,0,3
389.0,1317,1733,3,3,55,55,7,0,0,3
390.0,1336,1845,3,3,55,55,7,0,0,3
391.0,1339,1845,3,3,55,55,7,0,0,3
392.0,1342,1845,3,3,56,55,7,0,0,3
393.0,1345,1853,3,3,57,55,7,0,0,3
394.0,1348,1861,3,3,57,56,7,0,0,3
395.0,1351,1864,3,3,57,56,7,0,0,3
396.0,1354,1864,3,3,57,56,7,0,0,3
397.0,1357,1864,3,3,57,56,7,0,0,3
398.0,1360,1864,3,3,57,56,7,0,0,3
399.0,1363,1864,3,3,57,56,7,0,0,3
400.0,1366,1864,3,3,57,56,7,0,0,3
401.0,1369,1864,3,3,57,56,7,0,0,3
402.0,1372,1864,3,3,57,56,7,0,0,3
403.0,1375,1864,3,3,57,56,7,0,0,3
404.0,1378,1864,3,3,58,56,7,0,0,3
405.0,1381,1872,3,3,58,56,7,0,0,3
406.0,1384,1872,3,3,58,56,7,0,0,3
407.0,1387,1872,3,3,58,56,7,0,0,3
408.0,1390,1872,3,3,58,56,7,0,0,3
409.0,1393,1872,3,3,58,56,7,0,0,3
410.0,1396,1872,3,3,58,56,7,0,0,3
411.0,1399,1872,3,3,58,57,7,0,0,3
412.0,1402,1875,3,3,59,57,7,0,0,3
413.0,1405,1883,3,3,59,57,7,0,0,3
414.0,1408,1883,3,3,59,57,7,0,0,3
415.0,1411,1883,3,3,59,58,7,0,0,3
416.0,1414,1886,3,3,60,58,7,0,0,3
417.0,1417,1894,3,3,60,58,7,0,0,3
418.0,1420,1894,3,3,61,58,7,0,0,3
419.0,1423,1902,3,3,61,58,7,0,0,3
420.0,1426,1902,3,3,61,58,7,0,0,3
421.0,1429,1902,3,3,62,58,7,0,0,3
422.0,1432,1910,3,3,63,58,7,0,0,3
423.0,1435,1918,3,3,64,58,7,0,0,3
424.0,1438,1926,3,3,64,58,7,0,0,3
425.0,1441,1926,3,3,64,58,7,0,0,3
426.0,1444,1926,3,3,64,58,7,0,0,3
427.0,1447,1926,3,3,64,58,7,0,0,3
428.0,1450,1926,3,3,65,58,7,0,0,3
429.0,1453,1934,3,3,65,58,7,0,0,3
430.0,1456,1934,3,3,65,58,7,0,0,3
431.0,1459,1934,3,3,65,58,7,0,0,3
432.0,1462,1934,3,3,65,58,7,0,0,3
433.0,1465,1934,3,3,66,58,7,0,0,3
434.0,1468,1942,3,3,66,58,7,0,0,3
435.0,1471,1942,3,3,67,58,7,0,0,3
436.0,1474,1950,3,3,67,58,7,0,0,3
437.0,1477,1950,3,3,67,58,7,0,0,3
438.0,1480,1950,3,3,67,58,7,0,0,3
439.0,1483,1950,3,3,68,58,7,0,0,3
440.0,1486,1958,3,3,68,58,7,0,0,3
441.0,1489,1958,3,3,68,58,7,0,0,3
442.0,1492,1958,3,3,68,58,7,0,0,3
443.0,1495,1958,3,3,69,58,7,0,0,3
444.0,1498,1966,3,3,69,58,8,0,0,3
445.0,1501,1968,3,3,69,58,8,0,0,3
446.0,1504,1968,3,3,69,58,8,0,0,3
447.0,1507,1968,3,3,69,58,8,0,0,3
448.0,1510,1968,3,3,69,58,8,0,0,3
449.0,1513,1968,3,3,69,58,8,0,0,3
450.0,1516,1968,3,3,69,58,8,0,0,3
451.0,1519,1968,3,3,69,58,8,0,0,3
452.0,1522,1968,3,3,69,58,8,0,0,3
453.0,1525,1968,3,3,69,58,8,0,0,3
454.0,1528,1968,3,3,69,58,8,0,0,3
455.0,1531,1968,3,3,69,58,8,0,0,3
456.0,1534,1968,3,3,69,58,8,0,0,3
457.0,1537,1968,3,3,69,58,8,0,0,3
458.0,1540,1968,3,3,69,58,8,0,0,3
459.0,1543,1968,3,3,70,58,8,0,0,3
460.0,1546,1976,3,3,70,58,8,0,0,3
461.0,1549,1976,3,3,70,58,8,0,0,3
462.0,1552,1976,3,3,70,58,8,0,0,3
463.0,1555,1976,3,3,70,58,8,0,0,3
464.0,1558,1976,3,3,71,58,8,0,0,3
465.0,1561,1984,3,3,71,58,8,0,0,3
466.0,1564,1984,3,3,71,58,8,0,0,3
467.0,1567,1984,3,3,71,58,8,0,0,3
468.0,1570,1984,3,3,71,59,8,0,0,3
469.0,1573,1987,3,3,71,59,8,0,0,3
470.0,1576,1987,3,3,72,59,8,0,0,3
471.0,1579,1995,3,3,72,59,8,0,0,3
472.0,1582,1995,3,3,72,60,8,0,0,3
473.0,1585,1998,3,3,72,61,8,0,0,3
474.0,1588,2001,3,3,72,61,8,0,0,3
475.0,1591,2001,3,3,72,61,8,0,0,3
476.0,1594,2001,3,3,72,61,8,0,0,3
477.0,1597,2001,3,3,72,61,8,0,0,3
478.0,1600,2001,3,3,73,61,8,0,0,3
479.0,1603,2009,3,3,73,61,8,0,0,3
480.0,1606,2009,3,3,73,61,8,0,0,3
481.0,1609,2009,3,3,74,61,8,0,0,3
482.0,1612,2017,3,3,74,61,8,0,0,3
483.0,1615,2017,3,3,74,61,8,0,0,3
484.0,1618,2017,3,3,74,62,8,0,0,3
485.0,1621,2020,3,3,74,62,8,0,0,3
486.0,1624,2020,3,3,74,63,8,0,0,3
487.0,1627,2023,3,3,74,63,8,0,0,3
488.0,1630,2023,3,3,74,63,8,0,0,3
489.0,1633,2023,3,3,74,63,8,0,0,3
490.0,1636,2023,3,3,74,63,8,0,0,3
491.0,1639,2023,3,3,74,63,8,0,0,3
492.0,1642,2023,3,3,74,63,8,0,0,3
493.0,1645,2023,3,3,74,64,8,0,0,3
494.0,1648,2026,3,3,74,64,8,0,0,3
495.0,1651,2026,3,3,74,64,8,0,0,3
496.0,1654,2026,3,3,74,64,8,0,0,3
497.0,1657,2026,3,3,74,64,8,0,0,3
498.0,1660,2026,3,3,74,64,8,0,0,3
499.0,1663,2026,3,3,74,64,8,0,0,3
500.0,1666,2026,3,3,74,64,8,0,0,3
501.0,1669,2026,3,3,75,64,8,0,0,3
502.0,1672,2034,3,3,75,64,8,0,0,3
503.0,1675,2034,3,3,75,65,8,0,0,3
504.0,1678,2037,3,3,76,65,8,0,0,3
505.0,1681,2045,3,3,76,65,8,0,0,3
506.0,1684,2045,3,3,76,65,8,0,0,3
507.0,1687,2045,3,3,76,65,8,0,0,3
508.0,1690,2045,3,3,77,65,8,0,0,3
509.0,1693,2053,3,3,77,65,8,0,0,3
510.0,1696,2053,3,3,77,65,8,0,0,3
511.0,1699,2053,3,3,77,65,8,0,0,3
512.0,1702,2053,3,3,77,65,8,0,0,3
513.0,1705,2053,3,3,77,65,8,0,0,3
514.0,1708,2053,3,3,78,65,8,0,0,3
515.0,1711,2061,3,3,78,65,8,0,0,3
516.0,1714,2061,3,3,78,65,8,0,0,3
517.0,1717,2061,3,3,78,65,8,0,0,3
518.0,1720,2061,3,3,78,66,8,0,0,3
519.0,1723,2064,3,3,78,67,8,0,0,3
520.0,1726,2067,3,3,78,67,8,0,0,3
521.0,1729,2067,3,3,78,67,8,0,0,3
522.0,1732,2067,3,3,79,67,8,0,0,3
523.0,1735,2075,3,3,79,67,8,0,0,3
524.0,1738,2075,3,3,79,67,8,0,0,3
525.0,1741,2075,3,3,79,67,9,0,0,3
526.0,1744,2077,3,3,79,68,9,0,0,3
527.0,1747,2080,3,3,79,68,9,0,0,3
528.0,1750,2080,3,3,79,68,9,0,0,3
529.0,1753,2080,3,3,79,68,9,0,0,3
530.0,1756,2080,3,3,79,69,9,0,0,3
531.0,1759,2083,3,3,79,69,9,0,0,3
532.0,1762,2083,3,3,79,69,9,0,0,3
533.0,1765,2083,3,3,79,69,9,0,0,3
534.0,1768,2083,3,3,79,69,9,0,0,3
535.0,1771,2083,3,3,79,69,9,0,0,3
536.0,1774,2083,3,3,79,69,9,0,0,3
537.0,1777,2083,3,3,79,69,9,0,0,3
538.0,1780,2083,3,3,79,69,9,0,0,3
539.0,1783,2083,3,3,79,69,9,0,0,3
540.0,1786,2083,3,3,79,70,9,0,0,3
541.0,1789,2086,3,3,79,71,9,0,0,3
542.0,1792,2089,3,3,79,71,9,0,0,3
543.0,1795,2089,3,3,79,71,9,0,0,3
544.0,1798,2089,3,3,79,71,9,0,0,3
545.0,1801,2089,3,3,79,71,9,0,0,3
546.0,1804,2089,3,3,79,71,9,0,0,3
547.0,1807,2089,3,3,80,71,9,0,0,3
548.0,1810,2097,3,3,80,71,9,0,0,3
549.0,1813,2097,3,3,80,71,9,0,0,3
550.0,1816,2097,3,3,80,72,9,0,0,3
