No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
47.0,141,88,0,0,7,11,1,0,0,2
48.0,144,91,0,0,7,11,1,0,0,2
49.0,147,91,0,0,8,11,1,0,0,2
50.0,150,99,0,0,9,11,1,0,0,2
51.0,153,107,0,0,9,12,1,0,0,2
52.0,156,110,0,0,9,12,1,0,0,2
53.0,159,110,0,0,9,12,1,0,0,2
54.0,162,110,0,0,9,12,1,0,0,2
55.0,163,110,1,0,9,12,1,0,0,2
56.0,182,222,1,0,9,12,1,0,0,2
57.0,185,222,1,0,9,13,1,0,0,2
58.0,188,225,1,0,9,13,1,0,0,2
59.0,191,225,1,0,9,14,1,0,0,2
60.0,194,228,1,0,9,14,1,0,0,2
61.0,197,228,1,0,9,14,1,0,0,2
62.0,200,228,1,0,9,14,1,0,0,2
63.0,203,228,1,0,9,14,1,0,0,2
64.0,206,228,1,0,9,14,1,0,0,2
65.0,209,228,1,0,10,14,1,0,0,2
66.0,212,236,1,0,10,14,1,0,0,2
67.0,215,236,1,0,10,15,1,0,0,2
68.0,218,239,1,0,10,15,1,0,0,2
69.0,221,239,1,0,10,15,1,0,0,2
70.0,224,239,1,0,10,15,1,0,0,2
71.0,227,239,1,0,10,15,1,0,0,2
72.0,230,239,1,0,10,15,1,0,0,2
73.0,233,239,1,0,10,15,1,0,0,2
74.0,236,239,1,0,10,15,1,0,0,2
75.0,239,239,1,0,10,15,1,0,0,2
76.0,242,239,1,0,10,16,1,0,0,2
77.0,245,242,1,0,10,16,1,0,0,2
78.0,248,242,1,0,10,16,1,0,0,2
79.0,251,242,1,0,10,16,1,0,0,2
80.0,254,242,1,0,10,16,1,0,0,2
81.0,257,242,1,0,10,16,1,0,0,2
82.0,260,242,1,0,10,16,1,0,0,2
83.0,263,242,1,0,10,16,1,0,0,2
84.0,266,242,1,0,11,16,1,0,0,2
85.0,269,250,1,0,11,16,1,0,0,2
86.0,272,250,1,0,11,16,1,0,0,2
87.0,275,250,1,0,12,16,1,0,0,2
88.0,278,258,1,0,12,16,1,0,0,2
89.0,281,258,1,0,12,16,1,0,0,2
90.0,284,258,1,0,12,16,1,0,0,2
91.0,285,258,1,1,12,16,1,0,0,2
92.0,330,552,1,1,12,17,1,0,0,2
93.0,333,555,1,1,12,17,1,0,0,2
94.0,336,555,1,1,12,17,1,0,0,2
95.0,339,555,1,1,13,17,1,0,0,2
96.0,342,563,1,1,13,17,1,0,0,2
97.0,345,563,1,1,13,17,2,0,0,2
98.0,348,565,1,1,14,17,2,0,0,2
99.0,351,573,1,1,14,18,2,0,0,2
100.0,354,576,1,1,14,19,2,0,0,2
101.0,357,579,1,1,14,19,2,0,0,2
102.0,360,579,1,1,14,19,2,0,0,2
103.0,363,579,1,1,14,19,2,0,0,2
104.0,366,579,1,1,15,19,2,0,0,2
105.0,369,587,1,1,15,19,2,0,0,2
106.0,372,587,1,1,16,19,2,0,0,2
107.0,375,595,1,1,16,19,2,0,0,2
108.0,378,595,1,1,16,19,2,0,0,2
109.0,381,595,1,1,16,19,2,0,0,2
110.0,384,595,1,1,16,19,2,0,0,2
111.0,387,595,1,1,16,19,2,0,1,2
112.0,388,596,1,1,17,19,2,0,1,2
113.0,389,604,1,1,17,19,2,0,1,2
114.0,390,604,2,1,17,19,2,0,1,2
115.0,409,724,2,1,17,19,2,0,1,2
116.0,412,724,2,1,18,19,2,0,1,2
117.0,415,732,2,1,19,19,2,0,1,2
118.0,418,740,2,1,19,19,2,0,1,2
119.0,421,740,2,1,19,19,2,0,1,2
120.0,424,740,2,1,19,19,2,0,1,2
121.0,427,740,2,1,19,19,2,0,1,2
122.0,430,740,2,1,19,19,2,0,1,2
123.0,433,740,2,1,19,19,2,0,1,2
124.0,436,740,2,1,19,19,2,0,1,2
125.0,439,740,2,1,19,19,2,0,1,2
126.0,442,740,2,1,19,19,2,0,1,2
127.0,445,740,2,1,19,19,2,0,1,2
128.0,448,740,2,1,19,20,2,0,1,2
129.0,451,743,2,1,19,20,2,0,1,2
130.0,454,743,2,1,19,20,2,0,1,2
131.0,457,743,2,1,20,20,2,0,1,2
132.0,460,751,2,1,21,20,2,0,1,2
133.0,463,759,2,1,21,20,2,0,1,2
134.0,466,759,2,1,21,21,2,0,1,2
135.0,469,762,2,1,22,21,2,0,1,2
136.0,472,770,2,1,22,21,2,0,1,2
137.0,475,770,2,1,22,21,2,0,1,2
138.0,478,770,2,1,22,21,2,0,1,2
139.0,481,770,2,1,22,22,2,0,1,2
140.0,484,773,2,1,22,22,2,0,1,2
141.0,487,773,2,1,22,22,2,0,1,2
142.0,490,773,2,1,22,22,2,0,1,2
143.0,493,773,2,1,22,22,2,0,1,2
144.0,496,773,2,1,22,22,2,0,1,2
145.0,499,773,2,1,22,22,2,0,1,2
146.0,502,773,2,1,22,23,2,0,1,2
147.0,505,776,2,1,22,23,2,0,1,2
148.0,508,776,2,1,22,23,2,0,1,2
149.0,511,776,2,1,22,24,2,0,1,2
150.0,514,779,2,1,22,24,3,0,1,2
151.0,517,781,2,1,22,24,3,0,1,2
152.0,520,781,2,1,23,24,3,0,1,2
153.0,523,789,2,1,23,24,3,0,1,2
154.0,526,789,2,1,23,24,3,0,1,2
155.0,529,789,2,1,23,24,3,0,1,2
156.0,532,789,2,1,23,25,3,0,1,2
157.0,535,792,2,1,23,25,3,0,1,2
158.0,538,792,2,1,23,25,3,0,1,2
159.0,541,792,2,1,23,25,3,0,1,2
160.0,544,792,2,1,23,25,4,0,1,2
161.0,547,794,2,1,23,25,4,0,1,2
162.0,550,794,2,1,23,25,4,0,1,2
163.0,551,794,3,1,23,25,4,0,1,2
164.0,570,914,3,1,23,25,4,0,1,2
165.0,573,914,3,1,23,25,4,0,1,2
166.0,576,914,3,1,23,26,4,0,1,2
167.0,579,917,3,1,23,27,4,0,1,2
168.0,582,920,3,1,24,27,4,0,1,2
169.0,585,928,3,1,24,27,4,0,1,2
170.0,588,928,3,1,24,27,4,0,1,2
171.0,591,928,3,1,24,27,4,0,1,2
172.0,594,928,3,1,24,27,5,0,1,2
173.0,597,930,3,1,24,27,5,0,1,2
174.0,600,930,3,1,24,27,5,0,1,2
175.0,603,930,3,1,24,28,5,0,1,2
176.0,606,933,3,1,24,28,5,0,1,2
177.0,609,933,3,1,24,29,5,0,1,2
178.0,612,936,3,1,24,30,5,0,1,2
179.0,615,939,3,1,24,31,5,0,1,2
180.0,618,942,3,1,25,31,5,0,1,2
181.0,621,950,3,1,25,31,5,0,1,2
182.0,624,950,3,1,26,31,5,0,1,2
183.0,627,958,3,1,26,31,5,0,1,2
184.0,630,958,3,1,26,31,6,0,1,2
185.0,633,960,3,1,26,31,6,0,1,2
186.0,636,960,3,1,26,31,6,0,1,2
187.0,639,960,3,1,26,31,6,0,1,2
188.0,642,960,3,1,26,31,6,0,1,2
189.0,645,960,3,1,26,32,6,0,1,2
190.0,648,963,3,1,26,32,6,0,1,2
191.0,651,963,3,1,27,32,6,0,1,2
192.0,654,971,3,1,27,32,6,0,1,2
193.0,657,971,3,1,27,33,6,0,1,2
194.0,660,974,3,1,27,33,6,0,1,2
195.0,663,974,3,1,27,33,6,0,1,2
196.0,666,974,3,1,27,33,6,0,1,2
197.0,669,974,3,1,27,33,6,0,1,2
198.0,672,974,3,1,27,34,6,0,1,2
199.0,675,977,3,1,27,34,6,0,1,2
200.0,678,977,3,1,27,34,6,0,1,2
201.0,681,977,3,1,28,34,6,0,1,2
202.0,684,985,3,1,28,34,6,0,1,2
203.0,687,985,3,1,28,34,6,0,1,2
204.0,690,985,3,1,28,34,6,0,1,2
205.0,693,985,3,1,29,34,6,0,1,2
206.0,696,993,3,1,29,34,7,0,1,2
207.0,699,995,3,1,29,34,7,0,1,2
208.0,702,995,3,1,29,34,7,0,1,2
209.0,705,995,3,1,29,35,7,0,1,2
210.0,708,998,3,1,29,35,7,0,1,2
211.0,711,998,3,1,29,35,7,0,1,2
212.0,714,998,3,1,29,35,7,0,1,2
213.0,717,998,3,1,29,35,7,0,1,2
214.0,720,998,3,1,30,35,7,0,1,2
215.0,723,1006,3,1,30,35,7,0,1,2
216.0,726,1006,3,1,30,36,7,0,1,2
217.0,729,1009,3,1,30,36,7,0,1,2
218.0,732,1009,3,1,30,36,7,0,1,2
219.0,735,1009,3,1,30,36,7,0,1,2
220.0,738,1009,3,1,31,36,7,0,1,2
221.0,741,1017,3,1,31,37,7,0,1,2
222.0,744,1020,3,1,31,37,7,0,1,2
223.0,747,1020,3,1,31,37,7,0,1,2
224.0,750,1020,3,1,32,37,7,0,1,2
225.0,753,1028,3,1,32,37,7,0,1,2
226.0,756,1028,3,1,32,37,7,0,1,2
227.0,759,1028,3,1,33,37,7,0,1,2
228.0,762,1036,3,1,33,37,7,0,1,2
229.0,765,1036,3,1,33,37,7,0,1,2
230.0,768,1036,3,1,33,38,7,0,1,2
231.0,771,1039,3,1,33,38,7,0,1,2
232.0,774,1039,3,1,34,38,7,0,1,2
233.0,777,1047,3,1,34,38,7,0,1,2
234.0,780,1047,3,1,34,38,7,0,1,2
235.0,783,1047,3,1,34,39,7,0,1,2
236.0,786,1050,3,1,34,39,7,0,1,2
237.0,789,1050,3,1,34,39,7,0,1,2
238.0,792,1050,3,1,34,39,7,0,1,2
239.0,795,1050,3,1,34,39,7,0,1,2
240.0,798,1050,3,1,34,39,7,0,1,2
241.0,801,1050,3,1,34,39,7,0,1,2
242.0,804,1050,3,1,34,39,7,0,1,2
243.0,807,1050,3,1,34,40,7,0,1,2
244.0,810,1053,3,1,35,40,7,0,1,2
245.0,813,1061,3,1,36,40,7,0,1,2
246.0,816,1069,3,1,37,40,7,0,1,2
247.0,819,1077,3,1,37,41,7,0,1,2
248.0,822,1080,3,1,37,41,7,0,1,2
249.0,825,1080,3,1,37,41,7,0,1,2
250.0,828,1080,3,1,37,41,7,0,1,2
251.0,831,1080,3,1,37,41,7,0,1,2
252.0,834,1080,3,1,38,41,7,0,1,2
253.0,837,1088,3,1,38,41,7,0,1,2
254.0,840,1088,3,1,38,41,7,0,1,2
255.0,843,1088,3,1,38,41,7,0,1,2
256.0,846,1088,3,1,38,41,7,0,1,2
257.0,849,1088,3,1,38,41,7,0,1,2
258.0,852,1088,3,1,38,42,7,0,1,2
259.0,855,1091,3,1,38,42,7,0,1,2
260.0,858,1091,3,1,38,42,7,0,1,2
261.0,861,1091,3,1,38,42,7,0,1,2
262.0,864,1091,3,1,38,42,7,0,1,2
263.0,867,1091,3,1,38,42,7,0,1,2
264.0,870,1091,3,1,39,42,7,0,1,2
265.0,873,1099,3,1,39,42,7,0,1,2
266.0,876,1099,3,1,39,43,7,0,1,2
267.0,879,1102,3,1,39,43,7,0,1,2
268.0,882,1102,3,1,39,43,7,0,1,2
269.0,885,1102,3,1,39,44,7,0,1,2
270.0,888,1105,3,1,39,44,7,0,1,2
271.0,891,1105,3,1,39,44,7,0,1,2
272.0,894,1105,3,1,39,44,7,0,1,2
273.0,897,1105,3,1,39,45,7,0,1,2
274.0,900,1108,3,1,39,45,7,0,1,2
275.0,903,1108,3,1,39,45,7,0,1,2
276.0,906,1108,3,1,39,45,7,0,1,2
277.0,909,1108,3,1,39,45,7,0,1,2
278.0,912,1108,3,1,39,45,7,0,1,2
279.0,915,1108,3,1,40,45,7,0,1,2
280.0,918,1116,3,1,40,46,7,0,1,2
281.0,921,1119,3,1,40,46,7,0,1,2
282.0,924,1119,3,1,40,46,7,0,1,2
283.0,927,1119,3,1,41,46,7,0,1,2
284.0,930,1127,3,1,41,46,7,0,1,2
285.0,933,1127,3,1,41,46,7,0,1,2
286.0,936,1127,3,1,41,46,7,0,1,2
287.0,939,1127,3,1,42,46,7,0,1,2
288.0,942,1135,3,1,42,46,7,0,1,2
289.0,945,1135,3,1,42,46,7,0,1,2
290.0,948,1135,3,1,43,46,7,0,1,2
291.0,951,1143,3,1,44,46,7,0,1,2
292.0,954,1151,3,1,44,46,7,0,1,2
293.0,957,1151,3,1,44,46,8,0,1,2
294.0,960,1153,3,1,44,46,8,0,1,2
295.0,963,1153,3,1,44,46,8,0,1,2
296.0,966,1153,3,1,44,47,8,0,1,2
297.0,969,1156,3,1,45,47,8,0,1,2
298.0,972,1164,3,1,45,47,8,0,1,2
299.0,975,1164,3,1,45,47,8,0,1,2
300.0,978,1164,3,1,45,47,8,0,1,2
301.0,981,1164,3,1,45,47,8,0,1,2
302.0,984,1164,3,1,45,47,8,0,1,2
303.0,987,1164,3,1,45,47,8,0,1,2
304.0,990,1164,3,1,45,47,8,0,1,2
305.0,993,1164,3,1,45,47,8,0,1,2
306.0,996,1164,3,1,45,47,8,0,1,2
307.0,999,1164,3,1,45,47,8,0,1,2
308.0,1002,1164,3,1,45,47,8,0,1,2
309.0,1005,1164,3,1,45,47,8,0,1,2
310.0,1008,1164,3,1,45,47,8,0,1,2
311.0,1011,1164,3,1,45,47,8,0,1,2
312.0,1014,1164,3,1,45,47,8,0,2,2
313.0,1015,1165,3,1,45,47,8,0,2,2
314.0,1016,1165,3,2,45,47,8,0,2,2
315.0,1061,1459,3,2,45,47,8,0,2,2
316.0,1064,1459,3,2,45,47,8,0,2,2
317.0,1067,1459,3,2,45,47,8,0,2,2
318.0,1070,1459,3,2,45,48,8,0,2,2
319.0,1073,1462,3,2,45,49,8,0,2,2
320.0,1076,1465,3,2,45,49,8,0,2,2
321.0,1079,1465,3,2,45,49,8,0,2,2
322.0,1082,1465,3,2,45,49,8,0,2,2
323.0,1085,1465,3,2,45,49,8,0,2,2
324.0,1088,1465,3,2,45,49,8,0,2,2
325.0,1091,1465,3,2,45,49,9,0,2,2
326.0,1094,1467,3,2,45,49,9,0,2,2
327.0,1097,1467,3,2,45,49,9,0,2,2
328.0,1100,1467,3,2,46,49,9,0,2,2
329.0,1103,1475,3,2,46,49,9,0,2,2
330.0,1106,1475,3,2,46,49,9,0,2,2
331.0,1109,1475,3,2,46,50,9,0,2,2
332.0,1112,1478,3,2,46,50,9,0,2,2
333.0,1115,1478,3,2,46,50,9,0,2,2
334.0,1118,1478,3,2,46,50,9,0,2,2
335.0,1121,1478,3,2,47,50,9,0,2,2
336.0,1124,1486,3,2,47,50,9,0,2,2
337.0,1127,1486,3,2,47,50,10,0,2,2
338.0,1130,1488,3,2,47,50,10,0,2,2
339.0,1133,1488,3,2,47,50,10,0,2,2
340.0,1136,1488,3,2,47,50,10,0,2,2
341.0,1139,1488,3,2,47,51,10,0,2,2
342.0,1142,1491,3,2,47,52,10,0,2,2
343.0,1145,1494,3,2,47,52,10,0,2,2
344.0,1148,1494,3,2,48,52,10,0,2,2
345.0,1151,1502,3,2,48,52,10,0,2,2
346.0,1154,1502,3,2,48,52,10,0,2,2
347.0,1157,1502,3,2,49,52,10,0,2,2
348.0,1160,1510,3,2,49,52,10,0,2,2
349.0,1163,1510,3,2,49,52,10,0,2,2
350.0,1166,1510,3,2,49,53,10,0,2,2
351.0,1169,1513,3,2,49,53,10,0,2,2
352.0,1172,1513,3,2,49,53,10,0,2,2
353.0,1175,1513,3,2,49,53,10,0,2,2
354.0,1178,1513,3,2,49,53,10,0,2,2
355.0,1181,1513,3,2,49,53,10,0,2,2
356.0,1184,1513,3,2,49,53,11,0,2,2
357.0,1187,1515,3,2,49,53,12,0,2,2
358.0,1190,1517,3,2,49,54,12,0,2,2
359.0,1193,1520,3,2,49,54,12,0,2,2
360.0,1196,1520,3,2,49,54,12,0,2,2
361.0,1199,1520,3,2,49,54,12,0,2,2
362.0,1202,1520,3,2,49,54,12,0,2,2
363.0,1205,1520,3,2,49,54,12,0,2,2
364.0,1208,1520,3,2,49,54,12,0,2,2
365.0,1211,1520,3,2,50,54,12,0,2,2
366.0,1214,1528,3,2,50,55,12,0,2,2
367.0,1217,1531,3,2,50,56,12,0,2,2
368.0,1220,1534,3,2,50,56,12,0,2,2
369.0,1223,1534,3,2,50,56,12,0,2,2
370.0,1226,1534,3,2,50,56,12,0,2,2
371.0,1229,1534,3,2,50,57,12,0,2,2
372.0,1232,1537,3,2,50,57,12,0,2,2
373.0,1235,1537,3,2,50,57,12,0,2,2
374.0,1238,1537,3,2,51,57,12,0,2,2
375.0,1241,1545,3,2,51,58,12,0,2,2
376.0,1244,1548,3,2,51,58,12,0,2,2
377.0,1247,1548,3,2,51,58,12,0,2,2
378.0,1250,1548,3,2,51,58,12,0,2,2
379.0,1253,1548,3,2,51,58,12,0,2,2
380.0,1256,1548,3,2,52,58,12,0,2,2
381.0,1259,1556,3,2,52,58,12,0,2,2
382.0,1262,1556,3,2,52,58,13,0,2,2
383.0,1265,1558,3,2,52,58,13,0,2,2
384.0,1268,1558,3,2,52,59,13,0,2,2
385.0,1271,1561,3,2,52,59,13,0,2,2
386.0,1274,1561,3,2,52,59,13,0,2,2
387.0,1277,1561,3,2,53,59,13,0,2,2
388.0,1280,1569,3,2,54,59,13,0,2,2
389.0,1283,1577,3,2,54,59,13,0,2,2
390.0,1286,1577,3,2,54,59,13,0,2,2
391.0,1289,1577,3,2,55,59,13,0,2,2
392.0,1292,1585,3,2,55,59,13,0,2,2
393.0,1295,1585,3,2,56,59,13,0,2,2
394.0,1298,1593,3,2,56,59,13,0,2,2
395.0,1301,1593,3,2,56,59,13,0,2,2
396.0,1304,1593,3,2,56,59,13,0,2,2
397.0,1307,1593,3,2,57,59,13,0,2,2
398.0,1310,1601,3,2,58,59,13,0,2,2
399.0,1313,1609,3,2,58,59,13,0,2,2
400.0,1316,1609,3,2,59,59,13,0,2,2
401.0,1319,1617,3,2,59,59,13,0,2,2
402.0,1322,1617,3,2,59,59,13,0,2,2
403.0,1325,1617,3,2,59,60,13,0,2,2
404.0,1328,1620,3,2,59,60,13,0,2,2
405.0,1331,1620,3,2,59,61,13,0,2,2
406.0,1334,1623,3,2,59,61,13,0,2,2
407.0,1337,1623,3,2,59,62,13,0,2,2
408.0,1340,1626,3,2,59,62,13,0,2,2
409.0,1343,1626,3,2,59,62,13,0,2,2
410.0,1346,1626,3,2,59,62,13,0,2,2
411.0,1349,1626,3,2,59,62,13,0,2,2
412.0,1352,1626,3,2,59,62,13,0,2,2
413.0,1355,1626,3,2,59,62,13,0,2,2
414.0,1358,1626,3,2,59,62,13,0,2,2
415.0,1361,1626,3,2,59,62,13,0,2,2
416.0,1364,1626,3,2,59,63,13,0,2,2
417.0,1367,1629,3,2,59,64,13,0,2,2
418.0,1370,1632,3,2,59,64,13,0,2,2
419.0,1373,1632,3,2,59,64,13,0,2,2
420.0,1376,1632,3,2,59,65,13,0,2,2
421.0,1379,1635,3,2,59,65,13,0,2,2
422.0,1382,1635,3,2,59,66,13,0,2,2
423.0,1385,1638,3,2,59,66,13,0,2,2
424.0,1388,1638,3,2,59,66,13,0,2,2
425.0,1391,1638,3,2,59,66,13,0,2,2
426.0,1394,1638,3,2,59,66,13,0,2,2
427.0,1397,1638,3,2,59,66,13,0,2,2
428.0,1400,1638,3,2,59,66,13,0,2,2
429.0,1403,1638,3,2,59,67,13,0,2,2
430.0,1406,1641,3,2,60,67,13,0,2,2
431.0,1409,1649,3,2,60,67,13,0,2,2
432.0,1412,1649,3,2,60,67,14,0,2,2
433.0,1415,1651,3,2,61,67,14,0,2,2
434.0,1418,1659,3,2,61,67,14,0,2,2
435.0,1421,1659,3,2,62,67,14,0,2,2
436.0,1424,1667,3,2,62,67,14,0,2,2
437.0,1427,1667,3,2,62,67,14,0,2,2
438.0,1430,1667,3,2,62,68,14,0,2,2
439.0,1433,1670,3,2,62,68,14,0,2,2
440.0,1436,1670,3,2,62,69,14,0,2,2
441.0,1439,1673,3,2,62,69,14,0,2,2
442.0,1442,1673,3,2,62,69,14,0,2,2
443.0,1445,1673,3,2,62,69,14,0,2,2
444.0,1448,1673,3,2,62,70,14,0,2,2
445.0,1451,1676,3,2,63,70,14,0,2,2
446.0,1454,1684,3,2,63,70,14,0,2,2
447.0,1457,1684,3,2,63,70,14,0,2,2
448.0,1460,1684,3,2,63,70,14,0,2,2
449.0,1463,1684,3,2,63,70,14,0,2,2
450.0,1466,1684,3,2,63,71,14,0,2,2
451.0,1469,1687,3,2,63,71,14,0,2,2
452.0,1472,1687,3,2,64,71,14,0,2,2
453.0,1475,1695,3,2,64,71,14,0,2,2
454.0,1478,1695,3,2,64,71,14,0,2,2
455.0,1481,1695,3,2,64,72,14,0,2,2
456.0,1484,1698,3,2,64,72,14,0,2,2
457.0,1487,1698,3,2,64,73,14,0,2,2
458.0,1490,1701,3,2,64,73,14,0,2,2
459.0,1493,1701,3,2,64,73,14,0,2,2
460.0,1496,1701,3,2,64,73,14,0,2,2
461.0,1499,1701,3,2,64,73,14,0,2,2
462.0,1502,1701,3,2,64,73,14,0,2,2
463.0,1505,1701,3,2,64,73,14,0,2,2
464.0,1508,1701,3,2,64,74,14,0,2,2
465.0,1511,1704,3,2,64,75,14,0,2,2
466.0,1514,1707,3,2,65,75,14,0,2,2
467.0,1517,1715,3,2,65,75,14,0,2,2
468.0,1520,1715,3,2,65,75,14,0,2,2
469.0,1523,1715,3,2,65,75,14,0,2,2
470.0,1524,1715,3,3,65,75,14,0,2,2
471.0,1569,2017,3,3,65,75,14,0,2,2
472.0,1572,2017,3,3,65,75,14,0,2,2
473.0,1575,2017,3,3,65,75,14,0,2,2
474.0,1578,2017,3,3,65,76,14,0,2,2
475.0,1581,2020,3,3,65,76,15,0,2,2
476.0,1584,2022,3,3,65,77,15,0,2,2
477.0,1587,2025,3,3,66,77,15,0,2,2
478.0,1590,2033,3,3,66,77,15,0,2,2
479.0,1593,2033,3,3,66,77,15,0,2,2
480.0,1596,2033,3,3,67,77,15,0,2,2
481.0,1599,2041,3,3,67,77,15,0,2,2
482.0,1602,2041,3,3,67,77,15,0,2,2
483.0,1605,2041,3,3,67,77,15,0,2,2
484.0,1608,2041,3,3,67,77,15,0,2,2
485.0,1611,2041,3,3,67,77,15,0,2,2
486.0,1614,2041,3,3,67,77,15,0,2,2
487.0,1617,2041,3,3,67,77,15,0,2,2
488.0,1620,2041,3,3,67,77,15,0,2,2
489.0,1623,2041,3,3,67,77,15,0,2,2
490.0,1626,2041,3,3,67,77,15,0,2,2
491.0,1629,2041,3,3,67,77,15,0,2,2
492.0,1632,2041,3,3,67,77,15,0,2,2
493.0,1635,2041,3,3,67,77,15,0,2,2
494.0,1638,2041,3,3,67,78,15,0,2,2
495.0,1641,2044,3,3,67,78,15,0,2,2
496.0,1644,2044,3,3,67,78,15,0,2,2
497.0,1647,2044,3,3,67,78,15,0,2,2
498.0,1650,2044,3,3,67,79,15,0,2,2
499.0,1653,2047,3,3,67,79,15,0,2,2
500.0,1656,2047,3,3,67,79,16,0,2,2
501.0,1659,2049,3,3,67,79,16,0,2,2
502.0,1662,2049,3,3,67,80,16,0,2,2
503.0,1665,2052,3,3,67,80,16,0,2,2
504.0,1668,2052,3,3,67,80,16,0,2,2
505.0,1671,2052,3,3,67,80,16,0,2,2
506.0,1674,2052,3,3,67,80,16,0,2,2
507.0,1677,2052,3,3,67,80,16,0,2,2
508.0,1680,2052,3,3,67,80,16,0,2,2
509.0,1683,2052,3,3,67,80,16,0,2,2
510.0,1686,2052,3,3,67,80,17,0,2,2
511.0,1689,2054,3,3,67,81,17,0,2,2
512.0,1692,2057,3,3,67,81,17,0,2,2
513.0,1695,2057,3,3,67,81,17,0,2,2
514.0,1698,2057,3,3,68,81,17,0,2,2
515.0,1701,2065,3,3,68,81,17,0,2,2
516.0,1704,2065,3,3,68,81,17,0,2,2
517.0,1707,2065,3,3,68,81,17,0,2,2
518.0,1710,2065,3,3,69,81,17,0,2,2
519.0,1713,2073,3,3,69,81,17,0,2,2
520.0,1716,2073,3,3,69,81,17,0,2,2
521.0,1719,2073,3,3,69,81,17,0,2,2
522.0,1722,2073,3,3,69,81,17,0,2,2
523.0,1725,2073,3,3,69,81,17,0,2,2
524.0,1728,2073,3,3,69,82,17,0,2,2
525.0,1731,2076,3,3,69,82,17,0,2,2
526.0,1734,2076,3,3,69,82,17,0,2,2
527.0,1737,2076,3,3,69,82,17,0,2,2
528.0,1740,2076,3,3,69,82,17,0,2,2
529.0,1743,2076,3,3,69,83,17,0,2,2
530.0,1746,2079,3,3,69,83,17,0,2,2
531.0,1749,2079,3,3,69,83,17,0,2,2
532.0,1752,2079,3,3,69,83,17,0,2,2
533.0,1755,2079,3,3,70,83,17,0,2,2
534.0,1758,2087,3,3,70,83,17,0,2,2
535.0,1761,2087,3,3,70,84,17,0,2,2
536.0,1764,2090,3,3,70,84,17,0,2,2
537.0,1767,2090,3,3,70,84,17,0,2,2
538.0,1770,2090,3,3,71,84,17,0,2,2
539.0,1773,2098,3,3,72,84,17,0,2,2
540.0,1776,2106,3,3,72,84,17,0,2,2
541.0,1779,2106,3,3,72,84,17,0,2,2
542.0,1782,2106,3,3,73,84,17,0,2,2
543.0,1785,2114,3,3,73,84,17,0,2,2
544.0,1788,2114,3,3,73,85,17,0,2,2
545.0,1791,2117,3,3,73,85,17,0,2,2
546.0,1794,2117,3,3,73,85,17,0,2,2
547.0,1797,2117,3,3,73,85,17,0,2,2
