No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
219.0,687,593,2,0,37,25,2,0,0,2
220.0,690,601,2,0,37,25,2,0,0,2
221.0,693,601,2,0,37,25,2,0,0,2
222.0,696,601,2,0,37,25,2,0,0,2
223.0,699,601,2,0,37,25,2,0,0,2
224.0,702,601,2,0,38,25,2,0,0,2
225.0,705,609,2,0,38,25,2,0,0,2
226.0,708,609,2,0,38,25,2,0,0,2
227.0,711,609,2,0,38,25,2,0,0,2
228.0,714,609,2,0,38,25,2,0,0,2
229.0,717,609,2,0,38,25,2,0,0,2
230.0,720,609,2,0,38,25,2,0,0,2
231.0,723,609,2,0,38,25,2,0,0,2
232.0,726,609,2,0,39,25,2,0,0,2
233.0,729,617,2,0,39,25,2,0,0,2
234.0,732,617,2,0,39,25,2,0,0,2
235.0,735,617,2,0,39,26,2,0,0,2
236.0,738,620,2,0,39,26,2,0,0,2
237.0,741,620,2,0,39,26,2,0,0,2
238.0,744,620,2,0,39,26,2,0,0,2
239.0,747,620,2,0,39,27,2,0,0,2
240.0,750,623,2,0,39,27,2,0,0,2
241.0,753,623,2,0,39,28,2,0,0,2
242.0,756,626,2,0,39,28,2,0,0,2
243.0,759,626,2,0,39,28,2,0,0,2
244.0,762,626,2,0,40,28,2,0,0,2
245.0,765,634,2,0,40,28,2,0,0,2
246.0,768,634,2,0,40,28,2,0,0,2
247.0,771,634,2,0,40,28,2,0,0,2
248.0,774,634,2,0,40,29,2,0,0,2
249.0,777,637,2,0,40,30,2,0,0,2
250.0,780,640,2,0,41,30,2,0,0,2
251.0,783,648,2,0,41,31,2,0,0,2
252.0,786,651,2,0,41,31,2,0,0,2
253.0,789,651,2,0,41,31,2,0,0,2
254.0,792,651,2,0,42,31,2,0,0,2
255.0,795,659,2,0,42,31,2,0,0,2
256.0,798,659,2,0,42,31,2,0,0,2
257.0,801,659,2,0,42,31,2,0,0,2
258.0,804,659,2,0,43,31,2,0,0,2
259.0,807,667,2,0,43,31,2,0,0,2
260.0,810,667,2,0,43,31,2,0,0,2
261.0,813,667,2,0,43,32,2,0,0,2
262.0,816,670,2,0,43,32,2,0,0,2
263.0,819,670,2,0,43,32,2,0,0,2
264.0,822,670,2,0,43,32,2,0,0,2
265.0,825,670,2,0,44,32,2,0,0,2
266.0,828,678,2,0,44,32,2,0,0,2
267.0,831,678,2,0,44,32,3,0,0,2
268.0,834,680,2,0,44,32,3,0,0,2
269.0,837,680,2,0,44,32,3,0,0,2
270.0,840,680,2,0,44,32,3,0,0,2
271.0,843,680,2,0,44,32,3,0,0,2
272.0,846,680,2,0,44,32,3,0,0,2
273.0,849,680,2,0,44,32,3,0,0,2
274.0,852,680,2,0,44,32,3,0,0,2
275.0,855,680,2,0,44,32,3,0,0,2
276.0,858,680,2,0,44,32,3,0,0,2
277.0,861,680,2,0,44,32,3,0,0,2
278.0,864,680,2,0,45,32,3,0,0,2
279.0,867,688,2,0,45,32,3,0,0,2
280.0,870,688,2,0,45,32,3,0,0,2
281.0,873,688,2,0,45,32,3,0,0,2
282.0,876,688,2,0,45,32,3,0,0,2
283.0,879,688,2,0,45,33,3,0,0,2
284.0,882,691,2,0,45,33,3,0,0,2
285.0,885,691,2,0,46,33,3,0,0,2
286.0,888,699,2,0,46,33,3,0,0,2
287.0,891,699,2,0,46,33,4,0,0,2
288.0,894,701,2,0,46,34,4,0,0,2
289.0,897,704,2,0,46,34,4,0,0,2
290.0,900,704,2,0,47,34,4,0,0,2
291.0,903,712,2,0,47,34,4,0,0,2
292.0,906,712,2,0,47,34,4,0,0,2
293.0,909,712,2,0,47,35,4,0,0,2
294.0,912,715,2,0,48,35,4,0,0,2
295.0,915,723,2,0,48,35,4,0,0,2
296.0,918,723,2,0,48,35,4,0,0,2
297.0,921,723,2,0,48,35,4,0,0,2
298.0,924,723,2,0,48,35,4,0,0,2
299.0,927,723,2,0,48,35,4,0,0,2
300.0,930,723,2,0,48,35,4,0,0,2
301.0,933,723,2,0,49,35,4,0,0,2
302.0,936,731,2,0,49,35,4,0,0,2
303.0,939,731,2,0,49,35,5,0,0,2
304.0,942,733,2,0,49,35,5,0,0,2
305.0,945,733,2,0,49,35,5,0,0,2
306.0,948,733,2,0,49,35,5,0,0,2
307.0,951,733,2,0,49,35,5,0,0,2
308.0,954,733,2,0,50,35,5,0,0,2
309.0,957,741,2,0,50,35,6,0,0,2
310.0,960,743,2,0,50,36,6,0,0,2
311.0,963,746,2,0,51,36,6,0,0,2
312.0,966,754,2,0,52,36,6,0,0,2
313.0,969,762,2,0,52,36,6,0,0,2
314.0,972,762,2,0,53,36,6,0,0,2
315.0,975,770,2,0,54,36,6,0,0,2
316.0,978,778,2,0,54,37,6,0,0,2
317.0,981,781,2,0,54,38,6,0,0,2
318.0,984,784,2,0,54,38,6,0,0,2
319.0,987,784,2,0,54,39,6,0,0,2
320.0,990,787,2,0,54,39,6,0,0,2
321.0,993,787,2,0,54,39,6,0,0,2
322.0,996,787,2,0,54,39,6,0,0,2
323.0,999,787,2,0,55,39,6,0,0,2
324.0,1002,795,2,0,55,39,6,0,0,2
325.0,1005,795,2,0,56,39,6,0,0,2
326.0,1008,803,2,0,56,39,6,0,0,2
327.0,1011,803,2,0,56,39,6,0,0,2
328.0,1014,803,2,0,56,39,6,0,0,2
329.0,1017,803,2,0,56,39,6,0,0,2
330.0,1020,803,2,0,56,39,6,0,0,2
331.0,1023,803,2,0,56,39,6,0,0,2
332.0,1026,803,2,0,56,39,6,0,0,2
333.0,1029,803,2,0,57,39,6,0,0,2
334.0,1032,811,2,0,57,39,6,0,0,2
335.0,1035,811,2,0,57,40,6,0,0,2
336.0,1038,814,2,0,57,40,6,0,0,2
337.0,1041,814,2,0,58,40,6,0,0,2
338.0,1044,822,2,0,59,40,6,0,0,2
339.0,1047,830,2,0,59,40,6,0,0,2
340.0,1050,830,2,0,59,41,6,0,0,2
341.0,1053,833,2,0,59,42,6,0,0,2
342.0,1056,836,2,0,59,43,6,0,0,2
343.0,1059,839,2,0,59,43,6,0,0,2
344.0,1062,839,2,0,59,43,6,0,0,2
345.0,1065,839,2,0,60,43,6,0,0,2
346.0,1068,847,2,0,60,44,6,0,0,2
347.0,1071,850,2,0,60,44,6,0,0,2
348.0,1074,850,2,0,60,44,6,0,0,2
349.0,1077,850,2,0,61,44,6,0,0,2
350.0,1080,858,2,0,62,44,6,0,0,2
351.0,1083,866,2,0,62,45,6,0,0,2
352.0,1086,869,2,0,62,46,6,0,0,2
353.0,1089,872,2,0,62,46,6,0,0,2
354.0,1092,872,2,0,62,46,6,0,0,2
355.0,1095,872,2,0,63,46,6,0,0,2
356.0,1098,880,2,0,63,46,6,0,0,2
357.0,1101,880,2,0,64,46,6,0,0,2
358.0,1104,888,2,0,64,46,6,0,0,2
359.0,1107,888,2,0,64,46,6,0,0,2
360.0,1110,888,2,0,64,46,6,0,0,2
361.0,1113,888,2,0,64,47,6,0,0,2
362.0,1116,891,2,0,64,47,6,0,0,2
363.0,1119,891,2,0,64,47,6,0,0,2
364.0,1122,891,2,0,64,47,6,0,0,2
365.0,1123,891,2,0,64,47,6,0,0,2
366.0,1124,891,2,0,64,47,6,0,0,2
367.0,1125,891,3,0,64,47,6,0,0,2
368.0,1144,1011,3,0,65,47,6,0,0,2
369.0,1147,1019,3,0,65,47,6,0,0,2
370.0,1150,1019,3,0,65,47,6,0,0,2
371.0,1153,1019,3,0,65,48,6,0,0,2
372.0,1156,1022,3,0,65,48,6,0,0,2
373.0,1159,1022,3,0,65,48,6,0,0,2
374.0,1162,1022,3,0,65,49,6,0,0,2
375.0,1165,1025,3,0,65,49,6,0,0,2
376.0,1168,1025,3,0,65,49,6,0,0,2
377.0,1171,1025,3,0,65,50,6,0,0,2
378.0,1174,1028,3,0,65,50,6,0,0,2
379.0,1177,1028,3,0,66,50,6,0,0,2
380.0,1180,1036,3,0,66,50,6,0,0,2
381.0,1183,1036,3,0,66,50,6,0,0,2
382.0,1186,1036,3,0,66,51,6,0,0,2
383.0,1189,1039,3,0,66,52,6,0,0,2
384.0,1192,1042,3,0,66,52,6,0,0,2
385.0,1195,1042,3,0,66,52,6,0,0,2
386.0,1198,1042,3,0,66,52,6,0,0,2
387.0,1201,1042,3,0,66,53,6,0,0,2
388.0,1204,1045,3,0,66,53,7,0,0,2
389.0,1207,1047,3,0,66,54,7,0,0,2
390.0,1210,1050,3,0,66,54,7,0,0,2
391.0,1213,1050,3,0,67,54,7,0,0,2
392.0,1216,1058,3,0,68,54,7,0,0,2
393.0,1219,1066,3,0,69,54,7,0,0,2
394.0,1222,1074,3,0,69,54,7,0,0,2
395.0,1225,1074,3,0,69,54,7,0,0,2
396.0,1228,1074,3,0,69,54,7,0,0,2
397.0,1231,1074,3,0,69,54,7,0,0,2
398.0,1234,1074,3,0,69,54,7,0,0,2
399.0,1237,1074,3,0,69,55,7,0,0,2
400.0,1240,1077,3,0,70,55,7,0,0,2
401.0,1243,1085,3,0,70,55,7,0,0,2
402.0,1246,1085,3,0,70,55,7,0,0,2
403.0,1249,1085,3,0,70,55,7,0,0,2
404.0,1252,1085,3,0,70,55,8,0,0,2
405.0,1255,1087,3,0,70,55,8,0,1,2
406.0,1256,1088,3,0,70,55,8,0,1,2
407.0,1257,1088,3,1,70,55,8,0,1,2
408.0,1302,1382,3,1,70,55,8,0,1,2
409.0,1305,1382,3,1,70,55,8,0,1,2
410.0,1308,1382,3,1,70,55,8,0,1,2
411.0,1311,1382,3,1,70,55,8,0,1,2
412.0,1314,1382,3,1,70,56,8,0,1,2
413.0,1317,1385,3,1,70,56,8,0,1,2
414.0,1320,1385,3,1,70,56,8,0,1,2
415.0,1323,1385,3,1,71,56,8,0,1,2
416.0,1326,1393,3,1,71,56,8,0,1,2
417.0,1329,1393,3,1,71,56,8,0,1,2
418.0,1332,1393,3,1,72,56,8,0,1,2
419.0,1335,1401,3,1,72,56,8,0,1,2
420.0,1338,1401,3,1,73,56,8,0,1,2
421.0,1341,1409,3,1,73,56,9,0,1,2
422.0,1344,1411,3,1,74,56,9,0,1,2
423.0,1347,1419,3,1,74,56,9,0,1,2
424.0,1350,1419,3,1,74,56,9,0,1,2
425.0,1353,1419,3,1,74,56,9,0,1,2
426.0,1356,1419,3,1,74,56,9,0,1,2
427.0,1359,1419,3,1,74,56,9,0,1,2
428.0,1362,1419,3,1,74,56,9,0,1,2
429.0,1365,1419,3,1,75,56,9,0,1,2
430.0,1368,1427,3,1,75,56,9,0,1,2
431.0,1371,1427,3,1,75,56,9,0,1,2
432.0,1374,1427,3,1,75,56,9,0,1,2
433.0,1377,1427,3,1,76,56,9,0,1,2
434.0,1380,1435,3,1,76,56,9,0,1,2
435.0,1383,1435,3,1,76,56,9,0,1,2
436.0,1386,1435,3,1,76,56,9,0,1,2
437.0,1389,1435,3,1,77,56,9,0,1,2
438.0,1392,1443,3,1,77,56,9,0,1,2
439.0,1395,1443,3,1,78,56,9,0,1,2
440.0,1398,1451,3,1,78,56,9,0,1,2
441.0,1401,1451,3,1,78,56,9,0,1,2
442.0,1404,1451,3,1,78,57,9,0,1,2
443.0,1407,1454,3,1,78,57,9,0,1,2
444.0,1410,1454,3,1,78,57,9,0,1,2
445.0,1413,1454,3,1,78,57,9,0,1,2
446.0,1416,1454,3,1,78,58,9,0,1,2
447.0,1419,1457,3,1,78,58,9,0,1,2
448.0,1422,1457,3,1,78,58,9,0,1,2
449.0,1425,1457,3,1,78,58,9,0,1,2
450.0,1428,1457,3,1,78,59,9,0,1,2
451.0,1431,1460,3,1,78,59,9,0,1,2
452.0,1434,1460,3,1,78,59,9,0,1,2
453.0,1437,1460,3,1,78,59,9,0,1,2
454.0,1440,1460,3,1,78,59,9,0,1,2
455.0,1443,1460,3,1,78,59,9,0,1,2
456.0,1446,1460,3,1,79,59,9,0,1,2
457.0,1449,1468,3,1,79,59,9,0,1,2
458.0,1452,1468,3,1,79,59,9,0,1,2
459.0,1455,1468,3,1,79,59,9,0,1,2
460.0,1458,1468,3,1,79,59,9,0,1,2
461.0,1461,1468,3,1,80,59,9,0,1,2
462.0,1464,1476,3,1,80,59,9,0,1,2
463.0,1467,1476,3,1,81,59,9,0,1,2
464.0,1470,1484,3,1,81,59,9,0,1,2
465.0,1473,1484,3,1,81,59,9,0,1,2
466.0,1476,1484,3,1,81,59,9,0,1,2
467.0,1479,1484,3,1,81,59,9,0,1,2
468.0,1482,1484,3,1,81,59,9,0,1,2
469.0,1485,1484,3,1,81,59,9,0,1,2
470.0,1488,1484,3,1,81,59,10,0,1,2
471.0,1491,1486,3,1,81,59,10,0,1,2
472.0,1494,1486,3,1,81,59,11,0,1,2
473.0,1497,1488,3,1,81,59,11,0,1,2
474.0,1500,1488,3,1,82,59,11,0,1,2
475.0,1503,1496,3,1,83,59,11,0,1,2
476.0,1506,1504,3,1,83,59,11,0,1,2
477.0,1509,1504,3,1,83,59,11,0,1,2
478.0,1512,1504,3,1,83,60,11,0,1,2
479.0,1515,1507,3,1,83,60,11,0,1,2
480.0,1518,1507,3,1,84,60,11,0,1,2
481.0,1521,1515,3,1,84,60,12,0,1,2
482.0,1524,1517,3,1,84,60,12,0,1,2
483.0,1527,1517,3,1,85,60,12,0,1,2
484.0,1530,1525,3,1,86,60,12,0,1,2
485.0,1533,1533,3,1,87,60,12,0,1,2
486.0,1536,1541,3,1,87,60,12,0,1,2
487.0,1539,1541,3,1,88,60,12,0,1,2
488.0,1542,1549,3,1,88,61,12,0,1,2
489.0,1545,1552,3,1,89,61,12,0,1,2
490.0,1548,1560,3,1,89,61,12,0,1,2
491.0,1551,1560,3,1,89,61,12,0,1,2
492.0,1554,1560,3,1,89,61,12,0,1,2
493.0,1557,1560,3,1,89,61,12,0,1,2
494.0,1560,1560,3,1,90,61,12,0,1,2
495.0,1563,1568,3,1,90,61,12,0,1,2
496.0,1566,1568,3,1,90,61,12,0,1,2
497.0,1569,1568,3,1,91,61,12,0,1,2
498.0,1572,1576,3,1,91,62,12,0,1,2
499.0,1575,1579,3,1,91,63,12,0,1,2
500.0,1578,1582,3,1,91,63,12,0,1,2
501.0,1581,1582,3,1,92,63,12,0,1,2
502.0,1584,1590,3,1,92,63,12,0,1,2
503.0,1587,1590,3,1,92,63,12,0,1,2
504.0,1590,1590,3,1,93,63,12,0,1,2
505.0,1593,1598,3,1,93,63,12,0,1,2
506.0,1596,1598,3,1,94,63,12,0,1,2
507.0,1599,1606,3,1,94,63,12,0,1,2
508.0,1602,1606,3,1,94,64,12,0,1,2
509.0,1605,1609,3,1,94,64,12,0,1,2
510.0,1608,1609,3,1,94,65,12,0,1,2
511.0,1611,1612,3,1,94,65,12,0,1,2
512.0,1614,1612,3,1,94,65,12,0,1,2
513.0,1617,1612,3,1,94,65,12,0,1,2
514.0,1620,1612,3,1,94,65,12,0,1,2
515.0,1623,1612,3,1,94,65,12,0,1,2
516.0,1626,1612,3,1,94,65,12,0,1,2
517.0,1629,1612,3,1,94,65,12,0,1,2
518.0,1632,1612,3,1,94,65,12,0,1,2
519.0,1635,1612,3,1,94,65,12,0,1,2
520.0,1638,1612,3,1,94,65,12,0,1,2
521.0,1641,1612,3,1,94,65,12,0,1,2
522.0,1644,1612,3,1,95,65,12,0,1,2
523.0,1647,1620,3,1,95,65,12,0,1,2
524.0,1650,1620,3,1,96,65,12,0,1,2
525.0,1653,1628,3,1,96,65,12,0,1,2
526.0,1656,1628,3,1,96,65,12,0,1,2
527.0,1659,1628,3,1,96,65,12,0,1,2
528.0,1662,1628,3,1,96,65,12,0,1,2
529.0,1665,1628,3,1,96,65,12,0,1,2
530.0,1668,1628,3,1,97,65,12,0,1,2
531.0,1671,1636,3,1,97,65,12,0,1,2
532.0,1674,1636,3,1,97,65,12,0,1,2
533.0,1677,1636,3,1,97,65,12,0,1,2
534.0,1680,1636,3,1,97,65,12,0,1,2
535.0,1683,1636,3,1,97,65,12,0,1,2
536.0,1686,1636,3,1,97,66,12,0,1,2
537.0,1689,1639,3,1,97,66,12,0,1,2
538.0,1692,1639,3,1,98,66,12,0,1,2
539.0,1695,1647,3,1,98,66,12,0,1,2
540.0,1698,1647,3,1,99,66,12,0,1,2
541.0,1701,1655,3,1,100,66,12,0,1,2
542.0,1704,1663,3,1,100,66,12,0,1,2
543.0,1707,1663,3,1,100,66,12,0,1,2
544.0,1710,1663,3,1,100,66,12,0,1,2
545.0,1713,1663,3,1,100,67,12,0,1,2
546.0,1716,1666,3,1,100,67,12,0,1,2
547.0,1719,1666,3,1,100,68,12,0,1,2
548.0,1722,1669,3,1,100,68,12,0,1,2
549.0,1725,1669,3,1,101,68,12,0,1,2
550.0,1728,1677,3,1,101,69,12,0,1,2
551.0,1731,1680,3,1,101,69,12,0,1,2
552.0,1734,1680,3,1,101,69,12,0,1,2
553.0,1737,1680,3,1,101,69,12,0,1,2
554.0,1740,1680,3,1,102,69,12,0,1,2
