No_of_Rotation_(excluding_bonus),Coins_Inserted_Cumulative,Coins_Acquired_Cumulative,No_of_Regular_Bonus,No_of_Big_Bonus,No_of_grape_till_now,No_of_rhino_till_now,No_of_cherry_corner_till_now,No_of_clown_till_now,No_of_cherry_middle_till_now,setting
237.0,805,1085,4,1,30,29,2,0,1,5
238.0,808,1085,4,1,30,29,2,0,1,5
239.0,811,1085,4,1,30,29,2,0,1,5
240.0,814,1085,4,1,30,29,2,0,1,5
241.0,817,1085,4,1,30,29,2,0,1,5
242.0,820,1085,4,1,30,29,2,0,1,5
243.0,823,1085,4,1,30,29,2,0,1,5
244.0,826,1085,4,1,30,29,2,0,1,5
245.0,829,1085,4,1,30,29,2,0,1,5
246.0,832,1085,4,1,30,29,2,0,1,5
247.0,835,1085,4,1,30,29,2,0,1,5
248.0,838,1085,4,1,31,29,2,0,1,5
249.0,841,1093,4,1,31,29,2,0,1,5
250.0,844,1093,4,1,31,29,2,0,1,5
251.0,847,1093,4,1,32,29,2,0,1,5
252.0,850,1101,4,1,33,29,2,0,1,5
253.0,853,1109,4,1,33,29,2,0,1,5
254.0,856,1109,4,1,33,29,2,0,1,5
255.0,859,1109,4,1,33,29,2,0,1,5
256.0,862,1109,4,1,33,30,2,0,1,5
257.0,865,1112,4,1,33,30,2,0,1,5
258.0,868,1112,4,1,33,30,2,0,1,5
259.0,871,1112,4,1,33,30,2,0,1,5
260.0,874,1112,4,1,33,30,2,0,1,5
261.0,877,1112,4,1,33,31,2,0,1,5
262.0,880,1115,4,1,33,31,2,0,1,5
263.0,883,1115,4,1,33,31,2,0,1,5
264.0,886,1115,4,1,33,31,2,0,1,5
265.0,889,1115,4,1,33,31,2,0,1,5
266.0,892,1115,4,1,33,31,2,0,1,5
267.0,895,1115,4,1,34,31,2,0,1,5
268.0,898,1123,4,1,34,31,2,0,1,5
269.0,901,1123,4,1,34,31,2,0,1,5
270.0,904,1123,4,1,34,31,2,0,1,5
271.0,907,1123,4,1,34,31,2,0,1,5
272.0,910,1123,4,1,34,31,2,0,1,5
273.0,913,1123,4,1,34,32,2,0,1,5
274.0,916,1126,4,1,34,32,2,0,1,5
275.0,919,1126,4,1,34,32,2,0,1,5
276.0,922,1126,4,1,34,32,2,0,1,5
277.0,925,1126,4,1,34,32,2,0,1,5
278.0,928,1126,4,1,35,32,2,0,1,5
279.0,931,1134,4,1,35,32,2,0,1,5
280.0,934,1134,4,1,36,32,2,0,1,5
281.0,937,1142,4,1,37,32,2,0,1,5
282.0,940,1150,4,1,37,32,2,0,1,5
283.0,943,1150,4,1,37,32,2,0,1,5
284.0,946,1150,4,1,37,32,2,0,1,5
285.0,949,1150,4,1,37,32,2,0,1,5
286.0,952,1150,4,1,37,32,2,0,1,5
287.0,955,1150,4,1,37,32,2,0,1,5
288.0,958,1150,4,1,37,32,2,0,1,5
289.0,959,1150,4,1,37,32,2,0,1,5
290.0,960,1150,4,1,37,32,2,0,1,5
291.0,961,1150,4,2,37,32,2,0,1,5
292.0,1006,1444,4,2,37,33,2,0,1,5
293.0,1009,1447,4,2,37,34,2,0,1,5
294.0,1012,1450,4,2,37,34,2,0,1,5
295.0,1015,1450,4,2,37,34,2,0,1,5
296.0,1018,1450,4,2,37,34,2,0,1,5
297.0,1021,1450,4,2,37,34,2,0,1,5
298.0,1024,1450,4,2,37,34,2,0,1,5
299.0,1027,1450,4,2,37,34,2,0,1,5
300.0,1030,1450,4,2,37,34,2,0,1,5
301.0,1033,1450,4,2,37,34,2,0,1,5
302.0,1036,1450,4,2,37,34,2,0,1,5
303.0,1039,1450,4,2,37,34,2,0,1,5
304.0,1042,1450,4,2,37,34,2,0,1,5
305.0,1045,1450,4,2,37,34,2,0,1,5
306.0,1048,1450,4,2,37,34,2,0,1,5
307.0,1051,1450,4,2,38,34,2,0,1,5
308.0,1054,1458,4,2,39,34,2,0,1,5
309.0,1057,1466,4,2,39,34,2,0,1,5
310.0,1060,1466,4,2,40,34,2,0,1,5
311.0,1063,1474,4,2,41,34,2,0,1,5
312.0,1066,1482,4,2,41,34,2,0,1,5
313.0,1069,1482,4,2,41,35,2,0,1,5
314.0,1072,1485,4,2,41,35,2,0,1,5
315.0,1075,1485,4,2,41,35,2,0,1,5
316.0,1078,1485,4,2,41,35,2,0,1,5
317.0,1081,1485,4,2,41,35,2,0,1,5
318.0,1084,1485,4,2,41,36,2,0,1,5
319.0,1087,1488,4,2,42,36,2,0,1,5
320.0,1090,1496,4,2,43,36,2,0,1,5
321.0,1093,1504,4,2,43,36,2,0,1,5
322.0,1096,1504,4,2,44,36,2,0,1,5
323.0,1099,1512,4,2,44,36,3,0,1,5
324.0,1102,1514,4,2,44,36,3,0,1,5
325.0,1105,1514,4,2,45,36,3,0,1,5
326.0,1108,1522,4,2,45,36,3,0,1,5
327.0,1111,1522,4,2,46,36,3,0,1,5
328.0,1114,1530,4,2,46,36,3,0,1,5
329.0,1117,1530,4,2,46,36,3,0,1,5
330.0,1120,1530,4,2,47,36,3,0,1,5
331.0,1123,1538,4,2,47,36,3,0,1,5
332.0,1126,1538,4,2,47,37,3,0,1,5
333.0,1129,1541,4,2,48,37,3,0,1,5
334.0,1132,1549,4,2,48,37,3,0,1,5
335.0,1135,1549,4,2,48,37,3,0,1,5
336.0,1138,1549,4,2,49,37,3,0,1,5
337.0,1141,1557,4,2,49,37,3,0,1,5
338.0,1144,1557,4,2,49,37,3,0,1,5
339.0,1147,1557,4,2,49,37,3,0,1,5
340.0,1150,1557,4,2,49,37,3,0,1,5
341.0,1153,1557,4,2,50,37,3,0,1,5
342.0,1156,1565,4,2,51,37,3,0,1,5
343.0,1159,1573,4,2,51,37,3,0,1,5
344.0,1162,1573,4,2,51,38,3,0,1,5
345.0,1165,1576,4,2,52,38,3,0,1,5
346.0,1168,1584,4,2,52,38,3,0,1,5
347.0,1171,1584,4,2,52,38,3,0,1,5
348.0,1174,1584,4,2,52,38,3,0,1,5
349.0,1177,1584,4,2,52,38,3,0,1,5
350.0,1180,1584,4,2,52,38,3,0,1,5
351.0,1183,1584,4,2,52,38,3,0,1,5
352.0,1186,1584,4,2,52,38,3,0,1,5
353.0,1189,1584,4,2,52,38,3,0,1,5
354.0,1192,1584,4,2,52,38,3,0,1,5
355.0,1195,1584,4,2,52,38,3,0,1,5
356.0,1198,1584,4,2,52,39,3,0,1,5
357.0,1201,1587,4,2,52,39,3,0,1,5
358.0,1204,1587,4,2,53,39,3,0,1,5
359.0,1207,1595,4,2,53,40,3,0,1,5
360.0,1210,1598,4,2,53,41,3,0,1,5
361.0,1213,1601,4,2,53,41,3,0,1,5
362.0,1216,1601,4,2,53,41,3,0,1,5
363.0,1219,1601,4,2,53,41,3,0,1,5
364.0,1222,1601,4,2,54,41,3,0,1,5
365.0,1225,1609,4,2,54,41,3,0,1,5
366.0,1228,1609,4,2,54,41,3,0,1,5
367.0,1231,1609,4,2,54,41,3,0,1,5
368.0,1234,1609,4,2,54,42,3,0,1,5
369.0,1237,1612,4,2,54,42,3,0,1,5
370.0,1240,1612,4,2,54,42,3,0,1,5
371.0,1243,1612,4,2,54,42,3,0,1,5
372.0,1246,1612,4,2,54,42,3,0,1,5
373.0,1249,1612,4,2,55,42,3,0,1,5
374.0,1252,1620,4,2,55,42,3,0,1,5
375.0,1255,1620,4,2,55,42,3,0,1,5
376.0,1258,1620,4,2,55,42,3,0,1,5
377.0,1261,1620,4,2,55,43,3,0,1,5
378.0,1264,1623,4,2,55,43,3,0,1,5
379.0,1267,1623,4,2,55,43,3,0,1,5
380.0,1270,1623,4,2,55,44,3,0,1,5
381.0,1273,1626,4,2,55,44,3,0,1,5
382.0,1276,1626,4,2,55,44,3,0,1,5
383.0,1279,1626,4,2,55,44,3,0,1,5
384.0,1282,1626,4,2,55,44,3,0,1,5
385.0,1285,1626,4,2,55,44,3,0,1,5
386.0,1288,1626,4,2,55,44,3,0,1,5
387.0,1291,1626,4,2,55,44,3,0,1,5
388.0,1294,1626,4,2,56,44,3,0,1,5
389.0,1297,1634,4,2,56,44,3,0,1,5
390.0,1300,1634,4,2,56,44,3,0,1,5
391.0,1303,1634,4,2,56,44,3,0,1,5
392.0,1306,1634,4,2,56,44,3,0,1,5
393.0,1309,1634,4,2,56,44,3,0,1,5
394.0,1312,1634,4,2,56,44,3,0,1,5
395.0,1313,1634,4,3,56,44,3,0,1,5
396.0,1358,1936,4,3,56,44,3,0,1,5
397.0,1361,1936,4,3,56,45,3,0,1,5
398.0,1364,1939,4,3,56,45,3,0,1,5
399.0,1367,1939,4,3,57,45,3,0,1,5
400.0,1370,1947,4,3,57,45,3,0,1,5
401.0,1373,1947,4,3,57,46,3,0,1,5
402.0,1376,1950,4,3,58,46,3,0,1,5
403.0,1379,1958,4,3,58,46,3,0,1,5
404.0,1382,1958,4,3,58,46,3,0,1,5
405.0,1385,1958,4,3,58,46,3,0,1,5
406.0,1388,1958,4,3,58,46,3,0,1,5
407.0,1391,1958,4,3,59,46,3,0,1,5
408.0,1394,1966,4,3,59,46,3,0,1,5
409.0,1397,1966,4,3,59,47,3,0,1,5
410.0,1400,1969,4,3,59,48,3,0,1,5
411.0,1403,1972,4,3,59,48,3,0,1,5
412.0,1406,1972,4,3,59,49,3,0,1,5
413.0,1409,1975,4,3,60,49,3,0,1,5
414.0,1412,1983,4,3,60,49,3,0,1,5
415.0,1415,1983,4,3,60,50,3,0,1,5
416.0,1418,1986,4,3,60,50,3,0,1,5
417.0,1421,1986,4,3,60,50,3,0,1,5
418.0,1424,1986,4,3,60,50,3,0,1,5
419.0,1427,1986,4,3,60,51,3,0,1,5
420.0,1430,1989,4,3,60,52,3,0,1,5
421.0,1433,1992,4,3,60,53,3,0,1,5
422.0,1436,1995,4,3,60,53,3,0,1,5
423.0,1439,1995,4,3,60,54,3,0,1,5
424.0,1442,1998,4,3,61,54,3,0,1,5
425.0,1445,2006,4,3,61,54,3,0,1,5
426.0,1448,2006,4,3,61,54,3,0,1,5
427.0,1449,2006,4,4,61,54,3,0,1,5
428.0,1494,2300,4,4,61,54,3,0,1,5
429.0,1497,2300,4,4,61,54,3,0,1,5
430.0,1500,2300,4,4,61,55,3,0,1,5
431.0,1503,2303,4,4,62,55,3,0,1,5
432.0,1506,2311,4,4,62,56,3,0,1,5
433.0,1509,2314,4,4,63,56,3,0,1,5
434.0,1512,2322,4,4,64,56,3,0,1,5
435.0,1515,2330,4,4,64,56,3,0,1,5
436.0,1518,2330,4,4,64,56,3,0,1,5
437.0,1521,2330,4,4,64,56,3,0,1,5
438.0,1524,2330,4,4,65,56,3,0,1,5
439.0,1527,2338,4,4,66,56,3,0,1,5
440.0,1530,2346,4,4,66,56,3,0,1,5
441.0,1533,2346,4,4,66,56,3,0,1,5
442.0,1536,2346,4,4,66,56,3,0,1,5
443.0,1539,2346,4,4,66,56,3,0,1,5
444.0,1542,2346,4,4,66,56,3,0,1,5
445.0,1545,2346,4,4,66,56,4,0,1,5
446.0,1548,2348,4,4,67,56,4,0,1,5
447.0,1551,2356,4,4,67,57,4,0,1,5
448.0,1554,2359,4,4,67,57,4,0,1,5
449.0,1557,2359,4,4,67,57,4,0,1,5
450.0,1560,2359,4,4,68,57,4,0,1,5
451.0,1563,2367,4,4,69,57,4,0,1,5
452.0,1566,2375,4,4,70,57,4,0,1,5
453.0,1569,2383,4,4,70,57,4,0,1,5
454.0,1572,2383,4,4,70,57,4,0,1,5
455.0,1575,2383,4,4,70,57,4,0,1,5
456.0,1578,2383,4,4,70,58,4,0,1,5
457.0,1581,2386,4,4,70,58,4,0,1,5
458.0,1584,2386,4,4,70,58,4,0,1,5
459.0,1587,2386,4,4,71,58,4,0,1,5
460.0,1590,2394,4,4,71,58,4,0,1,5
461.0,1593,2394,4,4,71,58,4,0,1,5
462.0,1596,2394,4,4,71,58,4,0,1,5
463.0,1599,2394,4,4,71,58,4,0,1,5
464.0,1602,2394,4,4,71,58,4,0,1,5
465.0,1605,2394,4,4,71,58,4,0,1,5
466.0,1608,2394,4,4,72,58,4,0,1,5
467.0,1611,2402,4,4,72,58,4,0,1,5
468.0,1614,2402,4,4,72,58,4,0,1,5
469.0,1617,2402,4,4,73,58,4,0,1,5
470.0,1620,2410,4,4,73,58,4,0,1,5
471.0,1623,2410,4,4,74,58,4,0,1,5
472.0,1626,2418,4,4,74,58,4,0,1,5
473.0,1629,2418,4,4,74,58,4,0,1,5
474.0,1632,2418,4,4,74,58,4,0,1,5
475.0,1635,2418,4,4,74,58,5,0,1,5
476.0,1638,2420,4,4,74,58,5,0,1,5
477.0,1641,2420,4,4,74,58,5,0,1,5
478.0,1644,2420,4,4,75,58,5,0,1,5
479.0,1647,2428,4,4,76,58,5,0,1,5
480.0,1650,2436,4,4,76,59,5,0,1,5
481.0,1653,2439,4,4,76,59,5,0,1,5
482.0,1656,2439,4,4,76,59,5,0,1,5
483.0,1659,2439,4,4,76,59,5,0,1,5
484.0,1662,2439,4,4,77,59,5,0,1,5
485.0,1665,2447,4,4,78,59,5,0,1,5
486.0,1668,2455,4,4,78,59,5,0,1,5
487.0,1671,2455,4,4,79,59,5,0,1,5
488.0,1674,2463,4,4,79,59,5,0,1,5
489.0,1677,2463,4,4,80,59,5,0,1,5
490.0,1680,2471,4,4,80,59,5,0,1,5
491.0,1683,2471,4,4,80,59,5,0,1,5
492.0,1686,2471,4,4,80,59,5,0,1,5
493.0,1689,2471,4,4,80,59,5,0,1,5
494.0,1692,2471,4,4,80,60,5,0,1,5
495.0,1695,2474,4,4,80,60,5,0,1,5
496.0,1698,2474,4,4,80,60,5,0,1,5
497.0,1701,2474,4,4,80,60,5,0,1,5
498.0,1704,2474,4,4,80,60,5,0,1,5
499.0,1707,2474,4,4,80,61,5,0,1,5
500.0,1710,2477,4,4,80,62,5,0,1,5
501.0,1713,2480,4,4,80,62,5,0,1,5
502.0,1716,2480,4,4,80,62,5,0,1,5
503.0,1719,2480,4,4,80,62,5,0,1,5
504.0,1722,2480,4,4,80,62,5,0,1,5
505.0,1725,2480,4,4,80,63,5,0,1,5
506.0,1728,2483,4,4,80,64,5,0,1,5
507.0,1731,2486,4,4,80,64,5,0,1,5
508.0,1734,2486,4,4,80,64,5,0,1,5
509.0,1737,2486,4,4,80,64,5,0,1,5
510.0,1740,2486,4,4,80,64,5,0,1,5
511.0,1743,2486,4,4,80,64,5,0,1,5
512.0,1746,2486,4,4,80,64,5,0,1,5
513.0,1749,2486,4,4,81,64,5,0,1,5
514.0,1752,2494,4,4,82,64,5,0,1,5
515.0,1755,2502,4,4,82,64,5,0,1,5
516.0,1758,2502,4,4,82,64,5,0,1,5
517.0,1761,2502,4,4,82,64,5,0,1,5
518.0,1764,2502,4,4,82,64,5,0,1,5
519.0,1767,2502,4,4,82,65,5,0,1,5
520.0,1770,2505,4,4,82,65,5,0,1,5
521.0,1773,2505,4,4,82,65,5,0,1,5
522.0,1776,2505,4,4,82,65,5,0,1,5
523.0,1779,2505,4,4,82,65,5,0,1,5
524.0,1782,2505,4,4,83,65,5,0,1,5
525.0,1785,2513,4,4,84,65,5,0,1,5
526.0,1788,2521,4,4,84,65,5,0,1,5
527.0,1791,2521,4,4,85,65,5,0,1,5
528.0,1794,2529,4,4,86,65,5,0,1,5
529.0,1797,2537,4,4,86,65,5,0,1,5
530.0,1800,2537,4,4,86,65,5,0,1,5
531.0,1803,2537,4,4,86,65,5,0,1,5
532.0,1806,2537,4,4,86,65,5,0,1,5
533.0,1809,2537,4,4,86,65,5,0,1,5
534.0,1812,2537,4,4,86,65,5,0,1,5
535.0,1815,2537,4,4,86,66,5,0,1,5
536.0,1818,2540,4,4,86,67,5,0,1,5
537.0,1821,2543,4,4,86,67,5,0,1,5
538.0,1824,2543,4,4,86,67,5,0,1,5
539.0,1827,2543,4,4,86,67,5,0,1,5
540.0,1830,2543,4,4,86,68,5,0,1,5
541.0,1833,2546,4,4,87,68,5,0,1,5
542.0,1836,2554,4,4,87,69,5,0,1,5
543.0,1839,2557,4,4,87,69,5,0,1,5
544.0,1842,2557,4,4,87,69,5,0,1,5
545.0,1845,2557,4,4,87,69,5,0,1,5
